Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score
Scott,Bournemouth,MID,5.0,41,OK,8.2,4.0,1.0,41.0,BOU,1136.4666666666667,1189.4666666666665,1136.4666666666667,0.04
J.Murphy,Newcastle,MID,6.1,41,OK,6.72,3.0,1.0,41.0,NEW,1105.2,1171.5333333333335,1105.2,0.04
P.M.Sarr,Spurs,MID,4.7,41,OK,8.72,3.0,1.0,41.0,TOT,1149.9333333333334,1208.7333333333333,1149.9333333333334,0.04
Damsgaard,Brentford,MID,5.8,40,OK,6.9,5.0,1.0,40.0,BRE,1123.7333333333333,1172.3333333333333,1123.7333333333333,0.04
Henderson,Brentford,MID,5.0,40,OK,8.0,40.0,1.0,40.0,BRE,1123.7333333333333,1172.3333333333333,1123.7333333333333,0.04
Haaland,Man City,FWD,15.0,120,OK,8.0,16.0,1.1,132.0,MCI,1127.7333333333333,1160.7333333333333,1127.7333333333333,0.12
Thiago,Brentford,FWD,6.8,78,OK,11.47,14.0,1.0,78.0,BRE,1123.7333333333333,1172.3333333333333,1123.7333333333333,0.07
João Pedro,Chelsea,FWD,7.4,63,OK,8.51,3.0,1.0,63.0,CHE,1175.4666666666667,1175.533333333333,1175.4666666666667,0.05
Mateta,Crystal Palace,FWD,8.1,59,OK,7.28,8.0,1.0,59.0,CRY,1162.0666666666666,1191.6000000000001,1162.0666666666666,0.05
Bowen,West Ham,FWD,7.5,57,OK,7.6,7.0,1.0,57.0,WHU,1153.6000000000001,1218.6000000000001,1153.6000000000001,0.05
Welbeck,Brighton,FWD,6.6,56,OK,8.48,3.0,1.0,56.0,BHA,1152.3999999999999,1196.9333333333332,1152.3999999999999,0.05
Woltemade,Newcastle,FWD,7.4,54,OK,7.3,12.0,1.0,54.0,NEW,1105.2,1171.5333333333335,1105.2,0.05
Richarlison,Spurs,FWD,6.4,51,OK,7.97,1.0,1.0,51.0,TOT,1149.9333333333334,1208.7333333333333,1149.9333333333334,0.04
Isidor,Sunderland,FWD,5.6,46,OK,8.21,3.0,1.0,46.0,SUN,1173.4666666666667,1251.3999999999999,1173.4666666666667,0.04
Watkins,Aston Villa,FWD,8.5,45,OK,5.29,16.0,1.0,45.0,AVL,1198.6666666666667,1194.3999999999999,1198.6666666666667,0.04
Calvert-Lewin,Leeds,FWD,5.5,42,DOUBT,7.64,16.0,1.0,42.0,LEE,1172.3333333333333,1224.6000000000001,1172.3333333333333,0.04
Ekitiké,Liverpool,FWD,8.4,42,OK,5.0,2.0,1.0,42.0,LIV,1119.7333333333333,1184.2666666666667,1119.7333333333333,0.04
Gyökeres,Arsenal,FWD,8.8,39,OK,4.43,2.0,1.0,39.0,ARS,1139.4666666666665,1165.8,1139.4666666666665,0.03
Wilson,West Ham,FWD,5.8,38,OK,6.55,4.0,1.0,38.0,WHU,1153.6000000000001,1218.6000000000001,1153.6000000000001,0.03
Nmecha,Leeds,FWD,5.0,37,DOUBT,7.4,6.0,1.0,37.0,LEE,1172.3333333333333,1224.6000000000001,1172.3333333333333,0.03
Evanilson,Bournemouth,FWD,7.0,36,OK,5.14,6.0,1.0,36.0,BOU,1136.4666666666667,1189.4666666666665,1136.4666666666667,0.03
Kroupi.Jr,Bournemouth,FWD,4.6,35,OK,7.61,3.0,1.0,35.0,BOU,1136.4666666666667,1189.4666666666665,1136.4666666666667,0.03
Flemming,Burnley,FWD,5.3,34,OK,6.42,7.0,1.0,34.0,BUR,1163.8,1171.8,1163.8,0.03
Raúl,Fulham,FWD,6.2,34,OK,5.48,3.0,1.0,34.0,FUL,1133.7333333333331,1154.6666666666667,1133.7333333333331,0.03
Foster,Burnley,FWD,5.0,33,OK,6.6,4.0,1.0,33.0,BUR,1163.8,1171.8,1163.8,0.03
Igor Jesus,Nott'm Forest,FWD,5.8,27,OK,4.66,11.0,1.0,27.0,NFO,1164.5333333333335,1176.6666666666667,1164.5333333333335,0.02
Strand Larsen,Wolves,FWD,6.2,27,OK,4.35,4.0,1.0,27.0,WOL,1210.4666666666665,1251.1333333333334,1210.4666666666665,0.02
Beto,Everton,FWD,5.1,24,OK,4.71,2.0,1.0,24.0,EVE,1180.4666666666667,1166.1333333333334,1180.4666666666667,0.02
Brobbey,Sunderland,FWD,5.5,22,OK,4.0,8.0,1.0,22.0,SUN,1173.4666666666667,1251.3999999999999,1173.4666666666667,0.02
Isak,Liverpool,FWD,10.4,21,OK,2.02,9.0,1.0,21.0,LIV,1119.7333333333333,1184.2666666666667,1119.7333333333333,0.02
Barry,Everton,FWD,5.7,18,OK,3.16,4.0,1.0,18.0,EVE,1180.4666666666667,1166.1333333333334,1180.4666666666667,0.02
Zirkzee,Man Utd,FWD,5.8,17,OK,2.93,11.0,1.0,17.0,MUN,1120.7333333333333,1174.466666666667,1120.7333333333333,0.02
Mayenda,Sunderland,FWD,5.3,17,OK,3.21,0.0,1.0,17.0,SUN,1173.4666666666667,1251.3999999999999,1173.4666666666667,0.01
Marc Guiu,Chelsea,FWD,4.2,12,OK,2.86,1.0,1.0,12.0,CHE,1175.4666666666667,1175.533333333333,1175.4666666666667,0.01
Füllkrug,West Ham,FWD,5.6,12,OK,2.14,12.0,1.0,12.0,WHU,1153.6000000000001,1218.6000000000001,1153.6000000000001,0.01
Toti,Wolves,FWD,5.4,12,OK,2.22,12.0,1.0,12.0,WOL,1210.4666666666665,1251.1333333333334,1210.4666666666665,0.01
Delap,Man City,FWD,6.2,11,OK,1.77,11.0,1.0,11.0,MCI,1127.7333333333333,1160.7333333333333,1127.7333333333333,0.01
Nketiah,Crystal Palace,FWD,5.4,10,OK,1.85,1.0,1.0,10.0,CRY,1162.0666666666666,1191.6000000000001,1162.0666666666666,0.01
Kolo Muani,Spurs,FWD,6.9,10,OK,1.45,3.0,1.0,10.0,TOT,1149.9333333333334,1208.7333333333333,1149.9333333333334,0.01
Kostoulas,Brighton,FWD,4.8,9,OK,1.88,1.0,1.0,9.0,BHA,1152.3999999999999,1196.9333333333332,1152.3999999999999,0.01
Broja,Burnley,FWD,5.2,8,OK,1.54,2.0,1.0,8.0,BUR,1163.8,1171.8,1163.8,0.01
Enes Ünal,Bournemouth,FWD,5.4,8,OK,1.48,8.0,1.0,8.0,BOU,1136.4666666666667,1189.4666666666665,1136.4666666666667,0.01
Jire,Leeds,FWD,5.0,8,OK,1.6,8.0,1.0,8.0,LEE,1172.3333333333333,1224.6000000000001,1172.3333333333333,0.01
