Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score
Kalimuendo,Nott'm Forest,FWD,6.0,7,OK,1.17,1.0,1.0,7.0,NFO,1164.5333333333335,1176.6666666666667,1164.5333333333335,0.01
Uche,Crystal Palace,FWD,5.5,4,OK,0.73,1.0,1.0,4.0,CRY,1162.0666666666666,1191.6000000000001,1162.0666666666666,0.0
Mané,Wolves,FWD,4.5,3,OK,0.67,2.0,1.0,3.0,WOL,1210.4666666666665,1251.1333333333334,1210.4666666666665,0.0
Kusi-Asare,Fulham,FWD,4.5,2,OK,0.44,1.0,1.0,2.0,FUL,1133.7333333333331,1154.6666666666667,1133.7333333333331,0.0
Solanke,Spurs,FWD,7.2,2,DOUBT,0.28,2.0,1.0,2.0,TOT,1149.9333333333334,1208.7333333333333,1149.9333333333334,0.0
Havertz,Arsenal,FWD,7.3,1,OK,0.14,0.0,1.0,1.0,ARS,1139.4666666666665,1165.8,1139.4666666666665,0.0
Barnes,Burnley,FWD,4.3,1,OK,0.23,0.0,1.0,1.0,BUR,1163.8,1171.8,1163.8,0.0
Morgan,Everton,FWD,4.4,0,OK,0.0,0.0,1.0,0.0,EVE,1180.4666666666667,1166.1333333333334,1180.4666666666667,0.0
Marsh,Crystal Palace,FWD,4.5,0,OK,0.0,0.0,1.0,0.0,CRY,1162.0666666666666,1191.6000000000001,1162.0666666666666,0.0
Gray,Leeds,FWD,4.5,0,OK,0.0,0.0,1.0,0.0,LEE,1172.3333333333333,1224.6000000000001,1172.3333333333333,0.0
Wissa,Newcastle,FWD,7.3,0,OK,0.0,0.0,1.0,0.0,NEW,1105.2,1171.5333333333335,1105.2,0.0
