Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score
Van Hecke,Brighton,DEF,4.5,85,OK,18.89,7.0,1.0,85.0,BHA,1154.6666666666667,1153.4285714285713,1153.4285714285713,0.07
Mitchell,Crystal Palace,DEF,5.1,85,OK,16.67,1.0,1.0,85.0,CRY,1109.6190476190477,1173.142857142857,1173.142857142857,0.07
Thiaw,Newcastle,DEF,5.1,85,OK,16.67,10.0,1.0,85.0,NEW,1176.4285714285713,1258.7142857142858,1258.7142857142858,0.07
O'Reilly,Man City,DEF,5.0,84,DOUBT,16.8,5.0,1.0,84.0,MCI,1173.5238095238094,1210.3809523809523,1210.3809523809523,0.07
Ballard,Sunderland,DEF,4.6,83,OK,18.04,6.0,1.0,83.0,SUN,1142.8095238095239,1195.904761904762,1195.904761904762,0.07
Konaté,Liverpool,DEF,5.4,81,DOUBT,15.0,2.0,1.0,81.0,LIV,1179.857142857143,1199.3333333333333,1199.3333333333333,0.07
O'Brien,Everton,DEF,4.9,80,OK,16.33,13.0,1.0,80.0,EVE,1142.904761904762,1188.9047619047617,1188.9047619047617,0.07
Gvardiol,Man City,DEF,5.9,77,OK,13.05,0.0,1.0,77.0,MCI,1173.5238095238094,1210.3809523809523,1210.3809523809523,0.06
Truffert,Bournemouth,DEF,4.5,74,OK,16.44,7.0,1.0,74.0,BOU,1102.2380952380952,1150.4761904761904,1150.4761904761904,0.06
Gusto,Chelsea,DEF,4.9,74,OK,15.1,1.0,1.0,74.0,CHE,1070.5238095238094,1139.952380952381,1139.952380952381,0.06
Dorgu,Man Utd,DEF,4.4,74,OK,16.82,23.0,1.0,74.0,MUN,1114.1904761904761,1147.9999999999998,1147.9999999999998,0.06
Dalot,Man Utd,DEF,4.5,71,OK,15.78,71.0,1.0,71.0,MUN,1114.1904761904761,1147.9999999999998,1147.9999999999998,0.06
Saliba,Arsenal,DEF,6.0,70,DOUBT,11.67,9.0,1.0,70.0,ARS,1131.8095238095239,1182.1904761904761,1182.1904761904761,0.06
Konsa,Aston Villa,DEF,4.4,70,OK,15.91,8.0,1.0,70.0,AVL,1133.095238095238,1192.047619047619,1192.047619047619,0.06
Digne,Aston Villa,DEF,4.5,68,OK,15.11,4.0,1.0,68.0,AVL,1133.095238095238,1192.047619047619,1192.047619047619,0.06
Struijk,Leeds,DEF,4.3,68,OK,15.81,10.0,1.0,68.0,LEE,1239.285714285714,1192.2857142857142,1192.2857142857142,0.06
Lewis-Potter,Brentford,DEF,4.9,67,OK,13.67,2.0,1.0,67.0,BRE,1205.2857142857144,1203.333333333333,1203.333333333333,0.06
Hume,Sunderland,DEF,4.5,66,OK,14.67,1.0,1.0,66.0,SUN,1142.8095238095239,1195.904761904762,1195.904761904762,0.06
Kayode,Brentford,DEF,4.5,65,OK,14.44,2.0,1.0,65.0,BRE,1205.2857142857144,1203.333333333333,1203.333333333333,0.05
Tete,Fulham,DEF,4.5,65,OK,14.44,0.0,1.0,65.0,FUL,1169.2857142857144,1212.7142857142856,1212.7142857142856,0.05
Mykolenko,Everton,DEF,4.9,64,OK,13.06,8.0,1.0,64.0,EVE,1142.904761904762,1188.9047619047617,1188.9047619047617,0.05
Murillo,Nott'm Forest,DEF,5.2,62,OK,11.92,62.0,1.0,62.0,NFO,1149.2857142857142,1192.8095238095236,1192.8095238095236,0.05
F.Kadıoğlu,Brighton,DEF,4.4,59,OK,13.41,3.0,1.0,59.0,BHA,1154.6666666666667,1153.4285714285713,1153.4285714285713,0.05
Gudmundsson,Leeds,DEF,3.8,55,OK,14.47,6.0,1.0,55.0,LEE,1239.285714285714,1192.2857142857142,1192.2857142857142,0.05
Van den Berg,Brentford,DEF,4.5,53,OK,11.78,1.0,1.0,53.0,BRE,1205.2857142857144,1203.333333333333,1203.333333333333,0.04
Dunk,Brighton,DEF,4.5,53,OK,11.78,5.0,1.0,53.0,BHA,1154.6666666666667,1153.4285714285713,1153.4285714285713,0.05
Bogle,Leeds,DEF,4.4,53,OK,12.05,8.0,1.0,53.0,LEE,1239.285714285714,1192.2857142857142,1192.2857142857142,0.04
Kerkez,Bournemouth,DEF,5.6,53,OK,9.46,1.0,1.0,53.0,BOU,1102.2380952380952,1150.4761904761904,1150.4761904761904,0.05
Shaw,Man Utd,DEF,4.5,53,OK,11.78,6.0,1.0,53.0,MUN,1114.1904761904761,1147.9999999999998,1147.9999999999998,0.05
Hall,Newcastle,DEF,5.3,52,OK,9.81,52.0,1.0,52.0,NEW,1176.4285714285713,1258.7142857142858,1258.7142857142858,0.04
Semenyo,Man City,MID,7.4,130,OK,17.57,130.0,1.0,130.0,MCI,1173.5238095238094,1210.3809523809523,1173.5238095238094,0.11
Rice,Arsenal,MID,6.9,126,OK,18.26,4.0,1.0,126.0,ARS,1131.8095238095239,1182.1904761904761,1131.8095238095239,0.11
B.Fernandes,Man Utd,MID,9.5,121,OK,12.74,15.0,1.0,121.0,MUN,1114.1904761904761,1147.9999999999998,1114.1904761904761,0.11
Bruno G.,Newcastle,MID,6.8,120,OK,17.65,3.0,1.0,120.0,NEW,1176.4285714285713,1258.7142857142858,1176.4285714285713,0.1
Wilson,Fulham,MID,6.1,114,OK,18.69,12.0,1.0,114.0,FUL,1169.2857142857144,1212.7142857142856,1169.2857142857144,0.1
Rogers,Aston Villa,MID,7.7,111,OK,14.42,10.0,1.0,111.0,AVL,1133.095238095238,1192.047619047619,1133.095238095238,0.1
Enzo,Chelsea,MID,6.7,106,OK,15.82,14.0,1.0,106.0,CHE,1070.5238095238094,1139.952380952381,1070.5238095238094,0.1
Foden,Man City,MID,8.4,102,OK,12.14,2.0,1.0,102.0,MCI,1173.5238095238094,1210.3809523809523,1173.5238095238094,0.09
Saka,Arsenal,MID,10.0,101,OK,10.1,3.0,1.0,101.0,ARS,1131.8095238095239,1182.1904761904761,1131.8095238095239,0.09
Garner,Everton,MID,5.2,101,OK,19.42,6.0,1.0,101.0,EVE,1142.904761904762,1188.9047619047617,1142.904761904762,0.09
Gravenberch,Liverpool,MID,5.7,97,OK,17.02,3.0,1.0,97.0,LIV,1179.857142857143,1199.3333333333333,1179.857142857143,0.08
Anderson,Nott'm Forest,MID,5.3,97,OK,18.3,11.0,1.0,97.0,NFO,1149.2857142857142,1192.8095238095236,1149.2857142857142,0.08
Stach,Leeds,MID,4.9,95,OK,19.39,8.0,1.0,95.0,LEE,1239.285714285714,1192.2857142857142,1239.285714285714,0.08
Neto,Chelsea,MID,7.1,94,OK,13.24,6.0,1.0,94.0,CHE,1070.5238095238094,1139.952380952381,1070.5238095238094,0.09
Casemiro,Man Utd,MID,5.5,92,OK,16.73,5.0,1.0,92.0,MUN,1114.1904761904761,1147.9999999999998,1114.1904761904761,0.08
Aaronson,Leeds,MID,5.4,91,OK,16.85,91.0,1.0,91.0,LEE,1239.285714285714,1192.2857142857142,1239.285714285714,0.07
Gibbs-White,Nott'm Forest,MID,7.3,90,OK,12.33,9.0,1.0,90.0,NFO,1149.2857142857142,1192.8095238095236,1149.2857142857142,0.08
Xhaka,Sunderland,MID,5.2,90,DOUBT,17.31,2.0,1.0,90.0,SUN,1142.8095238095239,1195.904761904762,1142.8095238095239,0.08
Schade,Brentford,MID,7.2,88,OK,12.22,3.0,1.0,88.0,BRE,1205.2857142857144,1203.333333333333,1205.2857142857144,0.07
Szoboszlai,Liverpool,MID,6.6,84,OK,12.73,13.0,1.0,84.0,LIV,1179.857142857143,1199.3333333333333,1179.857142857143,0.07
Trossard,Arsenal,MID,6.8,83,OK,12.21,3.0,1.0,83.0,ARS,1131.8095238095239,1182.1904761904761,1131.8095238095239,0.07
Wirtz,Liverpool,MID,8.3,83,OK,10.0,83.0,1.0,83.0,LIV,1179.857142857143,1199.3333333333333,1179.857142857143,0.07
Reijnders,Man City,MID,5.2,82,OK,15.77,82.0,1.0,82.0,MCI,1173.5238095238094,1210.3809523809523,1173.5238095238094,0.07
Minteh,Brighton,MID,5.8,81,OK,13.97,2.0,1.0,81.0,BHA,1154.6666666666667,1153.4285714285713,1154.6666666666667,0.07
E Le Fee,Sunderland,MID,4.9,81,OK,16.53,10.0,1.0,81.0,SUN,1142.8095238095239,1195.904761904762,1142.8095238095239,0.07
Cherki,Man City,MID,6.6,80,OK,12.12,80.0,1.0,80.0,MCI,1173.5238095238094,1210.3809523809523,1173.5238095238094,0.07
M.Fernandes,West Ham,MID,5.5,80,OK,14.55,17.0,1.0,80.0,WHU,1156.952380952381,1186.6666666666665,1156.952380952381,0.07
J.Palhinha,Spurs,MID,5.5,78,OK,14.18,0.0,1.0,78.0,TOT,1206.857142857143,1225.952380952381,1206.857142857143,0.06
Ayari,Brighton,MID,4.8,77,OK,16.04,11.0,1.0,77.0,BHA,1154.6666666666667,1153.4285714285713,1154.6666666666667,0.07
Caicedo,Chelsea,MID,5.7,76,OK,13.33,76.0,1.0,76.0,CHE,1070.5238095238094,1139.952380952381,1070.5238095238094,0.07
Dewsbury-Hall,Everton,MID,4.9,76,OK,15.51,76.0,1.0,76.0,EVE,1142.904761904762,1188.9047619047617,1142.904761904762,0.07
Anthony,Burnley,MID,5.0,73,OK,14.6,4.0,1.0,73.0,BUR,1133.047619047619,1184.4761904761901,1133.047619047619,0.06
Ampadu,Leeds,MID,4.9,72,OK,14.69,72.0,1.0,72.0,LEE,1239.285714285714,1192.2857142857142,1239.285714285714,0.06
Doku,Man City,MID,6.4,72,DOUBT,11.25,3.0,1.0,72.0,MCI,1173.5238095238094,1210.3809523809523,1173.5238095238094,0.06
McGinn,Aston Villa,MID,5.4,71,OK,13.15,1.0,1.0,71.0,AVL,1133.095238095238,1192.047619047619,1133.095238095238,0.06
Yarmoliuk,Brentford,MID,5.0,70,OK,14.0,4.0,1.0,70.0,BRE,1205.2857142857144,1203.333333333333,1205.2857142857144,0.06
Barnes,Newcastle,MID,6.1,70,OK,11.48,5.0,1.0,70.0,NEW,1176.4285714285713,1258.7142857142858,1176.4285714285713,0.06
Eze,Arsenal,MID,7.3,68,OK,9.32,1.0,1.0,68.0,ARS,1131.8095238095239,1182.1904761904761,1131.8095238095239,0.06
Ugochukwu,Burnley,MID,5.0,67,OK,13.4,6.0,1.0,67.0,BUR,1133.047619047619,1184.4761904761901,1133.047619047619,0.06
Merino,Arsenal,MID,5.5,66,OK,12.0,66.0,1.0,66.0,ARS,1131.8095238095239,1182.1904761904761,1131.8095238095239,0.06
O.Dango,Brentford,MID,5.8,66,OK,11.38,66.0,1.0,66.0,BRE,1205.2857142857144,1203.333333333333,1205.2857142857144,0.05
Georginio,Brighton,MID,5.6,62,OK,11.07,2.0,1.0,62.0,BHA,1154.6666666666667,1153.4285714285713,1154.6666666666667,0.05
Florentino,Burnley,MID,5.0,61,OK,12.2,61.0,1.0,61.0,BUR,1133.047619047619,1184.4761904761901,1133.047619047619,0.05
Damsgaard,Brentford,MID,5.7,61,OK,10.7,61.0,1.0,61.0,BRE,1205.2857142857144,1203.333333333333,1205.2857142857144,0.05
Haaland,Man City,FWD,14.1,166,OK,11.77,3.0,1.1,182.6,MCI,1173.5238095238094,1210.3809523809523,1173.5238095238094,0.16
Thiago,Brentford,FWD,6.5,124,OK,19.08,4.0,1.0,124.0,BRE,1205.2857142857144,1203.333333333333,1205.2857142857144,0.1
Bowen,West Ham,FWD,7.6,105,OK,13.82,15.0,1.0,105.0,WHU,1156.952380952381,1186.6666666666665,1156.952380952381,0.09
João Pedro,Chelsea,FWD,7.2,104,OK,14.44,20.0,1.0,104.0,CHE,1070.5238095238094,1139.952380952381,1070.5238095238094,0.1
Calvert-Lewin,Leeds,FWD,6.0,93,OK,15.5,12.0,1.0,93.0,LEE,1239.285714285714,1192.2857142857142,1239.285714285714,0.08
Watkins,Aston Villa,FWD,8.8,91,DOUBT,10.34,10.0,1.0,91.0,AVL,1133.095238095238,1192.047619047619,1133.095238095238,0.08
Ekitiké,Liverpool,FWD,8.8,87,OK,9.89,3.0,1.0,87.0,LIV,1179.857142857143,1199.3333333333333,1179.857142857143,0.07
Mateta,Crystal Palace,FWD,7.5,84,OK,11.2,4.0,1.0,84.0,CRY,1109.6190476190477,1173.142857142857,1109.6190476190477,0.08
Woltemade,Newcastle,FWD,7.1,81,OK,11.41,3.0,1.0,81.0,NEW,1176.4285714285713,1258.7142857142858,1176.4285714285713,0.07
Evanilson,Bournemouth,FWD,7.0,72,OK,10.29,10.0,1.0,72.0,BOU,1102.2380952380952,1150.4761904761904,1102.2380952380952,0.07
Raúl,Fulham,FWD,6.2,71,OK,11.45,9.0,1.0,71.0,FUL,1169.2857142857144,1212.7142857142856,1169.2857142857144,0.06
Welbeck,Brighton,FWD,6.2,68,OK,10.97,4.0,1.0,68.0,BHA,1154.6666666666667,1153.4285714285713,1154.6666666666667,0.06
Barry,Everton,FWD,5.7,59,OK,10.35,18.0,1.0,59.0,EVE,1142.904761904762,1188.9047619047617,1142.904761904762,0.05
Wilson,West Ham,FWD,5.8,59,OK,10.17,7.0,1.0,59.0,WHU,1156.952380952381,1186.6666666666665,1156.952380952381,0.05
Kroupi.Jr,Bournemouth,FWD,4.6,57,OK,12.39,3.0,1.0,57.0,BOU,1102.2380952380952,1150.4761904761904,1102.2380952380952,0.05
Gyökeres,Arsenal,FWD,8.7,56,OK,6.44,2.0,1.0,56.0,ARS,1131.8095238095239,1182.1904761904761,1131.8095238095239,0.05
Šeško,Man Utd,FWD,7.2,56,OK,7.78,1.0,1.0,56.0,MUN,1114.1904761904761,1147.9999999999998,1114.1904761904761,0.05
Brobbey,Sunderland,FWD,5.6,55,OK,9.82,15.0,1.0,55.0,SUN,1142.8095238095239,1195.904761904762,1142.8095238095239,0.05
Igor Jesus,Nott'm Forest,FWD,5.8,55,OK,9.48,55.0,1.0,55.0,NFO,1149.2857142857142,1192.8095238095236,1149.2857142857142,0.05
Isidor,Sunderland,FWD,5.2,50,DOUBT,9.62,0.0,1.0,50.0,SUN,1142.8095238095239,1195.904761904762,1142.8095238095239,0.04
Beto,Everton,FWD,5.0,38,OK,7.6,2.0,1.0,38.0,EVE,1142.904761904762,1188.9047619047617,1142.904761904762,0.03
Strand Larsen,Wolves,FWD,6.1,38,OK,6.23,4.0,1.0,38.0,WOL,1143.857142857143,1198.4761904761906,1143.857142857143,0.03
Mané,Wolves,FWD,4.5,38,OK,8.44,38.0,1.0,38.0,WOL,1143.857142857143,1198.4761904761906,1143.857142857143,0.03
Broja,Burnley,FWD,5.2,36,OK,6.92,36.0,1.0,36.0,BUR,1133.047619047619,1184.4761904761901,1133.047619047619,0.03
Toti,Wolves,FWD,5.4,35,OK,6.48,3.0,1.0,35.0,WOL,1143.857142857143,1198.4761904761906,1143.857142857143,0.03
Zirkzee,Man Utd,FWD,5.8,33,DOUBT,5.69,0.0,1.0,33.0,MUN,1114.1904761904761,1147.9999999999998,1114.1904761904761,0.03
Mané,Wolves,FWD,4.5,25,OK,5.56,25.0,1.0,25.0,WOL,1143.857142857143,1198.4761904761906,1143.857142857143,0.02
Mayenda,Sunderland,FWD,5.2,22,OK,4.23,0.0,1.0,22.0,SUN,1142.8095238095239,1195.904761904762,1142.8095238095239,0.02
Kolo Muani,Spurs,FWD,6.9,21,OK,3.04,0.0,1.0,21.0,TOT,1206.857142857143,1225.952380952381,1206.857142857143,0.02
Kostoulas,Brighton,FWD,4.8,18,OK,3.75,0.0,1.0,18.0,BHA,1154.6666666666667,1153.4285714285713,1154.6666666666667,0.02
Enes Ünal,Bournemouth,FWD,5.4,14,OK,2.59,2.0,1.0,14.0,BOU,1102.2380952380952,1150.4761904761904,1102.2380952380952,0.01
Delap,Chelsea,FWD,6.2,14,OK,2.26,14.0,1.0,14.0,CHE,1070.5238095238094,1139.952380952381,1070.5238095238094,0.01
Marc Guiu,Chelsea,FWD,4.2,12,OK,2.86,0.0,1.0,12.0,CHE,1070.5238095238094,1139.952380952381,1070.5238095238094,0.01
Wissa,Newcastle,FWD,7.3,11,OK,1.51,2.0,1.0,11.0,NEW,1176.4285714285713,1258.7142857142858,1176.4285714285713,0.01
Kalimuendo,Nott'm Forest,FWD,6.0,8,OK,1.33,8.0,1.0,8.0,NFO,1149.2857142857142,1192.8095238095236,1149.2857142857142,0.01
Pablo,West Ham,FWD,5.5,5,OK,0.91,4.0,1.0,5.0,WHU,1156.952380952381,1186.6666666666665,1156.952380952381,0.0
Havertz,Arsenal,FWD,7.3,1,OK,0.14,0.0,1.0,1.0,ARS,1131.8095238095239,1182.1904761904761,1131.8095238095239,0.0
Scarlett,Spurs,FWD,4.3,1,OK,0.23,0.0,1.0,1.0,TOT,1206.857142857143,1225.952380952381,1206.857142857143,0.0
Taty,West Ham,FWD,5.5,1,OK,0.18,1.0,1.0,1.0,WHU,1156.952380952381,1186.6666666666665,1156.952380952381,0.0
Casey,Man City,FWD,4.5,0,OK,0.0,0.0,1.0,0.0,MCI,1173.5238095238094,1210.3809523809523,1173.5238095238094,0.0
Graham,Everton,FWD,4.5,0,OK,0.0,0.0,1.0,0.0,EVE,1142.904761904762,1188.9047619047617,1142.904761904762,0.0
