Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score,SPP,Final_Score
Tavernier,Bournemouth,MID,5.5,86,OK,15.64,7.0,1.0,86.0,BOU,1144.190476190476,1200.6666666666667,1144.190476190476,0.08,3.25,0.08228525054103548
Schade,Brentford,MID,7.1,85,OK,11.97,85.0,1.0,85.0,BRE,1184.6666666666667,1184.4761904761904,1184.6666666666667,0.07,2.5,0.12408553742262239
Gibbs-White,Nott'm Forest,MID,7.3,81,OK,11.1,17.0,1.0,81.0,NFO,1226.0000000000002,1204.2380952380952,1226.0000000000002,0.07,5.0,0.0798531810766721
Trossard,Arsenal,MID,6.9,80,DOUBT,11.59,3.0,1.0,80.0,ARS,1128.2857142857142,1184.904761904762,1128.2857142857142,0.07,2.5,0.07498100785008863
Minteh,Brighton,MID,5.8,79,DOUBT,13.62,0.0,1.0,79.0,BHA,1144.7142857142858,1174.9999999999998,1144.7142857142858,0.07,0.0,0.06901285411206788
J.Palhinha,Spurs,MID,5.5,78,OK,14.18,9.0,1.0,78.0,TOT,1106.904761904762,1152.6666666666667,1106.904761904762,0.07,0.0,0.07615831361583136
Grealish,Everton,MID,6.5,76,OK,11.69,9.0,1.0,76.0,EVE,1159.47619047619,1179.904761904762,1159.47619047619,0.07,0.0,0.07098032773419856
Szoboszlai,Liverpool,MID,6.6,71,OK,10.76,71.0,1.0,71.0,LIV,1103.190476190476,1165.7619047619046,1103.190476190476,0.06,3.25,0.11235593732464283
E Le Fee,Sunderland,MID,4.9,71,OK,14.49,4.0,1.0,71.0,SUN,1147.4761904761904,1186.428571428571,1147.4761904761904,0.06,0.0,0.06431505996597087
McGinn,Aston Villa,MID,5.4,70,OK,12.96,70.0,1.0,70.0,AVL,1153.428571428571,1161.0,1153.428571428571,0.06,2.0,0.10490463215258859
Anthony,Burnley,MID,5.1,69,OK,13.53,8.0,1.0,69.0,BUR,1168.095238095238,1239.0,1168.095238095238,0.06,1.25,0.06493477374643293
Doku,Man City,MID,6.4,69,OK,10.78,9.0,1.0,69.0,MCI,1149.5714285714284,1191.904761904762,1149.5714285714284,0.06,2.5,0.06767739530259724
Eze,Arsenal,MID,7.4,67,OK,9.05,1.0,1.0,67.0,ARS,1128.2857142857142,1184.904761904762,1128.2857142857142,0.06,0.0,0.06000253228665486
Ayari,Brighton,MID,4.8,66,OK,13.75,66.0,1.0,66.0,BHA,1144.7142857142858,1174.9999999999998,1144.7142857142858,0.06,2.75,0.10041807063521775
Cunha,Man City,MID,8.2,66,OK,8.05,11.0,1.0,66.0,MCI,1149.5714285714284,1191.904761904762,1149.5714285714284,0.06,0.0,0.06411084876351436
Yarmoliuk,Brentford,MID,5.0,66,OK,13.2,12.0,1.0,66.0,BRE,1184.6666666666667,1184.4761904761904,1184.6666666666667,0.06,0.0,0.06280247608328644
Barnes,Newcastle,MID,6.1,65,OK,10.66,65.0,1.0,65.0,NEW,1117.857142857143,1181.3333333333333,1117.857142857143,0.06,0.0,0.09884984025559106
M.Fernandes,West Ham,MID,5.5,63,OK,11.45,4.0,1.0,63.0,WHU,1160.0952380952378,1174.6666666666667,1160.0952380952378,0.05,0.0,0.05671948115918234
Scott,Bournemouth,MID,5.0,62,OK,12.4,62.0,1.0,62.0,BOU,1144.190476190476,1200.6666666666667,1144.190476190476,0.05,1.5,0.09342850008323625
Kamara,Aston Villa,MID,4.9,61,OK,12.45,7.0,1.0,61.0,AVL,1153.428571428571,1161.0,1153.428571428571,0.05,0.0,0.057134010403765194
Ugochukwu,Burnley,MID,5.0,61,OK,12.2,5.0,1.0,61.0,BUR,1168.095238095238,1239.0,1168.095238095238,0.05,0.0,0.05521810028536486
Georginio,Brighton,MID,5.6,60,OK,10.71,60.0,1.0,60.0,BHA,1144.7142857142858,1174.9999999999998,1144.7142857142858,0.05,0.0,0.08910520404342942
Henderson,Brentford,MID,5.0,58,OK,11.6,2.0,1.0,58.0,BRE,1184.6666666666667,1184.4761904761904,1184.6666666666667,0.05,0.0,0.05014068655036578
Iwobi,Fulham,MID,6.3,56,OK,8.89,56.0,1.0,56.0,FUL,1132.5238095238096,1203.1904761904764,1132.5238095238096,0.05,0.0,0.08406004288777696
Haaland,Man City,FWD,14.1,163,OK,11.56,12.0,1.1,179.3,MCI,1149.5714285714284,1191.904761904762,1149.5714285714284,0.16,6.25,0.16871504908661616
Thiago,Brentford,FWD,6.5,120,OK,18.46,29.0,1.0,120.0,BRE,1184.6666666666667,1184.4761904761904,1184.6666666666667,0.1,5.0,0.12265053460889139
Bowen,West Ham,FWD,7.7,90,OK,11.69,9.0,1.0,90.0,WHU,1160.0952380952378,1174.6666666666667,1160.0952380952378,0.08,4.5,0.08688941794598146
Ekitiké,Liverpool,FWD,9.1,84,DOUBT,9.23,0.0,1.0,84.0,LIV,1103.190476190476,1165.7619047619046,1103.190476190476,0.08,0.0,0.07614278931238401
João Pedro,Chelsea,FWD,7.1,84,OK,11.83,5.0,1.0,84.0,CHE,1118.809523809524,1185.190476190476,1118.809523809524,0.08,0.0,0.07820812938923173
Calvert-Lewin,Leeds,FWD,5.9,81,OK,13.73,2.0,1.0,81.0,LEE,1149.857142857143,1147.904761904762,1149.857142857143,0.07,0.0,0.07166107591005094
Watkins,Aston Villa,FWD,8.7,81,OK,9.31,9.0,1.0,81.0,AVL,1153.428571428571,1161.0,1153.428571428571,0.07,5.0,0.08002229378251179
Mateta,Crystal Palace,FWD,7.6,80,OK,10.53,4.0,1.0,80.0,CRY,1142.428571428571,1194.6666666666663,1142.428571428571,0.07,5.0,0.07685382018256848
Woltemade,Newcastle,FWD,7.3,78,OK,10.68,6.0,1.0,78.0,NEW,1117.857142857143,1181.3333333333333,1117.857142857143,0.07,0.0,0.0735335463258786
Richarlison,Spurs,FWD,6.4,75,OK,11.72,3.0,1.0,75.0,TOT,1106.904761904762,1152.6666666666667,1106.904761904762,0.07,2.5,0.07191223919122391
Welbeck,Brighton,FWD,6.2,64,OK,10.32,5.0,1.0,64.0,BHA,1144.7142857142858,1174.9999999999998,1144.7142857142858,0.06,5.0,0.06333458130537875
Raúl,Fulham,FWD,6.2,62,OK,10.0,5.0,1.0,62.0,FUL,1132.5238095238096,1203.1904761904764,1132.5238095238096,0.05,0.0,0.05783542866753563
Evanilson,Bournemouth,FWD,7.0,62,OK,8.86,13.0,1.0,62.0,BOU,1144.190476190476,1200.6666666666667,1144.190476190476,0.05,2.5,0.06432495422007659
Šeško,Man Utd,FWD,7.2,55,OK,7.64,15.0,1.0,55.0,MUN,1221.857142857143,1243.333333333333,1221.857142857143,0.05,0.0,0.05360692154799485
Gyökeres,Arsenal,FWD,8.7,54,OK,6.21,4.0,1.0,54.0,ARS,1128.2857142857142,1184.904761904762,1128.2857142857142,0.05,0.0,0.05034185869840466
Kroupi.Jr,Bournemouth,FWD,4.6,54,OK,11.74,13.0,1.0,54.0,BOU,1144.190476190476,1200.6666666666667,1144.190476190476,0.05,0.0,0.05514816047944067
Wilson,West Ham,FWD,5.8,52,OK,8.97,3.0,1.0,52.0,WHU,1160.0952380952378,1174.6666666666667,1160.0952380952378,0.04,0.0,0.04663410229045235
Isidor,Sunderland,FWD,5.3,50,DOUBT,9.43,0.0,1.0,50.0,SUN,1147.4761904761904,1186.428571428571,1147.4761904761904,0.04,0.0,0.043573888865833924
Nmecha,Leeds,FWD,5.0,42,OK,8.4,42.0,1.0,42.0,LEE,1149.857142857143,1147.904761904762,1149.857142857143,0.04,5.0,0.06644303640203753
Barry,Everton,FWD,5.7,41,OK,7.19,7.0,1.0,41.0,EVE,1159.47619047619,1179.904761904762,1159.47619047619,0.04,0.0,0.0395868413487207
Brobbey,Sunderland,FWD,5.5,40,OK,7.27,40.0,1.0,40.0,SUN,1147.4761904761904,1186.428571428571,1147.4761904761904,0.03,0.0,0.05926048885753414
Beto,Everton,FWD,5.0,36,OK,7.2,6.0,1.0,36.0,EVE,1159.47619047619,1179.904761904762,1159.47619047619,0.03,2.5,0.03682697441373364
Strand Larsen,Wolves,FWD,6.1,34,OK,5.57,3.0,1.0,34.0,WOL,1183.5714285714284,1234.904761904762,1183.5714285714284,0.03,0.0,0.03050090525045263
Zirkzee,Man Utd,FWD,5.8,33,OK,5.69,5.0,1.0,33.0,MUN,1221.857142857143,1243.333333333333,1221.857142857143,0.03,0.0,0.02987255933590553
Toti,Wolves,FWD,5.4,32,OK,5.93,4.0,1.0,32.0,WOL,1183.5714285714284,1234.904761904762,1183.5714285714284,0.03,0.0,0.02940253470126735
Mayenda,Sunderland,FWD,5.2,22,OK,4.23,2.0,1.0,22.0,SUN,1147.4761904761904,1186.428571428571,1147.4761904761904,0.02,2.5,0.02257127443250197
Kolo Muani,Spurs,FWD,6.9,21,OK,3.04,2.0,1.0,21.0,TOT,1106.904761904762,1152.6666666666667,1106.904761904762,0.02,0.0,0.020236610023661002
Kostoulas,Brighton,FWD,4.8,18,OK,3.75,5.0,1.0,18.0,BHA,1144.7142857142858,1174.9999999999998,1144.7142857142858,0.02,0.0,0.018781979283664044
Enes Ünal,Bournemouth,FWD,5.4,12,OK,2.22,1.0,1.0,12.0,BOU,1144.190476190476,1200.6666666666667,1144.190476190476,0.01,0.0,0.011099550524388217
Marc Guiu,Chelsea,FWD,4.2,12,OK,2.86,0.0,1.0,12.0,CHE,1118.809523809524,1185.190476190476,1118.809523809524,0.01,0.0,0.010725686316237494
Wissa,Newcastle,FWD,7.3,9,OK,1.23,6.0,1.0,9.0,NEW,1117.857142857143,1181.3333333333333,1117.857142857143,0.01,0.0,0.011808306709265175
