Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score
Dalot,Man Utd,DEF,4.6,95,OK,20.65,95,1.0,95.0,MUN,1195.857142857143,1246.3333333333333,1246.3333333333333,0.08
O'Brien,Everton,DEF,4.9,93,OK,18.98,93,1.0,93.0,EVE,1152.9047619047617,1222.285714285714,1222.285714285714,0.08
Andersen,Fulham,DEF,4.5,93,OK,20.67,93,1.0,93.0,FUL,1147.095238095238,1202.2857142857142,1202.2857142857142,0.08
Cucurella,Chelsea,DEF,6.0,91,OK,15.17,91,1.0,91.0,CHE,1211.6190476190477,1218.5238095238094,1218.5238095238094,0.07
Gusto,Chelsea,DEF,4.9,89,OK,18.16,89,1.0,89.0,CHE,1211.6190476190477,1218.5238095238094,1218.5238095238094,0.07
Romero,Spurs,DEF,5.0,89,OK,17.8,89,1.0,89.0,TOT,1203.3333333333333,1212.3809523809523,1212.3809523809523,0.07
Konsa,Aston Villa,DEF,4.4,88,OK,20.0,88,1.0,88.0,AVL,1193.0476190476188,1249.4285714285716,1249.4285714285716,0.07
Calafiori,Arsenal,DEF,5.6,87,DOUBT,15.54,87,1.0,87.0,ARS,1027.904761904762,1050.5714285714287,1050.5714285714287,0.08
Rodon,Leeds,DEF,3.9,85,OK,21.79,85,1.0,85.0,LEE,1196.5714285714287,1175.0,1175.0,0.07
Hume,Sunderland,DEF,4.5,85,OK,18.89,85,1.0,85.0,SUN,1202.047619047619,1237.285714285714,1237.285714285714,0.07
N.Williams,Nott'm Forest,DEF,4.7,84,OK,17.87,84,1.0,84.0,NFO,1228.142857142857,1292.2857142857142,1292.2857142857142,0.07
Van den Berg,Brentford,DEF,4.5,83,OK,18.44,83,1.0,83.0,BRE,1189.142857142857,1189.5714285714284,1189.5714285714284,0.07
Milenković,Nott'm Forest,DEF,5.1,81,OK,15.88,81,1.0,81.0,NFO,1228.142857142857,1292.2857142857142,1292.2857142857142,0.06
Struijk,Leeds,DEF,4.3,80,OK,18.6,80,1.0,80.0,LEE,1196.5714285714287,1175.0,1175.0,0.07
Pedro Porro,Spurs,DEF,5.1,80,OK,15.69,80,1.0,80.0,TOT,1203.3333333333333,1212.3809523809523,1212.3809523809523,0.07
Lewis-Potter,Brentford,DEF,4.8,79,OK,16.46,79,1.0,79.0,BRE,1189.142857142857,1189.5714285714284,1189.5714285714284,0.07
Diouf,West Ham,DEF,4.0,79,OK,19.75,79,1.0,79.0,WHU,1201.0,1215.3333333333333,1215.3333333333333,0.07
Kayode,Brentford,DEF,4.5,78,OK,17.33,78,1.0,78.0,BRE,1189.142857142857,1189.5714285714284,1189.5714285714284,0.07
F.Kadıoğlu,Brighton,DEF,4.4,76,OK,17.27,76,1.0,76.0,BHA,1271.5714285714287,1231.5714285714287,1231.5714285714287,0.06
Mykolenko,Everton,DEF,4.9,76,OK,15.51,76,1.0,76.0,EVE,1152.9047619047617,1222.285714285714,1222.285714285714,0.06
Hill,Bournemouth,DEF,4.2,75,OK,17.86,75,1.0,75.0,BOU,1215.8095238095239,1222.095238095238,1222.095238095238,0.06
Tete,Fulham,DEF,4.5,75,OK,16.67,75,1.0,75.0,FUL,1147.095238095238,1202.2857142857142,1202.2857142857142,0.06
Digne,Aston Villa,DEF,4.5,74,OK,16.44,74,1.0,74.0,AVL,1193.0476190476188,1249.4285714285716,1249.4285714285716,0.06
Burn,Newcastle,DEF,5.0,74,OK,14.8,74,1.0,74.0,NEW,1194.904761904762,1236.1904761904761,1236.1904761904761,0.06
Kerkez,Liverpool,DEF,5.6,72,OK,12.86,72,1.0,72.0,LIV,1181.5714285714287,1178.4285714285713,1178.4285714285713,0.06
H.Bueno,Wolves,DEF,4.3,72,OK,16.74,72,1.0,72.0,WOL,1025.3333333333333,1072.7619047619046,1072.7619047619046,0.07
S.Bueno,Wolves,DEF,4.4,71,OK,16.14,71,1.0,71.0,WOL,1025.3333333333333,1072.7619047619046,1072.7619047619046,0.07
Hincapie,Arsenal,DEF,5.1,70,OK,13.73,70,1.0,70.0,ARS,1027.904761904762,1050.5714285714287,1050.5714285714287,0.07
Ajer,Brentford,DEF,4.4,70,OK,15.91,70,1.0,70.0,BRE,1189.142857142857,1189.5714285714284,1189.5714285714284,0.06
Dunk,Brighton,DEF,4.5,70,OK,15.56,70,1.0,70.0,BHA,1271.5714285714287,1231.5714285714287,1231.5714285714287,0.06
Bogle,Leeds,DEF,4.4,70,OK,15.91,70,1.0,70.0,LEE,1196.5714285714287,1175.0,1175.0,0.06
Semenyo,Man City,MID,7.4,172,OK,23.24,172,1.0,172.0,MCI,1023.4761904761905,1019.2380952380952,1023.4761904761905,0.17
B.Fernandes,Man Utd,MID,9.5,166,OK,17.47,166,1.0,166.0,MUN,1195.857142857143,1246.3333333333333,1195.857142857143,0.14
Rice,Arsenal,MID,6.9,160,OK,23.19,160,1.0,160.0,ARS,1027.904761904762,1050.5714285714287,1027.904761904762,0.16
Wilson,Fulham,MID,6.0,140,DOUBT,23.33,140,1.0,140.0,FUL,1147.095238095238,1202.2857142857142,1147.095238095238,0.12
Anderson,Nott'm Forest,MID,5.5,131,OK,23.82,131,1.0,131.0,NFO,1228.142857142857,1292.2857142857142,1228.142857142857,0.11
Saka,Arsenal,MID,9.8,130,OK,13.27,130,1.0,130.0,ARS,1027.904761904762,1050.5714285714287,1027.904761904762,0.13
Rogers,Aston Villa,MID,7.5,130,OK,17.33,130,1.0,130.0,AVL,1193.0476190476188,1249.4285714285716,1193.0476190476188,0.11
Garner,Everton,MID,5.2,129,OK,24.81,129,1.0,129.0,EVE,1152.9047619047617,1222.285714285714,1152.9047619047617,0.11
Casemiro,Man Utd,MID,5.6,127,OK,22.68,127,1.0,127.0,MUN,1195.857142857143,1246.3333333333333,1195.857142857143,0.11
Enzo,Chelsea,MID,6.7,125,OK,18.66,125,1.0,125.0,CHE,1211.6190476190477,1218.5238095238094,1211.6190476190477,0.1
Gibbs-White,Nott'm Forest,MID,7.3,122,OK,16.71,122,1.0,122.0,NFO,1228.142857142857,1292.2857142857142,1228.142857142857,0.1
Gravenberch,Liverpool,MID,5.5,119,OK,21.64,119,1.0,119.0,LIV,1181.5714285714287,1178.4285714285713,1181.5714285714287,0.1
Mbeumo,Man Utd,MID,8.7,118,OK,13.56,118,1.0,118.0,MUN,1195.857142857143,1246.3333333333333,1195.857142857143,0.1
Zubimendi,Arsenal,MID,5.2,114,OK,21.92,114,1.0,114.0,ARS,1027.904761904762,1050.5714285714287,1027.904761904762,0.11
Stach,Leeds,MID,4.7,114,OK,24.26,114,1.0,114.0,LEE,1196.5714285714287,1175.0,1196.5714285714287,0.1
Dewsbury-Hall,Everton,MID,5.1,112,OK,21.96,112,1.0,112.0,EVE,1152.9047619047617,1222.285714285714,1152.9047619047617,0.1
Foden,Man City,MID,8.1,111,OK,13.7,111,1.0,111.0,MCI,1023.4761904761905,1019.2380952380952,1023.4761904761905,0.11
Szoboszlai,Liverpool,MID,6.9,109,OK,15.8,109,1.0,109.0,LIV,1181.5714285714287,1178.4285714285713,1181.5714285714287,0.09
E.Le Fée,Sunderland,MID,5.0,107,OK,21.4,107,1.0,107.0,SUN,1202.047619047619,1237.285714285714,1202.047619047619,0.09
Neto,Chelsea,MID,7.0,106,OK,15.14,106,1.0,106.0,CHE,1211.6190476190477,1218.5238095238094,1211.6190476190477,0.09
Aaronson,Leeds,MID,5.4,105,OK,19.44,105,1.0,105.0,LEE,1196.5714285714287,1175.0,1196.5714285714287,0.09
Tavernier,Bournemouth,MID,5.3,104,OK,19.62,104,1.0,104.0,BOU,1215.8095238095239,1222.095238095238,1215.8095238095239,0.09
M.Fernandes,West Ham,MID,5.5,104,OK,18.91,104,1.0,104.0,WHU,1201.0,1215.3333333333333,1201.0,0.09
Cunha,Man Utd,MID,8.0,103,OK,12.88,103,1.0,103.0,MUN,1195.857142857143,1246.3333333333333,1195.857142857143,0.09
Scott,Bournemouth,MID,5.1,101,OK,19.8,101,1.0,101.0,BOU,1215.8095238095239,1222.095238095238,1215.8095238095239,0.08
Gakpo,Liverpool,MID,7.3,101,OK,13.84,101,1.0,101.0,LIV,1181.5714285714287,1178.4285714285713,1181.5714285714287,0.09
Anthony,Burnley,MID,5.0,100,OK,20.0,100,1.0,100.0,BUR,1186.0,1204.095238095238,1186.0,0.08
Ndiaye,Everton,MID,6.2,100,OK,16.13,100,1.0,100.0,EVE,1152.9047619047617,1222.285714285714,1152.9047619047617,0.09
Wirtz,Liverpool,MID,8.3,100,OK,12.05,100,1.0,100.0,LIV,1181.5714285714287,1178.4285714285713,1181.5714285714287,0.08
Trossard,Arsenal,MID,6.7,99,DOUBT,14.78,99,1.0,99.0,ARS,1027.904761904762,1050.5714285714287,1027.904761904762,0.1
Cherki,Man City,MID,6.4,99,OK,15.47,99,1.0,99.0,MCI,1023.4761904761905,1019.2380952380952,1023.4761904761905,0.1
O.Dango,Brentford,MID,6.0,97,OK,16.17,97,1.0,97.0,BRE,1189.142857142857,1189.5714285714284,1189.142857142857,0.08
Schade,Brentford,MID,6.9,97,OK,14.06,97,1.0,97.0,BRE,1189.142857142857,1189.5714285714284,1189.142857142857,0.08
M.Salah,Liverpool,MID,14.0,96,OK,6.86,96,1.1,105.6,LIV,1181.5714285714287,1178.4285714285713,1181.5714285714287,0.09
Xhaka,Sunderland,MID,5.1,94,OK,18.43,94,1.0,94.0,SUN,1202.047619047619,1237.285714285714,1202.047619047619,0.08
J.Palhinha,Spurs,MID,5.5,94,OK,17.09,94,1.0,94.0,TOT,1203.3333333333333,1212.3809523809523,1203.3333333333333,0.08
Caicedo,Chelsea,MID,5.7,93,OK,16.32,93,1.0,93.0,CHE,1211.6190476190477,1218.5238095238094,1211.6190476190477,0.08
Palmer,Chelsea,MID,10.6,92,OK,8.68,92,1.0,92.0,CHE,1211.6190476190477,1218.5238095238094,1211.6190476190477,0.08
Ampadu,Leeds,MID,4.9,92,OK,18.78,92,1.0,92.0,LEE,1196.5714285714287,1175.0,1196.5714285714287,0.08
Summerville,West Ham,MID,5.7,92,OK,16.14,92,1.0,92.0,WHU,1201.0,1215.3333333333333,1201.0,0.08
Eze,Arsenal,MID,7.2,91,OK,12.64,91,1.0,91.0,ARS,1027.904761904762,1050.5714285714287,1027.904761904762,0.09
Iwobi,Fulham,MID,6.4,91,OK,14.22,91,1.0,91.0,FUL,1147.095238095238,1202.2857142857142,1147.095238095238,0.08
Sarr,Crystal Palace,MID,6.3,90,OK,14.29,90,1.0,90.0,CRY,1014.0,1029.4285714285716,1014.0,0.09
Wharton,Crystal Palace,MID,5.0,90,OK,18.0,90,1.0,90.0,CRY,1014.0,1029.4285714285716,1014.0,0.09
Damsgaard,Brentford,MID,5.6,85,OK,15.18,85,1.0,85.0,BRE,1189.142857142857,1189.5714285714284,1189.142857142857,0.07
Minteh,Brighton,MID,5.5,85,OK,15.45,85,1.0,85.0,BHA,1271.5714285714287,1231.5714285714287,1271.5714285714287,0.07
Reijnders,Man City,MID,5.0,85,OK,17.0,85,1.0,85.0,MCI,1023.4761904761905,1019.2380952380952,1023.4761904761905,0.08
J.Gomes,Wolves,MID,5.3,85,OK,16.04,85,1.0,85.0,WOL,1025.3333333333333,1072.7619047619046,1025.3333333333333,0.08
Ayari,Brighton,MID,4.8,83,OK,17.29,83,1.0,83.0,BHA,1271.5714285714287,1231.5714285714287,1271.5714285714287,0.07
Ugochukwu,Burnley,MID,5.0,81,OK,16.2,81,1.0,81.0,BUR,1186.0,1204.095238095238,1186.0,0.07
Buendía,Aston Villa,MID,5.3,79,OK,14.91,79,1.0,79.0,AVL,1193.0476190476188,1249.4285714285716,1193.0476190476188,0.07
Gomez,Brighton,MID,4.9,79,OK,16.12,79,1.0,79.0,BHA,1271.5714285714287,1231.5714285714287,1271.5714285714287,0.06
Sessegnon,Fulham,MID,5.4,78,OK,14.44,78,1.0,78.0,FUL,1147.095238095238,1202.2857142857142,1147.095238095238,0.07
Barnes,Newcastle,MID,6.1,78,OK,12.79,78,1.0,78.0,NEW,1194.904761904762,1236.1904761904761,1194.904761904762,0.07
Gordon,Newcastle,MID,7.2,77,OK,10.69,77,1.0,77.0,NEW,1194.904761904762,1236.1904761904761,1194.904761904762,0.06
Yarmoliuk,Brentford,MID,5.0,76,OK,15.2,76,1.0,76.0,BRE,1189.142857142857,1189.5714285714284,1189.142857142857,0.06
Mac Allister,Liverpool,MID,6.2,76,OK,12.26,76,1.0,76.0,LIV,1181.5714285714287,1178.4285714285713,1181.5714285714287,0.06
Haaland,Man City,FWD,14.1,195,OK,13.83,195,1.1,214.5,MCI,1023.4761904761905,1019.2380952380952,1023.4761904761905,0.21
João Pedro,Chelsea,FWD,7.7,160,OK,20.78,160,1.0,160.0,CHE,1211.6190476190477,1218.5238095238094,1211.6190476190477,0.13
Thiago,Brentford,FWD,6.5,143,OK,22.0,143,1.0,143.0,BRE,1189.142857142857,1189.5714285714284,1189.142857142857,0.12
Bowen,West Ham,FWD,7.5,135,OK,18.0,135,1.0,135.0,WHU,1201.0,1215.3333333333333,1201.0,0.11
Ekitiké,Liverpool,FWD,9.1,123,OK,13.52,123,1.0,123.0,LIV,1181.5714285714287,1178.4285714285713,1181.5714285714287,0.1
Calvert-Lewin,Leeds,FWD,5.7,108,OK,18.95,108,1.0,108.0,LEE,1196.5714285714287,1175.0,1196.5714285714287,0.09
Watkins,Aston Villa,FWD,8.5,100,OK,11.76,100,1.0,100.0,AVL,1193.0476190476188,1249.4285714285716,1193.0476190476188,0.08
Raúl,Fulham,FWD,6.2,97,OK,15.65,97,1.0,97.0,FUL,1147.095238095238,1202.2857142857142,1147.095238095238,0.08
Gyökeres,Arsenal,FWD,8.8,94,OK,10.68,94,1.0,94.0,ARS,1027.904761904762,1050.5714285714287,1027.904761904762,0.09
Welbeck,Brighton,FWD,6.1,92,OK,15.08,92,1.0,92.0,BHA,1271.5714285714287,1231.5714285714287,1271.5714285714287,0.07
Šeško,Man Utd,FWD,7.3,89,OK,12.19,89,1.0,89.0,MUN,1195.857142857143,1246.3333333333333,1195.857142857143,0.07
Evanilson,Bournemouth,FWD,6.8,87,OK,12.79,87,1.0,87.0,BOU,1215.8095238095239,1222.095238095238,1215.8095238095239,0.07
Woltemade,Newcastle,FWD,6.7,86,OK,12.84,86,1.0,86.0,NEW,1194.904761904762,1236.1904761904761,1194.904761904762,0.07
Mateta,Crystal Palace,FWD,7.5,84,DOUBT,11.2,84,1.0,84.0,CRY,1014.0,1029.4285714285716,1014.0,0.08
Richarlison,Spurs,FWD,6.3,82,OK,13.02,82,1.0,82.0,TOT,1203.3333333333333,1212.3809523809523,1203.3333333333333,0.07
Barry,Everton,FWD,5.7,74,OK,12.98,74,1.0,74.0,EVE,1152.9047619047617,1222.285714285714,1152.9047619047617,0.06
Kroupi.Jr,Bournemouth,FWD,4.7,72,OK,15.32,72,1.0,72.0,BOU,1215.8095238095239,1222.095238095238,1215.8095238095239,0.06
Igor Jesus,Nott'm Forest,FWD,5.8,71,OK,12.24,71,1.0,71.0,NFO,1228.142857142857,1292.2857142857142,1228.142857142857,0.06
Wilson,West Ham,FWD,5.8,64,OK,11.03,64,1.0,64.0,WHU,1201.0,1215.3333333333333,1201.0,0.05
Nmecha,Leeds,FWD,5.0,63,OK,12.6,63,1.0,63.0,LEE,1196.5714285714287,1175.0,1196.5714285714287,0.05
Flemming,Burnley,FWD,5.3,62,DOUBT,11.7,62,1.0,62.0,BUR,1186.0,1204.095238095238,1186.0,0.05
Brobbey,Sunderland,FWD,5.4,62,DOUBT,11.48,62,1.0,62.0,SUN,1202.047619047619,1237.285714285714,1202.047619047619,0.05
Strand Larsen,Crystal Palace,FWD,6.1,61,OK,10.0,61,1.0,61.0,CRY,1014.0,1029.4285714285716,1014.0,0.06
Isidor,Sunderland,FWD,5.1,60,OK,11.76,60,1.0,60.0,SUN,1202.047619047619,1237.285714285714,1202.047619047619,0.05
Beto,Everton,FWD,5.0,58,OK,11.6,58,1.0,58.0,EVE,1152.9047619047617,1222.285714285714,1152.9047619047617,0.05
Tolu,Wolves,FWD,5.4,54,OK,10.0,54,1.0,54.0,WOL,1025.3333333333333,1072.7619047619046,1025.3333333333333,0.05
Mané,Wolves,FWD,4.5,52,OK,11.56,52,1.0,52.0,WOL,1025.3333333333333,1072.7619047619046,1025.3333333333333,0.05
Foster,Burnley,FWD,4.9,48,OK,9.8,48,1.0,48.0,BUR,1186.0,1204.095238095238,1186.0,0.04
Broja,Burnley,FWD,5.2,38,DOUBT,7.31,38,1.0,38.0,BUR,1186.0,1204.095238095238,1186.0,0.03
Zirkzee,Man Utd,FWD,5.8,37,OK,6.38,37,1.0,37.0,MUN,1195.857142857143,1246.3333333333333,1195.857142857143,0.03
Mayenda,Sunderland,FWD,5.2,37,OK,7.12,37,1.0,37.0,SUN,1202.047619047619,1237.285714285714,1202.047619047619,0.03
Kolo Muani,Spurs,FWD,6.9,37,OK,5.36,37,1.0,37.0,TOT,1203.3333333333333,1212.3809523809523,1203.3333333333333,0.03
Delap,Chelsea,FWD,6.2,36,OK,5.81,36,1.0,36.0,CHE,1211.6190476190477,1218.5238095238094,1211.6190476190477,0.03
Solanke,Spurs,FWD,7.2,31,OK,4.31,31,1.0,31.0,TOT,1203.3333333333333,1212.3809523809523,1203.3333333333333,0.03
Kostoulas,Brighton,FWD,4.8,30,OK,6.25,30,1.0,30.0,BHA,1271.5714285714287,1231.5714285714287,1271.5714285714287,0.02
Osula,Newcastle,FWD,5.4,30,OK,5.56,30,1.0,30.0,NEW,1194.904761904762,1236.1904761904761,1194.904761904762,0.03
Taty,West Ham,FWD,5.5,28,OK,5.09,28,1.0,28.0,WHU,1201.0,1215.3333333333333,1201.0,0.02
Muniz,Fulham,FWD,5.3,22,OK,4.15,22,1.0,22.0,FUL,1147.095238095238,1202.2857142857142,1147.095238095238,0.02
Enes Ünal,Bournemouth,FWD,5.4,20,OK,3.7,20,1.0,20.0,BOU,1215.8095238095239,1222.095238095238,1215.8095238095239,0.02
Wissa,Newcastle,FWD,7.3,19,OK,2.6,19,1.0,19.0,NEW,1194.904761904762,1236.1904761904761,1194.904761904762,0.02
G.Jesus,Arsenal,FWD,6.4,17,OK,2.66,17,1.0,17.0,ARS,1027.904761904762,1050.5714285714287,1027.904761904762,0.02
Uche,Crystal Palace,FWD,5.5,17,OK,3.09,17,1.0,17.0,CRY,1014.0,1029.4285714285716,1014.0,0.02
Awoniyi,Nott'm Forest,FWD,5.2,15,OK,2.88,15,1.0,15.0,NFO,1228.142857142857,1292.2857142857142,1228.142857142857,0.01
Armstrong,Wolves,FWD,5.3,15,OK,2.83,15,1.0,15.0,WOL,1025.3333333333333,1072.7619047619046,1025.3333333333333,0.01
Piroe,Leeds,FWD,4.9,14,OK,2.86,14,1.0,14.0,LEE,1196.5714285714287,1175.0,1196.5714285714287,0.01
Abraham,Aston Villa,FWD,6.0,13,OK,2.17,13,1.0,13.0,AVL,1193.0476190476188,1249.4285714285716,1193.0476190476188,0.01
Marc Guiu,Chelsea,FWD,4.1,12,OK,2.93,12,1.0,12.0,CHE,1211.6190476190477,1218.5238095238094,1211.6190476190477,0.01
Havertz,Arsenal,FWD,7.3,10,OK,1.37,10,1.0,10.0,ARS,1027.904761904762,1050.5714285714287,1027.904761904762,0.01
Lucca,Nott'm Forest,FWD,5.5,8,OK,1.45,8,1.0,8.0,NFO,1228.142857142857,1292.2857142857142,1228.142857142857,0.01
Barnes,Burnley,FWD,4.2,4,OK,0.95,4,1.0,4.0,BUR,1186.0,1204.095238095238,1186.0,0.0
