Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score,SPP,Final_Score
Muñoz,Crystal Palace,DEF,6.1,89,OK,14.59,14.0,1.0,89.0,CRY,1163.398190045249,1221.027149321267,1221.027149321267,0.07,0.0,0.08091548173594666
Chalobah,Chelsea,DEF,5.3,82,OK,15.47,12.0,1.0,82.0,CHE,1163.8506787330316,1159.6515837104073,1159.6515837104073,0.07,0.0,0.07795444879293593
Lacroix,Crystal Palace,DEF,5.1,80,OK,15.69,10.0,1.0,80.0,CRY,1163.398190045249,1221.027149321267,1221.027149321267,0.07,0.0,0.07125148695371822
J.Timber,Arsenal,DEF,6.5,78,OK,12.0,4.0,1.0,78.0,ARS,1102.945701357466,1144.348416289593,1144.348416289593,0.07,0.0,0.07060786631923162
Keane,Everton,DEF,4.6,76,OK,16.52,9.0,1.0,76.0,EVE,1216.4343891402714,1190.954751131222,1190.954751131222,0.06,0.0,0.06910422072864462
Cash,Aston Villa,DEF,4.8,73,OK,15.21,13.0,1.0,73.0,AVL,1116.343891402715,1171.0950226244345,1171.0950226244345,0.06,1.5,0.07138617992983323
Tarkowski,Everton,DEF,5.4,73,OK,13.52,19.0,1.0,73.0,EVE,1216.4343891402714,1190.954751131222,1190.954751131222,0.06,0.0,0.07246287058179868
Richards,Crystal Palace,DEF,4.6,72,OK,15.65,13.0,1.0,72.0,CRY,1163.398190045249,1221.027149321267,1221.027149321267,0.06,0.0,0.06641948956260399
Senesi,Bournemouth,DEF,5.0,71,OK,14.2,71.0,1.0,71.0,BOU,1117.6153846153843,1183.289592760181,1183.289592760181,0.06,0.0,0.10200377045356337
Mitchell,Crystal Palace,DEF,5.0,70,OK,14.0,8.0,1.0,70.0,CRY,1163.398190045249,1221.027149321267,1221.027149321267,0.06,0.0,0.06191508521495514
Rúben,Man City,DEF,5.6,67,OK,11.96,14.0,1.0,67.0,MCI,1131.2669683257916,1179.9592760181,1179.9592760181,0.06,0.0,0.06508699203515726
Burn,Newcastle,DEF,5.1,66,OK,12.94,13.0,1.0,66.0,NEW,1159.2443438914029,1200.3212669683255,1200.3212669683255,0.05,0.0,0.06256658285300694
Van Hecke,Brighton,DEF,4.5,65,OK,14.44,17.0,1.0,65.0,BHA,1204.212669683258,1239.3755656108597,1239.3755656108597,0.05,0.0,0.0620473746084366
Van de Ven,Spurs,DEF,4.7,64,OK,13.62,6.0,1.0,64.0,TOT,1164.0361990950223,1211.8642533936652,1211.8642533936652,0.05,0.0,0.0562769301999089
Cucurella,Chelsea,DEF,6.2,63,OK,10.16,7.0,1.0,63.0,CHE,1163.8506787330316,1159.6515837104073,1159.6515837104073,0.05,0.0,0.058552069392039274
O'Reilly,Man City,DEF,5.2,62,OK,11.92,6.0,1.0,62.0,MCI,1131.2669683257916,1179.9592760181,1179.9592760181,0.05,0.0,0.05610363115530483
James,Chelsea,DEF,5.6,61,OK,10.89,6.0,1.0,61.0,CHE,1163.8506787330316,1159.6515837104073,1159.6515837104073,0.05,2.0,0.057948439810678036
Ballard,Sunderland,DEF,4.6,58,OK,12.61,5.0,1.0,58.0,SUN,1160.5113122171947,1183.0814479638009,1183.0814479638009,0.05,0.0,0.051982896110701025
Romero,Spurs,DEF,5.0,58,OK,11.6,23.0,1.0,58.0,TOT,1164.0361990950223,1211.8642533936652,1211.8642533936652,0.05,0.0,0.06114546228465174
Matheus N.,Man City,DEF,5.3,57,OK,10.75,8.0,1.0,57.0,MCI,1131.2669683257916,1179.9592760181,1179.9592760181,0.05,0.0,0.053052678403656836
Truffert,Bournemouth,DEF,4.5,56,OK,12.44,10.0,1.0,56.0,BOU,1117.6153846153843,1183.289592760181,1183.289592760181,0.05,0.0,0.05324140462779199
Virgil,Liverpool,DEF,6.0,56,OK,9.33,6.0,1.0,56.0,LIV,1121.945701357466,1181.072398190045,1181.072398190045,0.05,0.0,0.050970626434293564
Mukiele,Sunderland,DEF,4.2,56,OK,13.33,1.0,1.0,56.0,SUN,1160.5113122171947,1183.0814479638009,1183.0814479638009,0.05,0.0,0.04792569446303656
Andersen,Fulham,DEF,4.5,54,OK,12.0,1.0,1.0,54.0,FUL,1106.746606334842,1126.8914027149324,1126.8914027149324,0.05,0.0,0.048540613468356864
Gvardiol,Man City,DEF,5.9,53,OK,8.98,12.0,1.0,53.0,MCI,1131.2669683257916,1179.9592760181,1179.9592760181,0.04,0.0,0.0520356941531075
Pedro Porro,Spurs,DEF,5.3,53,OK,10.0,6.0,1.0,53.0,TOT,1164.0361990950223,1211.8642533936652,1211.8642533936652,0.04,4.0,0.05050070569258687
Rodon,Leeds,DEF,4.1,52,OK,12.68,3.0,1.0,52.0,LEE,1154.8506787330316,1205.2533936651585,1205.2533936651585,0.04,0.0,0.044886826524904166
Konaté,Liverpool,DEF,5.4,52,OK,9.63,52.0,1.0,52.0,LIV,1121.945701357466,1181.072398190045,1181.072398190045,0.04,0.0,0.07484723217261713
Digne,Aston Villa,DEF,4.5,51,OK,11.33,1.0,1.0,51.0,AVL,1116.343891402715,1171.0950226244345,1171.0950226244345,0.04,3.25,0.04692189697541072
Gusto,Chelsea,DEF,4.9,50,OK,10.2,8.0,1.0,50.0,CHE,1163.8506787330316,1159.6515837104073,1159.6515837104073,0.04,0.0,0.04794543531954909
Alderete,Sunderland,DEF,4.0,50,OK,12.5,5.0,1.0,50.0,SUN,1160.5113122171947,1183.0814479638009,1183.0814479638009,0.04,0.0,0.045220893364593576
Thiaw,Newcastle,DEF,5.0,49,OK,9.8,3.0,1.0,49.0,NEW,1159.2443438914029,1200.3212669683255,1200.3212669683255,0.04,0.0,0.04257193586935625
O'Brien,Everton,DEF,4.9,48,OK,9.8,14.0,1.0,48.0,EVE,1216.4343891402714,1190.954751131222,1190.954751131222,0.04,0.0,0.048532490378076054
Tete,Fulham,DEF,4.5,47,OK,10.44,3.0,1.0,47.0,FUL,1106.746606334842,1126.8914027149324,1126.8914027149324,0.04,0.0,0.04357119051730022
Konsa,Aston Villa,DEF,4.4,46,OK,10.45,3.0,1.0,46.0,AVL,1116.343891402715,1171.0950226244345,1171.0950226244345,0.04,0.0,0.04107267050986817
Bassey,Fulham,DEF,4.5,46,OK,10.22,5.0,1.0,46.0,FUL,1106.746606334842,1126.8914027149324,1126.8914027149324,0.04,0.0,0.043926149299518547
Dalot,Man Utd,DEF,4.4,45,OK,10.23,45.0,1.0,45.0,MUN,1158.1990950226243,1193.579185520362,1193.579185520362,0.04,0.0,0.06409294073492784
Livramento,Newcastle,DEF,4.9,45,OK,9.18,4.0,1.0,45.0,NEW,1159.2443438914029,1200.3212669683255,1200.3212669683255,0.04,0.0,0.03982267190910428
Hume,Sunderland,DEF,4.5,45,OK,10.0,3.0,1.0,45.0,SUN,1160.5113122171947,1183.0814479638009,1183.0814479638009,0.04,2.75,0.04213572961168205
Diouf,West Ham,DEF,4.2,44,OK,10.48,9.0,1.0,44.0,WHU,1168.8371040723982,1230.076923076923,1230.076923076923,0.04,0.0,0.04089175161028078
De Ligt,Man Utd,DEF,5.0,43,OK,8.6,1.0,1.0,43.0,MUN,1158.1990950226243,1193.579185520362,1193.579185520362,0.04,0.0,0.03661256875969081
N.Williams,Nott'm Forest,DEF,4.7,43,OK,9.15,9.0,1.0,43.0,NFO,1168.6923076923078,1189.1447963800908,1189.1447963800908,0.04,0.0,0.04145836583574643
Hartman,Burnley,DEF,4.0,42,OK,10.5,2.0,1.0,42.0,BUR,1140.606334841629,1147.787330316742,1147.787330316742,0.04,1.5,0.039118745096802424
Saliba,Arsenal,DEF,6.0,41,DOUBT,6.83,0.0,1.0,41.0,ARS,1102.945701357466,1144.348416289593,1144.348416289593,0.04,0.0,0.035828248998620006
Estève,Burnley,DEF,3.9,41,OK,10.51,7.0,1.0,41.0,BUR,1140.606334841629,1147.787330316742,1147.787330316742,0.04,0.0,0.03998998663570671
Diakité,Bournemouth,DEF,4.4,41,OK,9.32,10.0,1.0,41.0,BOU,1117.6153846153843,1183.289592760181,1183.289592760181,0.03,0.0,0.04056487971641295
Collins,Brentford,DEF,4.9,41,OK,8.37,4.0,1.0,41.0,BRE,1089.7194570135748,1153.3846153846157,1153.3846153846157,0.04,0.0,0.037975190076030396
Van den Berg,Brentford,DEF,4.5,41,OK,9.11,2.0,1.0,41.0,BRE,1089.7194570135748,1153.3846153846157,1153.3846153846157,0.04,0.0,0.036761371215152716
De Cuyper,Brighton,DEF,4.3,40,OK,9.3,8.0,1.0,40.0,BHA,1204.212669683258,1239.3755656108597,1239.3755656108597,0.03,0.75,0.03739786492979241
Pau,Aston Villa,DEF,4.3,39,OK,9.07,4.0,1.0,39.0,AVL,1116.343891402715,1171.0950226244345,1171.0950226244345,0.03,0.0,0.035693089964916616
Kayode,Brentford,DEF,4.5,38,OK,8.44,1.0,1.0,38.0,BRE,1089.7194570135748,1153.3846153846157,1153.3846153846157,0.03,0.0,0.033553421368547415
Mykolenko,Everton,DEF,4.9,38,OK,7.76,38.0,1.0,38.0,EVE,1216.4343891402714,1190.954751131222,1190.954751131222,0.03,0.0,0.05424219512843794
Dunk,Brighton,DEF,4.5,37,OK,8.22,1.0,1.0,37.0,BHA,1204.212669683258,1239.3755656108597,1239.3755656108597,0.03,0.0,0.030418543858752405
Spence,Spurs,DEF,4.4,37,OK,8.41,6.0,1.0,37.0,TOT,1164.0361990950223,1211.8642533936652,1211.8642533936652,0.03,0.0,0.03399720710023822
Bogle,Leeds,DEF,4.4,34,DOUBT,7.73,34.0,1.0,34.0,LEE,1154.8506787330316,1205.2533936651585,1205.2533936651585,0.03,0.0,0.04795672039074789
Shaw,Man Utd,DEF,4.5,34,OK,7.56,3.0,1.0,34.0,MUN,1158.1990950226243,1193.579185520362,1193.579185520362,0.03,0.0,0.030245165497135882
B.Fernandes,Man Utd,MID,9.0,85,OK,9.44,22.0,1.0,85.0,MUN,1158.1990950226243,1193.579185520362,1158.1990950226243,0.07,0.0,0.08668630499839822
Rice,Arsenal,MID,7.1,84,OK,11.83,9.0,1.0,84.0,ARS,1102.945701357466,1144.348416289593,1102.945701357466,0.08,4.0,0.08549831590434501
Semenyo,Bournemouth,MID,7.6,83,OK,10.92,7.0,1.0,83.0,BOU,1117.6153846153843,1183.289592760181,1117.6153846153843,0.07,2.5,0.08088650285635628
Bruno G.,Newcastle,MID,6.9,81,OK,11.74,17.0,1.0,81.0,NEW,1159.2443438914029,1200.3212669683255,1159.2443438914029,0.07,0.0,0.08013841127587404
Foden,Man City,MID,8.6,77,OK,8.95,29.0,1.0,77.0,MCI,1131.2669683257916,1179.9592760181,1131.2669683257916,0.07,2.0,0.08777768889244432
Dewsbury-Hall,Everton,MID,5.1,74,OK,14.51,19.0,1.0,74.0,EVE,1216.4343891402714,1190.954751131222,1216.4343891402714,0.06,1.5,0.0730002380668968
Mbeumo,Man Utd,MID,8.4,72,OK,8.57,10.0,1.0,72.0,MUN,1158.1990950226243,1193.579185520362,1158.1990950226243,0.06,2.0,0.06993616239910612
Ndiaye,Everton,MID,6.5,71,OK,10.92,11.0,1.0,71.0,EVE,1216.4343891402714,1190.954751131222,1216.4343891402714,0.06,5.0,0.06880765682656828
Neto,Chelsea,MID,7.3,70,OK,9.59,8.0,1.0,70.0,CHE,1163.8506787330316,1159.6515837104073,1163.8506787330316,0.06,1.5,0.06624561157959807
Minteh,Brighton,MID,6.3,69,OK,10.95,5.0,1.0,69.0,BHA,1204.212669683258,1239.3755656108597,1204.212669683258,0.06,0.0,0.06020531242132634
Enzo,Chelsea,MID,6.6,66,OK,10.0,5.0,1.0,66.0,CHE,1163.8506787330316,1159.6515837104073,1163.8506787330316,0.06,0.0,0.05971556426435884
Gravenberch,Liverpool,MID,5.6,66,OK,11.79,10.0,1.0,66.0,LIV,1121.945701357466,1181.072398190045,1121.945701357466,0.06,0.0,0.06506553740673522
Gakpo,Liverpool,MID,7.5,65,OK,8.67,3.0,1.0,65.0,LIV,1121.945701357466,1181.072398190045,1121.945701357466,0.06,2.5,0.06203508771929824
Xhaka,Sunderland,MID,5.2,65,OK,12.5,6.0,1.0,65.0,SUN,1160.5113122171947,1183.0814479638009,1160.5113122171947,0.06,3.25,0.06242937853107344
Kudus,Spurs,MID,6.5,65,OK,10.0,10.0,1.0,65.0,TOT,1164.0361990950223,1211.8642533936652,1164.0361990950223,0.06,0.75,0.06249805638051407
Saka,Arsenal,MID,10.2,64,OK,6.27,10.0,1.0,64.0,ARS,1102.945701357466,1144.348416289593,1102.945701357466,0.06,4.5,0.06845305250029743
Cullen,Burnley,MID,5.0,63,OK,12.6,6.0,1.0,63.0,BUR,1140.606334841629,1147.787330316742,1140.606334841629,0.06,0.75,0.05957357760022851
O.Dango,Brentford,MID,6.0,62,OK,10.33,6.0,1.0,62.0,BRE,1089.7194570135748,1153.3846153846157,1089.7194570135748,0.06,0.0,0.06074958061354992
Grealish,Everton,MID,6.6,62,OK,9.39,14.0,1.0,62.0,EVE,1216.4343891402714,1190.954751131222,1216.4343891402714,0.05,0.0,0.05902496726580169
Wilson,Fulham,MID,5.3,62,OK,11.7,16.0,1.0,62.0,FUL,1106.746606334842,1126.8914027149324,1106.746606334842,0.06,4.5,0.0702057720848273
Stach,Leeds,MID,4.8,62,OK,12.92,62.0,1.0,62.0,LEE,1154.8506787330316,1205.2533936651585,1154.8506787330316,0.05,4.0,0.09473086175956619
Anderson,Nott'm Forest,MID,5.4,62,OK,11.48,6.0,1.0,62.0,NFO,1168.6923076923078,1189.1447963800908,1168.6923076923078,0.05,1.5,0.05792799315474231
Rogers,Aston Villa,MID,6.9,61,OK,8.84,8.0,1.0,61.0,AVL,1116.343891402715,1171.0950226244345,1116.343891402715,0.05,0.0,0.059659035636693794
Tavernier,Bournemouth,MID,5.5,61,OK,11.09,6.0,1.0,61.0,BOU,1117.6153846153843,1183.289592760181,1117.6153846153843,0.05,3.25,0.061246472572097206
Casemiro,Man Utd,MID,5.5,61,OK,11.09,10.0,1.0,61.0,MUN,1158.1990950226243,1193.579185520362,1158.1990950226243,0.05,0.0,0.05871184003875576
J.Palhinha,Spurs,MID,5.5,61,OK,11.09,1.0,1.0,61.0,TOT,1164.0361990950223,1211.8642533936652,1164.0361990950223,0.05,0.0,0.053005224449178254
Szoboszlai,Liverpool,MID,6.6,59,OK,8.94,10.0,1.0,59.0,LIV,1121.945701357466,1181.072398190045,1121.945701357466,0.05,3.25,0.061723129663238556
Doku,Man City,MID,6.6,59,OK,8.94,11.0,1.0,59.0,MCI,1131.2669683257916,1179.9592760181,1131.2669683257916,0.05,2.5,0.061170353185872585
Trossard,Arsenal,MID,6.9,58,OK,8.41,6.0,1.0,58.0,ARS,1102.945701357466,1144.348416289593,1102.945701357466,0.05,2.5,0.05866109267244032
Anthony,Burnley,MID,5.3,57,OK,10.75,2.0,1.0,57.0,BUR,1140.606334841629,1147.787330316742,1140.606334841629,0.05,1.25,0.052296746193578075
Garner,Everton,MID,5.0,56,OK,11.2,6.0,1.0,56.0,EVE,1216.4343891402714,1190.954751131222,1216.4343891402714,0.05,2.0,0.05113304963694799
Sessegnon,Fulham,MID,5.4,56,DOUBT,10.37,2.0,1.0,56.0,FUL,1106.746606334842,1126.8914027149324,1106.746606334842,0.05,0.0,0.05186372352212467
E Le Fee,Sunderland,MID,4.9,56,OK,11.43,7.0,1.0,56.0,SUN,1160.5113122171947,1183.0814479638009,1160.5113122171947,0.05,0.0,0.05247686891017767
Gibbs-White,Nott'm Forest,MID,7.3,55,OK,7.53,5.0,1.0,55.0,NFO,1168.6923076923078,1189.1447963800908,1168.6923076923078,0.05,5.0,0.05433423287040084
Wieffer,Brighton,MID,4.9,54,OK,11.02,10.0,1.0,54.0,BHA,1204.212669683258,1239.3755656108597,1204.212669683258,0.04,0.0,0.05065550424415044
Iwobi,Fulham,MID,6.4,54,OK,8.44,9.0,1.0,54.0,FUL,1106.746606334842,1126.8914027149324,1106.746606334842,0.05,0.0,0.05448401617393933
Merino,Arsenal,MID,6.0,51,OK,8.5,51.0,1.0,51.0,ARS,1102.945701357466,1144.348416289593,1102.945701357466,0.05,0.0,0.07860767750696407
Kamara,Aston Villa,MID,4.9,50,OK,10.2,12.0,1.0,50.0,AVL,1116.343891402715,1171.0950226244345,1116.343891402715,0.04,0.0,0.052313628846590354
Amad,Man Utd,MID,6.3,49,OK,7.78,8.0,1.0,49.0,MUN,1158.1990950226243,1193.579185520362,1158.1990950226243,0.04,0.0,0.04714215391347154
Buendía,Aston Villa,MID,5.3,48,OK,9.06,48.0,1.0,48.0,AVL,1116.343891402715,1171.0950226244345,1116.343891402715,0.04,0.0,0.07309575537468789
Wharton,Crystal Palace,MID,5.0,48,OK,9.6,48.0,1.0,48.0,CRY,1163.398190045249,1221.027149321267,1163.398190045249,0.04,0.75,0.07078401935350878
Aaronson,Leeds,MID,5.4,48,OK,8.89,4.0,1.0,48.0,LEE,1154.8506787330316,1205.2533936651585,1154.8506787330316,0.04,1.25,0.04507076192491243
Talbi,Sunderland,MID,5.0,48,OK,9.6,48.0,1.0,48.0,SUN,1160.5113122171947,1183.0814479638009,1160.5113122171947,0.04,0.0,0.07031383420477008
Malen,Aston Villa,MID,5.1,46,OK,9.02,46.0,1.0,46.0,AVL,1116.343891402715,1171.0950226244345,1116.343891402715,0.04,0.75,0.07072193488764227
Scott,Bournemouth,MID,5.0,46,OK,9.2,46.0,1.0,46.0,BOU,1117.6153846153843,1183.289592760181,1117.6153846153843,0.04,1.5,0.0713125473191548
Reijnders,Man City,MID,5.3,46,OK,8.68,8.0,1.0,46.0,MCI,1131.2669683257916,1179.9592760181,1131.2669683257916,0.04,1.5,0.04693852245910165
Bentancur,Spurs,MID,5.3,45,OK,8.49,45.0,1.0,45.0,TOT,1164.0361990950223,1211.8642533936652,1164.0361990950223,0.04,0.0,0.0657196056784787
Henderson,Brentford,MID,5.0,44,OK,8.8,5.0,1.0,44.0,BRE,1089.7194570135748,1153.3846153846157,1089.7194570135748,0.04,0.0,0.04358920059129336
Georginio,Brighton,MID,5.6,44,OK,7.86,44.0,1.0,44.0,BHA,1204.212669683258,1239.3755656108597,1204.212669683258,0.04,0.0,0.06211527405676152
Kamada,Crystal Palace,MID,5.0,44,OK,8.8,5.0,1.0,44.0,CRY,1163.398190045249,1221.027149321267,1163.398190045249,0.04,0.75,0.04147333252953004
Barnes,Newcastle,MID,6.4,44,OK,6.88,3.0,1.0,44.0,NEW,1159.2443438914029,1200.3212669683255,1159.2443438914029,0.04,0.0,0.03976728482042834
McGinn,Aston Villa,MID,5.4,43,OK,7.96,3.0,1.0,43.0,AVL,1116.343891402715,1171.0950226244345,1116.343891402715,0.04,2.0,0.04219129997730147
Haaland,Man City,FWD,15.0,122,OK,8.13,16.0,1.1,134.2,MCI,1131.2669683257916,1179.9592760181,1131.2669683257916,0.12,6.25,0.1340532378704852
Thiago,Brentford,FWD,6.9,80,OK,11.59,3.0,1.0,80.0,BRE,1089.7194570135748,1153.3846153846157,1089.7194570135748,0.07,5.0,0.079928828873719
Bowen,West Ham,FWD,7.5,66,OK,8.8,14.0,1.0,66.0,WHU,1168.8371040723982,1230.076923076923,1168.8371040723982,0.06,4.5,0.06870076225354511
João Pedro,Chelsea,FWD,7.3,64,OK,8.77,3.0,1.0,64.0,CHE,1163.8506787330316,1159.6515837104073,1163.8506787330316,0.05,0.0,0.05679422730754128
Mateta,Crystal Palace,FWD,8.0,61,OK,7.62,4.0,1.0,61.0,CRY,1163.398190045249,1221.027149321267,1163.398190045249,0.05,5.0,0.05913710420791019
Richarlison,Spurs,FWD,6.4,59,OK,9.22,8.0,1.0,59.0,TOT,1164.0361990950223,1211.8642533936652,1164.0361990950223,0.05,2.5,0.05764425543824733
Welbeck,Brighton,FWD,6.6,58,OK,8.79,3.0,1.0,58.0,BHA,1204.212669683258,1239.3755656108597,1204.212669683258,0.05,5.0,0.05406021846383923
Woltemade,Newcastle,FWD,7.5,56,OK,7.47,7.0,1.0,56.0,NEW,1159.2443438914029,1200.3212669683255,1159.2443438914029,0.05,0.0,0.05253422224650946
Ekitiké,Liverpool,FWD,8.4,55,OK,6.55,14.0,1.0,55.0,LIV,1121.945701357466,1181.072398190045,1121.945701357466,0.05,0.0,0.0577568058076225
Calvert-Lewin,Leeds,FWD,5.5,48,OK,8.73,15.0,1.0,48.0,LEE,1154.8506787330316,1205.2533936651585,1154.8506787330316,0.04,0.0,0.050655899569786306
Isidor,Sunderland,FWD,5.6,47,OK,8.39,2.0,1.0,47.0,SUN,1160.5113122171947,1183.0814479638009,1160.5113122171947,0.04,0.0,0.04170575460184892
Watkins,Aston Villa,FWD,8.5,45,OK,5.29,45.0,1.0,45.0,AVL,1116.343891402715,1171.0950226244345,1116.343891402715,0.04,5.0,0.07300617724310127
Wilson,West Ham,FWD,5.8,42,OK,7.24,6.0,1.0,42.0,WHU,1168.8371040723982,1230.076923076923,1168.8371040723982,0.04,0.0,0.03952646595409445
Gyökeres,Arsenal,FWD,8.8,39,OK,4.43,2.0,1.0,39.0,ARS,1102.945701357466,1144.348416289593,1102.945701357466,0.04,0.0,0.0366291830597618
Raúl,Fulham,FWD,6.2,39,OK,6.29,7.0,1.0,39.0,FUL,1106.746606334842,1126.8914027149324,1106.746606334842,0.04,0.0,0.039665809453332285
Evanilson,Bournemouth,FWD,7.0,38,OK,5.43,3.0,1.0,38.0,BOU,1117.6153846153843,1183.289592760181,1117.6153846153843,0.03,2.5,0.03811686970885816
Nmecha,Leeds,FWD,5.0,37,DOUBT,7.4,2.0,1.0,37.0,LEE,1154.8506787330316,1205.2533936651585,1154.8506787330316,0.03,5.0,0.03758061609108933
Kroupi.Jr,Bournemouth,FWD,4.6,35,OK,7.61,2.0,1.0,35.0,BOU,1117.6153846153843,1183.289592760181,1117.6153846153843,0.03,0.0,0.03256934407047974
Flemming,Burnley,FWD,5.3,34,OK,6.42,1.0,1.0,34.0,BUR,1140.606334841629,1147.787330316742,1140.606334841629,0.03,0.0,0.03042241563985179
Foster,Burnley,FWD,5.0,34,OK,6.8,3.0,1.0,34.0,BUR,1140.606334841629,1147.787330316742,1140.606334841629,0.03,0.0,0.031649832985551865
