Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score,SPP,Final_Score
Trafford,Man City,GKP,4.5,11,OK,2.44,11,1.0,11.0,MCI,1139.0,1149.5714285714284,1149.5714285714284,0.01,0.0,0.016266931775817076
Bayindir,Man Utd,GKP,4.7,11,OK,2.34,11,1.0,11.0,MUN,1201.0,1213.4761904761904,1213.4761904761904,0.01,0.0,0.01541027351567712
Ramsdale,Newcastle,GKP,4.8,11,OK,2.29,11,1.0,11.0,NEW,1244.8095238095236,1307.3333333333337,1307.3333333333337,0.01,0.0,0.014303926568077507
Ortega Moreno,Nott'm Forest,GKP,4.7,8,OK,1.7,8,1.0,8.0,NFO,1211.190476190476,1258.333333333333,1258.333333333333,0.01,0.0,0.010807947019867552
Gabriel,Arsenal,DEF,7.1,142,OK,20.0,142,1.0,142.0,ARS,1143.809523809524,1161.4761904761904,1161.4761904761904,0.12,0.0,0.20783895699233323
J.Timber,Arsenal,DEF,6.4,124,OK,19.38,124,1.0,124.0,ARS,1143.809523809524,1161.4761904761904,1161.4761904761904,0.11,0.0,0.18149317371161497
Chalobah,Chelsea,DEF,5.8,124,OK,21.38,124,1.0,124.0,CHE,1156.0476190476188,1206.190476190476,1206.190476190476,0.1,0.0,0.17476510067114098
Guéhi,Man City,DEF,5.2,124,OK,23.85,124,1.0,124.0,MCI,1139.0,1149.5714285714284,1149.5714285714284,0.11,0.0,0.18337268547284705
Tarkowski,Everton,DEF,5.7,117,OK,20.53,117,1.0,117.0,EVE,1188.904761904762,1251.8095238095236,1251.8095238095236,0.09,0.0,0.15888998782714547
Lacroix,Crystal Palace,DEF,5.1,116,OK,22.75,116,1.0,116.0,CRY,1118.1904761904764,1116.6666666666663,1116.6666666666663,0.1,0.0,0.1765970149253732
Matheus N.,Man City,DEF,5.4,115,OK,21.3,115,1.0,115.0,MCI,1139.0,1149.5714285714284,1149.5714285714284,0.1,0.0,0.17006337765626944
Mukiele,Sunderland,DEF,4.6,114,OK,24.78,114,1.0,114.0,SUN,1184.8095238095236,1215.190476190476,1215.190476190476,0.09,0.0,0.1594811708922764
Virgil,Liverpool,DEF,5.9,111,OK,18.81,111,1.0,111.0,LIV,1183.285714285714,1194.3333333333333,1194.3333333333333,0.09,0.0,0.15799609265978232
Senesi,Bournemouth,DEF,4.8,106,OK,22.08,106,1.0,106.0,BOU,1177.7619047619048,1187.047619047619,1187.047619047619,0.09,0.0,0.15180519897304234
Keane,Everton,DEF,4.7,103,OK,21.91,103,1.0,103.0,EVE,1188.904761904762,1251.8095238095236,1251.8095238095236,0.08,0.0,0.13987751065124773
Rúben,Man City,DEF,5.5,102,OK,18.55,102,1.0,102.0,MCI,1139.0,1149.5714285714284,1149.5714285714284,0.09,0.0,0.15083882192121287
O'Reilly,Man City,DEF,4.9,100,OK,20.41,100,1.0,100.0,MCI,1139.0,1149.5714285714284,1149.5714285714284,0.09,0.0,0.1478811979619734
Van de Ven,Spurs,DEF,4.5,100,OK,22.22,100,1.0,100.0,TOT,1267.809523809524,1229.6190476190477,1229.6190476190477,0.08,0.0,0.13825420184338935
Cash,Aston Villa,DEF,4.9,99,DOUBT,20.2,99,1.0,99.0,AVL,1164.6190476190477,1205.8095238095236,1205.8095238095236,0.08,1.5,0.14081826080088464
Konaté,Liverpool,DEF,5.4,99,OK,18.33,99,1.0,99.0,LIV,1183.285714285714,1194.3333333333333,1194.3333333333333,0.08,0.0,0.14091543399385992
Muñoz,Crystal Palace,DEF,5.9,98,OK,16.61,98,1.0,98.0,CRY,1118.1904761904764,1116.6666666666663,1116.6666666666663,0.09,0.0,0.1491940298507463
James,Chelsea,DEF,5.6,97,OK,17.32,97,1.0,97.0,CHE,1156.0476190476188,1206.190476190476,1206.190476190476,0.08,2.0,0.13836952230556654
Thiaw,Newcastle,DEF,5.0,97,OK,19.4,97,1.0,97.0,NEW,1244.8095238095236,1307.3333333333337,1307.3333333333337,0.07,0.0,0.12613462519122892
Ballard,Sunderland,DEF,4.6,97,OK,21.09,97,1.0,97.0,SUN,1184.8095238095236,1215.190476190476,1215.190476190476,0.08,0.0,0.1356988910223755
Mitchell,Crystal Palace,DEF,5.0,94,OK,18.8,94,1.0,94.0,CRY,1118.1904761904764,1116.6666666666663,1116.6666666666663,0.08,0.0,0.14310447761194037
Richards,Crystal Palace,DEF,4.4,93,OK,21.14,93,1.0,93.0,CRY,1118.1904761904764,1116.6666666666663,1116.6666666666663,0.08,0.0,0.14158208955223886
Collins,Brentford,DEF,5.0,92,OK,18.4,92,1.0,92.0,BRE,1193.5714285714284,1191.9999999999998,1191.9999999999998,0.08,0.0,0.13120805369127517
Van Hecke,Brighton,DEF,4.4,92,OK,20.91,92,1.0,92.0,BHA,1221.904761904762,1234.952380952381,1234.952380952381,0.07,0.0,0.12664455926582863
Truffert,Bournemouth,DEF,4.5,89,OK,19.78,89,1.0,89.0,BOU,1177.7619047619048,1187.047619047619,1187.047619047619,0.07,0.0,0.12745908215661106
Andersen,Fulham,DEF,4.5,89,OK,19.78,89,1.0,89.0,FUL,1194.238095238095,1199.904761904762,1199.904761904762,0.07,0.0,0.1260933407413287
Alderete,Sunderland,DEF,4.1,88,OK,21.46,88,1.0,88.0,SUN,1184.8095238095236,1215.190476190476,1215.190476190476,0.07,0.0,0.12310827226772211
Calafiori,Arsenal,DEF,5.6,86,OK,15.36,86,1.0,86.0,ARS,1143.809523809524,1161.4761904761904,1161.4761904761904,0.07,0.0,0.1258742978967652
Dalot,Man Utd,DEF,4.5,86,OK,19.11,86,1.0,86.0,MUN,1201.0,1213.4761904761904,1213.4761904761904,0.07,0.0,0.12048032021347566
Saliba,Arsenal,DEF,6.1,84,OK,13.77,84,1.0,84.0,ARS,1143.809523809524,1161.4761904761904,1161.4761904761904,0.07,0.0,0.12294698864335207
Konsa,Aston Villa,DEF,4.4,80,OK,18.18,80,1.0,80.0,AVL,1164.6190476190477,1205.8095238095236,1205.8095238095236,0.07,0.0,0.11278729958139169
N.Williams,Nott'm Forest,DEF,4.7,79,OK,16.81,79,1.0,79.0,NFO,1211.190476190476,1258.333333333333,1258.333333333333,0.06,0.0,0.10672847682119209
Lewis-Potter,Brentford,DEF,4.8,77,OK,16.04,77,1.0,77.0,BRE,1193.5714285714284,1191.9999999999998,1191.9999999999998,0.06,1.25,0.11086409395973157
Gusto,Chelsea,DEF,4.9,77,OK,15.71,77,1.0,77.0,CHE,1156.0476190476188,1206.190476190476,1206.190476190476,0.06,0.0,0.10852348993288594
Rodon,Leeds,DEF,3.9,77,OK,19.74,77,1.0,77.0,LEE,1211.7142857142856,1220.5714285714284,1220.5714285714284,0.06,0.0,0.10724485018726593
Milenković,Nott'm Forest,DEF,5.1,76,OK,14.9,76,1.0,76.0,NFO,1211.190476190476,1258.333333333333,1258.333333333333,0.06,0.0,0.10267549668874174
Struijk,Leeds,DEF,4.3,74,OK,17.21,74,1.0,74.0,LEE,1211.7142857142856,1220.5714285714284,1220.5714285714284,0.06,2.5,0.10511470037453186
Hume,Sunderland,DEF,4.5,74,OK,16.44,74,1.0,74.0,SUN,1184.8095238095236,1215.190476190476,1215.190476190476,0.06,2.75,0.10578588502684277
Kayode,Brentford,DEF,4.5,73,OK,16.22,73,1.0,73.0,BRE,1193.5714285714284,1191.9999999999998,1191.9999999999998,0.06,0.0,0.10411073825503357
Digne,Aston Villa,DEF,4.5,72,OK,16.0,72,1.0,72.0,AVL,1164.6190476190477,1205.8095238095236,1205.8095238095236,0.06,3.25,0.10420385435589608
Burn,Newcastle,DEF,5.0,70,OK,14.0,70,1.0,70.0,NEW,1244.8095238095236,1307.3333333333337,1307.3333333333337,0.05,0.0,0.09102498725140232
Van den Berg,Brentford,DEF,4.5,68,OK,15.11,68,1.0,68.0,BRE,1193.5714285714284,1191.9999999999998,1191.9999999999998,0.06,0.0,0.0969798657718121
Mykolenko,Everton,DEF,4.9,67,OK,13.67,67,1.0,67.0,EVE,1188.904761904762,1251.8095238095236,1251.8095238095236,0.05,0.0,0.09098828362751067
Tete,Fulham,DEF,4.5,67,OK,14.89,67,1.0,67.0,FUL,1194.238095238095,1199.904761904762,1199.904761904762,0.06,0.0,0.0949242003333598
F.Kadıoğlu,Brighton,DEF,4.4,65,OK,14.77,65,1.0,65.0,BHA,1221.904761904762,1234.952380952381,1234.952380952381,0.05,0.0,0.08947713426390067
Bogle,Leeds,DEF,4.4,65,OK,14.77,65,1.0,65.0,LEE,1211.7142857142856,1220.5714285714284,1220.5714285714284,0.05,0.0,0.09053136704119852
Murillo,Nott'm Forest,DEF,5.2,64,OK,12.31,64,1.0,64.0,NFO,1211.190476190476,1258.333333333333,1258.333333333333,0.05,1.25,0.08745695364238412
Dunk,Brighton,DEF,4.5,63,OK,14.0,63,1.0,63.0,BHA,1221.904761904762,1234.952380952381,1234.952380952381,0.05,0.0,0.08672399167116526
Ajer,Brentford,DEF,4.4,62,OK,14.09,62,1.0,62.0,BRE,1193.5714285714284,1191.9999999999998,1191.9999999999998,0.05,0.0,0.08842281879194633
Shaw,Man Utd,DEF,4.5,62,OK,13.78,62,1.0,62.0,MUN,1201.0,1213.4761904761904,1213.4761904761904,0.05,0.0,0.08685790527018013
S.Bueno,Wolves,DEF,4.4,62,OK,14.09,62,1.0,62.0,WOL,1143.809523809524,1157.809523809524,1157.809523809524,0.05,0.0,0.09103397219708809
Diouf,West Ham,DEF,4.0,61,OK,15.25,61,1.0,61.0,WHU,1173.3809523809523,1233.904761904762,1233.904761904762,0.05,0.0,0.08404214263661623
H.Bueno,Wolves,DEF,4.3,61,OK,14.19,61,1.0,61.0,WOL,1143.809523809524,1157.809523809524,1157.809523809524,0.05,0.0,0.08956568232294149
Hill,Bournemouth,DEF,4.0,59,OK,14.75,59,1.0,59.0,BOU,1177.7619047619048,1187.047619047619,1187.047619047619,0.05,0.0,0.08449534659820282
Semenyo,Man City,MID,8.0,153,OK,19.12,153,1.0,153.0,MCI,1139.0,1149.5714285714284,1139.0,0.13,0.0,0.2283582089552239
Rice,Arsenal,MID,7.6,148,OK,19.47,148,1.0,148.0,ARS,1143.809523809524,1161.4761904761904,1143.809523809524,0.13,4.0,0.22346378018318064
B.Fernandes,Man Utd,MID,9.8,143,OK,14.59,143,1.0,143.0,MUN,1201.0,1213.4761904761904,1201.0,0.12,0.0,0.20241465445462115
Rogers,Aston Villa,MID,7.6,125,OK,16.45,125,1.0,125.0,AVL,1164.6190476190477,1205.8095238095236,1164.6190476190477,0.11,0.0,0.18246309849940712
Wilson,Fulham,MID,6.0,120,OK,20.0,120,1.0,120.0,FUL,1194.238095238095,1199.904761904762,1194.238095238095,0.1,4.5,0.1745883009689382
Enzo,Chelsea,MID,6.9,118,OK,17.1,118,1.0,118.0,CHE,1156.0476190476188,1206.190476190476,1156.0476190476188,0.1,0.0,0.1735222638711538
Saka,Arsenal,MID,9.8,114,DOUBT,11.63,114,1.0,114.0,ARS,1143.809523809524,1161.4761904761904,1143.809523809524,0.1,4.5,0.1733680266444629
Anderson,Nott'm Forest,MID,5.4,113,OK,20.93,113,1.0,113.0,NFO,1211.190476190476,1258.333333333333,1211.190476190476,0.09,1.5,0.15984273638686852
Garner,Everton,MID,5.2,111,OK,21.35,111,1.0,111.0,EVE,1188.904761904762,1251.8095238095236,1188.904761904762,0.09,2.0,0.16039972764048543
Gravenberch,Liverpool,MID,5.5,111,OK,20.18,111,1.0,111.0,LIV,1183.285714285714,1194.3333333333333,1183.285714285714,0.09,0.0,0.15947120608475193
Casemiro,Man Utd,MID,5.6,110,OK,19.64,110,1.0,110.0,MUN,1201.0,1213.4761904761904,1201.0,0.09,0.0,0.15570358034970858
Mbeumo,Man Utd,MID,8.6,109,OK,12.67,109,1.0,109.0,MUN,1201.0,1213.4761904761904,1201.0,0.09,2.0,0.15595337218984182
Foden,Man City,MID,8.2,108,OK,13.17,108,1.0,108.0,MCI,1139.0,1149.5714285714284,1139.0,0.09,2.0,0.1629499561018437
Zubimendi,Arsenal,MID,5.3,107,OK,20.19,107,1.0,107.0,ARS,1143.809523809524,1161.4761904761904,1143.809523809524,0.09,0.0,0.15902997502081592
Gibbs-White,Nott'm Forest,MID,7.3,103,OK,14.11,103,1.0,103.0,NFO,1211.190476190476,1258.333333333333,1211.190476190476,0.09,5.0,0.14869667780617263
Wirtz,Liverpool,MID,8.4,100,OK,11.9,100,1.0,100.0,LIV,1183.285714285714,1194.3333333333333,1183.285714285714,0.08,1.5,0.14493540987564896
Neto,Chelsea,MID,7.0,99,OK,14.14,99,1.0,99.0,CHE,1156.0476190476188,1206.190476190476,1156.0476190476188,0.09,1.5,0.1468797627383944
Aaronson,Leeds,MID,5.4,98,OK,18.15,98,1.0,98.0,LEE,1211.7142857142856,1220.5714285714284,1211.7142857142856,0.08,1.25,0.13852275406743694
Stach,Leeds,MID,4.7,97,OK,20.64,97,1.0,97.0,LEE,1211.7142857142856,1220.5714285714284,1211.7142857142856,0.08,4.0,0.1393892949775996
Szoboszlai,Liverpool,MID,6.7,97,OK,14.48,97,1.0,97.0,LIV,1183.285714285714,1194.3333333333333,1183.285714285714,0.08,3.25,0.1421043100325969
Trossard,Arsenal,MID,6.8,95,DOUBT,13.97,95,1.0,95.0,ARS,1143.809523809524,1161.4761904761904,1143.809523809524,0.08,2.5,0.14338051623646958
M.Fernandes,West Ham,MID,5.5,95,OK,17.27,95,1.0,95.0,WHU,1173.3809523809523,1233.904761904762,1173.3809523809523,0.08,0.0,0.13763645955927115
Dewsbury-Hall,Everton,MID,4.9,93,OK,18.98,93,1.0,93.0,EVE,1188.904761904762,1251.8095238095236,1188.904761904762,0.08,1.5,0.13424119838186405
Cunha,Man Utd,MID,8.1,93,OK,11.48,93,1.0,93.0,MUN,1201.0,1213.4761904761904,1201.0,0.08,0.0,0.13164029975020816
Scott,Bournemouth,MID,5.0,90,OK,18.0,90,1.0,90.0,BOU,1177.7619047619048,1187.047619047619,1177.7619047619048,0.08,1.5,0.13118101322120243
Cherki,Man City,MID,6.5,90,OK,13.85,90,1.0,90.0,MCI,1139.0,1149.5714285714284,1139.0,0.08,0.75,0.13498683055311678
E.Le Fée,Sunderland,MID,4.9,90,OK,18.37,90,1.0,90.0,SUN,1184.8095238095236,1215.190476190476,1184.8095238095236,0.08,4.5,0.13293275993730158
Xhaka,Sunderland,MID,5.1,90,DOUBT,17.65,90,1.0,90.0,SUN,1184.8095238095236,1215.190476190476,1184.8095238095236,0.08,3.25,0.1318777380330373
Gakpo,Liverpool,MID,7.3,89,OK,12.19,89,1.0,89.0,LIV,1183.285714285714,1194.3333333333333,1183.285714285714,0.08,2.5,0.12997706145116508
Ndiaye,Everton,MID,6.2,88,OK,14.19,88,1.0,88.0,EVE,1188.904761904762,1251.8095238095236,1188.904761904762,0.07,5.0,0.13003564705411141
O.Dango,Brentford,MID,5.8,87,OK,15.0,87,1.0,87.0,BRE,1193.5714285714284,1191.9999999999998,1193.5714285714284,0.07,0.0,0.12391382405745065
Schade,Brentford,MID,6.9,86,OK,12.46,86,1.0,86.0,BRE,1193.5714285714284,1191.9999999999998,1193.5714285714284,0.07,2.5,0.1245840813883902
Caicedo,Chelsea,MID,5.7,85,OK,14.91,85,1.0,85.0,CHE,1156.0476190476188,1206.190476190476,1156.0476190476188,0.07,0.0,0.12499485109362773
Anthony,Burnley,MID,5.0,84,OK,16.8,84,1.0,84.0,BUR,1195.0,1241.7619047619048,1195.0,0.07,1.25,0.12054393305439332
Minteh,Brighton,MID,5.6,84,OK,15.0,84,1.0,84.0,BHA,1221.904761904762,1234.952380952381,1221.904761904762,0.07,0.0,0.11686671862821513
Reijnders,Man City,MID,5.1,84,OK,16.47,84,1.0,84.0,MCI,1139.0,1149.5714285714284,1139.0,0.07,1.5,0.1266900790166813
J.Palhinha,Spurs,MID,5.5,84,OK,15.27,84,1.0,84.0,TOT,1267.809523809524,1229.6190476190477,1267.809523809524,0.07,0.0,0.11263521634615382
M.Salah,Liverpool,MID,14.0,82,OK,5.86,82,1.1,90.2,LIV,1183.285714285714,1194.3333333333333,1183.285714285714,0.08,6.25,0.13001931667270317
Palmer,Chelsea,MID,10.6,79,OK,7.45,79,1.0,79.0,CHE,1156.0476190476188,1206.190476190476,1156.0476190476188,0.07,7.5,0.12265930716315858
Ampadu,Leeds,MID,4.9,78,OK,15.92,78,1.0,78.0,LEE,1211.7142857142856,1220.5714285714284,1211.7142857142856,0.06,0.0,0.10943173779768924
Ugochukwu,Burnley,MID,5.0,77,OK,15.4,77,1.0,77.0,BUR,1195.0,1241.7619047619048,1195.0,0.06,0.0,0.1095397489539749
Summerville,West Ham,MID,5.6,77,OK,13.75,77,1.0,77.0,WHU,1173.3809523809523,1233.904761904762,1173.3809523809523,0.07,0.0,0.11155797248488293
Wharton,Crystal Palace,MID,5.0,76,OK,15.2,76,1.0,76.0,CRY,1118.1904761904764,1116.6666666666663,1118.1904761904764,0.07,0.75,0.11621454731283533
Barnes,Newcastle,MID,6.1,76,OK,12.46,76,1.0,76.0,NEW,1244.8095238095236,1307.3333333333337,1244.8095238095236,0.06,0.0,0.1037909796870816
Buendia,Aston Villa,MID,5.3,75,OK,14.15,75,1.0,75.0,AVL,1164.6190476190477,1205.8095238095236,1164.6190476190477,0.06,0.0,0.10947785909964426
Yarmoliuk,Brentford,MID,5.0,74,OK,14.8,74,1.0,74.0,BRE,1193.5714285714284,1191.9999999999998,1193.5714285714284,0.06,0.0,0.10539796529024537
Eze,Arsenal,MID,7.2,72,OK,10.0,72,1.0,72.0,ARS,1143.809523809524,1161.4761904761904,1143.809523809524,0.06,0.0,0.10701082431307242
Doku,Man City,MID,6.4,72,DOUBT,11.25,72,1.0,72.0,MCI,1139.0,1149.5714285714284,1139.0,0.06,2.5,0.109657594381036
Sarr,Crystal Palace,MID,6.4,71,OK,11.09,71,1.0,71.0,CRY,1118.1904761904764,1116.6666666666663,1118.1904761904764,0.06,0.0,0.10794225364108676
Sessegnon,Fulham,MID,5.4,71,OK,13.15,71,1.0,71.0,FUL,1194.238095238095,1199.904761904762,1194.238095238095,0.06,0.0,0.10106862315084335
Janelt,Brentford,MID,4.9,69,OK,14.08,69,1.0,69.0,BRE,1193.5714285714284,1191.9999999999998,1193.5714285714284,0.06,0.0,0.09827648114901258
Amad,Man Utd,MID,6.2,67,OK,10.81,67,1.0,67.0,MUN,1201.0,1213.4761904761904,1201.0,0.06,0.0,0.09483763530391341
Haaland,Man City,FWD,14.9,187,DOUBT,12.55,187,1.1,205.7,MCI,1139.0,1149.5714285714284,1139.0,0.18,6.25,0.30100965759438103
Thiago,Brentford,FWD,7.0,133,OK,19.0,133,1.0,133.0,BRE,1193.5714285714284,1191.9999999999998,1193.5714285714284,0.11,5.0,0.19362058647516459
João Pedro,Chelsea,FWD,7.7,132,OK,17.14,132,1.0,132.0,CHE,1156.0476190476188,1206.190476190476,1156.0476190476188,0.11,0.0,0.19410965111010423
Bowen,West Ham,FWD,7.6,120,OK,15.79,120,1.0,120.0,WHU,1173.3809523809523,1233.904761904762,1173.3809523809523,0.1,4.5,0.17769165212450794
Ekitiké,Liverpool,FWD,8.9,104,OK,11.69,104,1.0,104.0,LIV,1183.285714285714,1194.3333333333333,1183.285714285714,0.09,0.0,0.14941446335868652
Calvert-Lewin,Leeds,FWD,5.9,102,OK,17.29,102,1.0,102.0,LEE,1211.7142857142856,1220.5714285714284,1211.7142857142856,0.08,0.0,0.14310304173543975
Watkins,Aston Villa,FWD,8.6,95,OK,11.05,95,1.0,95.0,AVL,1164.6190476190477,1205.8095238095236,1164.6190476190477,0.08,5.0,0.14296520423600603
Woltemade,Newcastle,FWD,6.9,84,OK,12.17,84,1.0,84.0,NEW,1244.8095238095236,1307.3333333333337,1244.8095238095236,0.07,0.0,0.11471634596993231
Raúl,Fulham,FWD,6.1,83,OK,13.61,83,1.0,83.0,FUL,1194.238095238095,1199.904761904762,1194.238095238095,0.07,0.0,0.1181506439650704
Gyökeres,Arsenal,FWD,8.8,78,OK,8.86,78,1.0,78.0,ARS,1143.809523809524,1161.4761904761904,1143.809523809524,0.07,0.0,0.11592839300582844
Evanilson,Bournemouth,FWD,7.0,77,OK,11.0,77,1.0,77.0,BOU,1177.7619047619048,1187.047619047619,1177.7619047619048,0.07,2.5,0.11326567743500586
Welbeck,Brighton,FWD,6.1,73,OK,11.97,73,1.0,73.0,BHA,1221.904761904762,1234.952380952381,1221.904761904762,0.06,5.0,0.1056547155105222
Seško,Man Utd,FWD,7.2,71,OK,9.86,71,1.0,71.0,MUN,1201.0,1213.4761904761904,1201.0,0.06,0.0,0.10049958368026643
Kroupi.Jr,Bournemouth,FWD,4.7,67,OK,14.26,67,1.0,67.0,BOU,1177.7619047619048,1187.047619047619,1177.7619047619048,0.06,0.0,0.09670885052359196
Barry,Everton,FWD,5.7,65,OK,11.4,65,1.0,65.0,EVE,1188.904761904762,1251.8095238095236,1188.904761904762,0.05,0.0,0.09294268434333319
Wilson,West Ham,FWD,5.8,62,OK,10.69,62,1.0,62.0,WHU,1173.3809523809523,1233.904761904762,1173.3809523809523,0.05,0.0,0.08982589992289275
Brobbey,Sunderland,FWD,5.5,61,OK,11.09,61,1.0,61.0,SUN,1184.8095238095236,1215.190476190476,1184.8095238095236,0.05,0.0,0.08752461717776618
Nmecha,Leeds,FWD,5.0,60,OK,12.0,60,1.0,60.0,LEE,1211.7142857142856,1220.5714285714284,1211.7142857142856,0.05,5.0,0.08830464513086538
Igor Jesus,Nott'm Forest,FWD,5.8,59,OK,10.17,59,1.0,59.0,NFO,1211.190476190476,1258.333333333333,1211.190476190476,0.05,0.0,0.08281108708472579
Isidor,Sunderland,FWD,5.1,54,OK,10.59,54,1.0,54.0,SUN,1184.8095238095236,1215.190476190476,1184.8095238095236,0.05,0.0,0.07748080864917006
Strand Larsen,Crystal Palace,FWD,6.1,53,OK,8.69,53,1.0,53.0,CRY,1118.1904761904764,1116.6666666666663,1118.1904761904764,0.05,0.0,0.08057661187292392
Tolu,Wolves,FWD,5.4,49,OK,9.07,49,1.0,49.0,WOL,1143.809523809524,1157.809523809524,1143.809523809524,0.04,0.0,0.07282681099084094
Flemming,Burnley,FWD,5.3,47,OK,8.87,47,1.0,47.0,BUR,1195.0,1241.7619047619048,1195.0,0.04,0.0,0.06686192468619247
Foster,Burnley,FWD,4.9,46,OK,9.39,46,1.0,46.0,BUR,1195.0,1241.7619047619048,1195.0,0.04,0.0,0.06543933054393304
Beto,Everton,FWD,5.0,46,OK,9.2,46,1.0,46.0,EVE,1188.904761904762,1251.8095238095236,1188.904761904762,0.04,2.5,0.0678775984299275
Mané,Wolves,FWD,4.6,46,OK,10.0,46,1.0,46.0,WOL,1143.809523809524,1157.809523809524,1143.809523809524,0.04,0.0,0.06836802664446293
Zirkzee,Man Utd,FWD,5.8,35,OK,6.03,35,1.0,35.0,MUN,1201.0,1213.4761904761904,1201.0,0.03,0.0,0.04954204829308909
Delap,Chelsea,FWD,6.2,33,OK,5.32,33,1.0,33.0,CHE,1156.0476190476188,1206.190476190476,1156.0476190476188,0.03,0.0,0.048527412777526056
Kostoulas,Brighton,FWD,4.8,30,OK,6.25,30,1.0,30.0,BHA,1221.904761904762,1234.952380952381,1221.904761904762,0.02,0.0,0.041738113795791114
Kolo Muani,Spurs,FWD,6.9,28,OK,4.06,28,1.0,28.0,TOT,1267.809523809524,1229.6190476190477,1267.809523809524,0.02,0.0,0.0375450721153846
