Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score
Raya,Arsenal,GKP,6.0,130,OK,21.67,0.0,1.0,130.0,ARS,1146.8095238095239,1185.6666666666665,1185.6666666666665,0.11
Kinsky,Spurs,GKP,4.5,16,OK,3.56,0.0,1.0,16.0,TOT,1131.4761904761904,1214.142857142857,1214.142857142857,0.01
Verbruggen,Brighton,GKP,4.5,104,OK,23.11,0.0,1.0,104.0,BHA,1155.6190476190475,1191.0952380952378,1191.0952380952378,0.09
Dubravka,Spurs,GKP,4.0,77,OK,19.25,0.0,1.0,77.0,TOT,1131.4761904761904,1214.142857142857,1214.142857142857,0.06
Lammens,Man Utd,GKP,5.0,87,OK,17.4,0.0,1.0,87.0,MUN,1130.1428571428569,1140.7142857142856,1140.7142857142856,0.08
Donnarumma,Man City,GKP,5.5,108,OK,19.64,0.0,1.0,108.0,MCI,1140.4285714285713,1174.952380952381,1174.952380952381,0.09
Pickford,Everton,GKP,5.5,108,OK,19.64,0.0,1.0,108.0,EVE,1083.1904761904761,1199.095238095238,1199.095238095238,0.09
Kelleher,Brentford,GKP,5.0,114,OK,22.8,0.0,1.0,114.0,BRE,1113.142857142857,1132.142857142857,1132.142857142857,0.1
Palmer,Ipswich Town,GKP,4.0,77,OK,19.25,0.0,1.0,77.0,IPS,1179.4761904761904,1248.2380952380952,1248.2380952380952,0.06
Martinez,Aston Villa,GKP,5.0,96,OK,19.2,0.0,1.0,96.0,AVL,1236.4285714285713,1214.8095238095234,1214.8095238095234,0.08
Roefs,Sunderland,GKP,5.0,109,OK,21.8,0.0,1.0,109.0,SUN,1200.4761904761901,1219.9047619047617,1219.9047619047617,0.09
Steele,Brighton,GKP,4.0,77,OK,19.25,0.0,1.0,77.0,BHA,1155.6190476190475,1191.0952380952378,1191.0952380952378,0.06
A.Becker,Liverpool,GKP,5.5,73,OK,13.27,0.0,1.0,73.0,LIV,1136.0952380952378,1150.904761904762,1150.904761904762,0.06
Petrović,Bournemouth,GKP,4.5,99,OK,22.0,0.0,1.0,99.0,BOU,1150.952380952381,1174.6190476190475,1174.6190476190475,0.08
