Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score,SPP,Final_Score
Kinsky,Spurs,GKP,4.5,31,OK,6.89,2.0,1.0,31.0,TOT,1131.4761904761904,1214.142857142857,1214.142857142857,0.03,0.0,0.026685492410871866
M.Bizot,Aston Villa,GKP,4.5,20,OK,4.44,1.0,1.0,20.0,AVL,1236.428571428571,1214.8095238095234,1214.8095238095234,0.02,0.0,0.017039708361099137
Rushworth,Coventry City,GKP,4.5,94,OK,20.89,1.0,1.0,94.0,COV,1121.428571428571,1134.4761904761904,1134.4761904761904,0.08,0.0,0.08347464741437208
Lammens,Man Utd,GKP,5.0,95,OK,19.0,1.0,1.0,95.0,MUN,1130.1428571428569,1140.7142857142856,1140.7142857142856,0.08,0.0,0.08389480275516595
Horníček,Newcastle,GKP,5.0,104,OK,20.8,1.0,1.0,104.0,NEW,1118.285714285714,1141.6666666666663,1141.6666666666663,0.09,0.0,0.09170802919708032
Roefs,Sunderland,GKP,5.0,116,OK,23.2,1.0,1.0,116.0,SUN,1200.47619047619,1219.9047619047617,1219.9047619047617,0.1,0.0,0.09566320555859163
Arrizabalaga,Arsenal,GKP,5.0,96,OK,19.2,0.0,1.0,96.0,ARS,1146.809523809524,1185.6666666666663,1185.6666666666663,0.08,0.0,0.08096710711273547
Meslier,Arsenal,GKP,5.0,96,OK,19.2,0.0,1.0,96.0,ARS,1146.809523809524,1185.6666666666663,1185.6666666666663,0.08,0.0,0.08096710711273547
Martinez,Aston Villa,GKP,5.0,96,OK,19.2,0.0,1.0,96.0,AVL,1236.428571428571,1214.8095238095234,1214.8095238095234,0.08,0.0,0.07902473442828586
Suzuki,Aston Villa,GKP,5.0,96,OK,19.2,0.0,1.0,96.0,AVL,1236.428571428571,1214.8095238095234,1214.8095238095234,0.08,0.0,0.07902473442828586
Forster,Bournemouth,GKP,4.0,77,OK,19.25,0.0,1.0,77.0,BOU,1150.952380952381,1174.6190476190477,1174.6190476190477,0.07,0.0,0.06555316820042972
Di Gregorio,Bournemouth,GKP,4.5,86,OK,19.11,0.0,1.0,86.0,BOU,1150.952380952381,1174.6190476190477,1174.6190476190477,0.07,0.0,0.07321522682125917
Valdimarsson,Brentford,GKP,4.5,86,OK,19.11,0.0,1.0,86.0,BRE,1113.142857142857,1132.142857142857,1132.142857142857,0.08,0.0,0.07596214511041009
Steele,Brighton,GKP,4.0,77,OK,19.25,0.0,1.0,77.0,BHA,1155.6190476190477,1191.0952380952378,1191.0952380952378,0.06,0.0,0.06464638388038221
Penders,Chelsea,GKP,4.5,86,OK,19.11,0.0,1.0,86.0,CHE,1201.142857142857,1178.5714285714284,1178.5714285714284,0.07,0.0,0.07296969696969698
Dovin,Coventry City,GKP,4.0,77,OK,19.25,0.0,1.0,77.0,COV,1121.428571428571,1134.4761904761904,1134.4761904761904,0.07,0.0,0.06787273337810612
De Cuyper,Brighton,DEF,4.6,196,OK,42.61,17.0,1.0,196.0,BHA,1155.6190476190477,1191.0952380952378,1191.0952380952378,0.16,2.0,0.1762243633310679
Mendy,Hull City,DEF,4.0,184,OK,46.0,15.0,1.0,184.0,HUL,1114.4761904761904,1136.4761904761904,1136.4761904761904,0.16,0.0,0.17114304868851088
Ajayi,Hull City,DEF,4.0,177,OK,44.25,14.0,1.0,177.0,HUL,1114.4761904761904,1136.4761904761904,1136.4761904761904,0.16,0.0,0.16436771976870865
Kayode,Brentford,DEF,4.6,189,OK,41.09,13.0,1.0,189.0,BRE,1113.142857142857,1132.142857142857,1132.142857142857,0.17,0.0,0.17497791798107257
White,Arsenal,DEF,5.5,120,OK,21.82,11.0,1.0,120.0,ARS,1146.809523809524,1185.6666666666663,1185.6666666666663,0.1,0.0,0.10770312060725334
Bijol,Leeds,DEF,5.0,155,OK,31.0,10.0,1.0,155.0,LEE,1169.5714285714284,1213.2380952380952,1213.2380952380952,0.13,0.0,0.13352696443990894
Justin,Leeds,DEF,4.5,151,OK,33.56,10.0,1.0,151.0,LEE,1169.5714285714284,1213.2380952380952,1213.2380952380952,0.12,0.75,0.13084818274589843
Guéhi,Man City,DEF,6.0,219,OK,36.5,10.0,1.0,219.0,MCI,1140.428571428571,1174.952380952381,1174.952380952381,0.19,0.0,0.19234822079922184
Calafiori,Arsenal,DEF,5.6,156,OK,27.86,9.0,1.0,156.0,ARS,1146.809523809524,1185.6666666666663,1185.6666666666663,0.13,0.0,0.13688501546246842
Gvardiol,Man City,DEF,5.5,132,OK,24.0,9.0,1.0,132.0,MCI,1140.428571428571,1174.952380952381,1174.952380952381,0.11,0.0,0.11770689794925834
Ajer,Brentford,DEF,4.5,122,OK,27.11,8.0,1.0,122.0,BRE,1113.142857142857,1132.142857142857,1132.142857142857,0.11,0.0,0.11270662460567824
Egan,Hull City,DEF,4.0,131,OK,32.75,8.0,1.0,131.0,HUL,1114.4761904761904,1136.4761904761904,1136.4761904761904,0.12,0.0,0.120196094862985
Wieffer,Brighton,DEF,5.0,141,OK,28.2,7.0,1.0,141.0,BHA,1155.6190476190477,1191.0952380952378,1191.0952380952378,0.12,0.0,0.12249230400191903
Mosquera,Arsenal,DEF,5.5,78,OK,14.18,6.0,1.0,78.0,ARS,1146.809523809524,1185.6666666666663,1185.6666666666663,0.07,0.0,0.06932808546527976
Collins,Brentford,DEF,5.5,149,OK,27.09,6.0,1.0,149.0,BRE,1113.142857142857,1132.142857142857,1132.142857142857,0.13,0.0,0.1353186119873817
Boscagli,Brighton,DEF,4.5,77,OK,17.11,6.0,1.0,77.0,BHA,1155.6190476190477,1191.0952380952378,1191.0952380952378,0.06,0.0,0.06817255027385762
Dunk,Brighton,DEF,4.5,126,OK,28.0,6.0,1.0,126.0,BHA,1155.6190476190477,1191.0952380952378,1191.0952380952378,0.11,0.0,0.1093111581977372
Vuskovic,Brighton,DEF,5.0,134,OK,26.8,6.0,1.0,134.0,BHA,1155.6190476190477,1191.0952380952378,1191.0952380952378,0.11,0.0,0.1160276656138808
Lacroix,Chelsea,DEF,6.0,169,OK,28.17,6.0,1.0,169.0,CHE,1201.142857142857,1178.5714285714284,1178.5714285714284,0.14,0.0,0.14695757575757576
Tarkowski,Everton,DEF,6.0,182,OK,30.33,6.0,1.0,182.0,EVE,1083.190476190476,1199.095238095238,1199.095238095238,0.15,0.0,0.15528374568126763
Branthwaite,Everton,DEF,5.5,71,OK,12.91,6.0,1.0,71.0,EVE,1083.190476190476,1199.095238095238,1199.095238095238,0.06,0.0,0.06271395099479767
Mykolenko,Everton,DEF,4.5,122,OK,27.11,6.0,1.0,122.0,EVE,1083.190476190476,1199.095238095238,1199.095238095238,0.1,0.0,0.1052460188237163
Castagne,Fulham,DEF,4.5,94,OK,20.89,6.0,1.0,94.0,FUL,1121.857142857143,1149.4761904761904,1149.4761904761904,0.08,0.0,0.08543021666183356
Coyle,Hull City,DEF,4.0,116,OK,29.0,6.0,1.0,116.0,HUL,1114.4761904761904,1136.4761904761904,1136.4761904761904,0.1,0.0,0.105765524176653
Giles,Hull City,DEF,4.0,116,OK,29.0,6.0,1.0,116.0,HUL,1114.4761904761904,1136.4761904761904,1136.4761904761904,0.1,0.75,0.10642545881169867
Rodon,Leeds,DEF,4.5,133,OK,29.56,6.0,1.0,133.0,LEE,1169.5714285714284,1213.2380952380952,1213.2380952380952,0.11,0.0,0.1130857995133056
Bogle,Leeds,DEF,4.5,122,OK,27.11,6.0,1.0,122.0,LEE,1169.5714285714284,1213.2380952380952,1213.2380952380952,0.1,0.0,0.10401915377973155
Muharemović,Leeds,DEF,5.0,134,OK,26.8,6.0,1.0,134.0,LEE,1169.5714285714284,1213.2380952380952,1213.2380952380952,0.11,0.0,0.1139100400345396
Gabriel,Arsenal,DEF,8.0,205,OK,25.62,5.0,1.08,221.4,ARS,1146.809523809524,1185.6666666666663,1185.6666666666663,0.19,0.0,0.189682316558898
Aina,Nott'm Forest,DEF,4.5,92,OK,20.44,5.0,1.0,92.0,NFO,1154.142857142857,1224.3809523809523,1224.3809523809523,0.08,0.0,0.0779985998755445
O'Shea,Ipswich Town,DEF,4.0,101,OK,25.25,4.0,1.0,101.0,IPS,1179.4761904761904,1248.2380952380952,1248.2380952380952,0.08,0.0,0.08315721207034678
Murillo,Nott'm Forest,DEF,5.5,97,OK,17.64,4.0,1.0,97.0,NFO,1154.142857142857,1224.3809523809523,1224.3809523809523,0.08,0.0,0.08151057871810828
Acheampong,Chelsea,DEF,4.5,54,OK,12.0,3.0,1.0,54.0,CHE,1201.142857142857,1178.5714285714284,1178.5714285714284,0.05,0.0,0.0476
Thomas,Coventry City,DEF,4.0,93,OK,23.25,3.0,1.0,93.0,COV,1121.428571428571,1134.4761904761904,1134.4761904761904,0.08,0.0,0.08382723304231028
Richards,Crystal Palace,DEF,5.0,125,OK,25.0,3.0,1.0,125.0,CRY,1177.4285714285716,1240.904761904762,1240.904761904762,0.1,0.0,0.10242526574312137
J.Cuenca,Fulham,DEF,4.5,54,OK,12.0,3.0,1.0,54.0,FUL,1121.857142857143,1149.4761904761904,1149.4761904761904,0.05,0.0,0.04880483864286011
Thiaw,Newcastle,DEF,5.0,124,OK,24.8,3.0,1.0,124.0,NEW,1118.285714285714,1141.6666666666663,1141.6666666666663,0.11,0.0,0.11045255474452557
Botman,Newcastle,DEF,5.0,94,OK,18.8,3.0,1.0,94.0,NEW,1118.285714285714,1141.6666666666663,1141.6666666666663,0.08,0.0,0.08417518248175185
Hall,Newcastle,DEF,5.0,86,OK,17.2,3.0,1.0,86.0,NEW,1118.285714285714,1141.6666666666663,1141.6666666666663,0.08,0.0,0.07716788321167885
Senesi,Spurs,DEF,6.0,163,OK,27.17,3.0,1.0,163.0,TOT,1131.4761904761904,1214.142857142857,1214.142857142857,0.13,0.0,0.13598070361218967
Robertson,Spurs,DEF,4.5,67,OK,14.89,3.0,1.0,67.0,TOT,1131.4761904761904,1214.142857142857,1214.142857142857,0.06,0.0,0.0569125779503471
Silva,Bournemouth,DEF,5.0,35,OK,7.0,2.0,1.0,35.0,BOU,1150.952380952381,1174.6190476190477,1174.6190476190477,0.03,0.0,0.03098877042202132
Diop,Ipswich Town,DEF,4.0,40,OK,10.0,2.0,1.0,40.0,IPS,1179.4761904761904,1248.2380952380952,1248.2380952380952,0.03,0.0,0.03316674932285507
Davis,Ipswich Town,DEF,4.0,86,OK,21.5,2.0,1.0,86.0,IPS,1179.4761904761904,1248.2380952380952,1248.2380952380952,0.07,4.0,0.0732232098577042
Greaves,Ipswich Town,DEF,4.0,86,OK,21.5,2.0,1.0,86.0,IPS,1179.4761904761904,1248.2380952380952,1248.2380952380952,0.07,0.0,0.07001869301491627
Virgil,Liverpool,DEF,6.5,155,OK,23.85,2.0,1.0,155.0,LIV,1136.0952380952378,1150.904761904762,1150.904761904762,0.13,0.0,0.13589308618478216
O'Reilly,Man City,DEF,6.5,143,OK,22.0,2.0,1.0,143.0,MCI,1140.428571428571,1174.952380952381,1174.952380952381,0.12,0.0,0.12289859771419308
Rúben,Man City,DEF,5.5,106,OK,19.27,2.0,1.0,106.0,MCI,1140.428571428571,1174.952380952381,1174.952380952381,0.09,0.0,0.0914079597957364
Khusanov,Man City,DEF,5.5,69,OK,12.55,2.0,1.0,69.0,MCI,1140.428571428571,1174.952380952381,1174.952380952381,0.06,0.0,0.05991732187727973
N.Williams,Nott'm Forest,DEF,5.0,118,OK,23.6,2.0,1.0,118.0,NFO,1154.142857142857,1224.3809523809523,1224.3809523809523,0.1,0.75,0.09813122277535782
Milenković,Nott'm Forest,DEF,5.5,110,OK,20.0,2.0,1.0,110.0,NFO,1154.142857142857,1224.3809523809523,1224.3809523809523,0.09,0.0,0.09098475420037337
Hume,Sunderland,DEF,4.5,103,OK,22.89,2.0,1.0,103.0,SUN,1200.47619047619,1219.9047619047617,1219.9047619047617,0.08,2.0,0.0872199234912952
Hincapie,Arsenal,DEF,5.4,77,OK,14.26,1.0,1.0,77.0,ARS,1146.809523809524,1185.6666666666663,1185.6666666666663,0.06,0.0,0.06553275231937028
Mings,Aston Villa,DEF,4.5,48,OK,10.67,1.0,1.0,48.0,AVL,1236.428571428571,1214.8095238095234,1214.8095238095234,0.04,0.0,0.040088589236015854
Ruggeri,Aston Villa,DEF,4.5,87,OK,19.33,1.0,1.0,87.0,AVL,1236.428571428571,1214.8095238095234,1214.8095238095234,0.07,0.0,0.07219238759750699
Hill,Bournemouth,DEF,5.5,96,OK,17.45,1.0,1.0,96.0,BOU,1150.952380952381,1174.6190476190477,1174.6190476190477,0.08,0.0,0.08232456318157863
Truffert,Bournemouth,DEF,5.5,140,OK,25.45,1.0,1.0,140.0,BOU,1150.952380952381,1174.6190476190477,1174.6190476190477,0.12,0.0,0.11978351643896702
Smith,Bournemouth,DEF,4.5,54,OK,12.0,1.0,1.0,54.0,BOU,1150.952380952381,1174.6190476190477,1174.6190476190477,0.05,0.0,0.04656828961770787
Hickey,Brentford,DEF,4.5,37,OK,8.22,1.0,1.0,37.0,BRE,1113.142857142857,1132.142857142857,1132.142857142857,0.03,0.0,0.033299684542586756
Costinha,Brighton,DEF,4.5,87,OK,19.33,1.0,1.0,87.0,BHA,1155.6190476190477,1191.0952380952378,1191.0952380952378,0.07,0.0,0.07362971254947429
Hinshelwood,Brighton,MID,6.0,194,DOUBT,32.33,16.0,1.0,194.0,BHA,1155.6190476190477,1191.0952380952378,1155.6190476190477,0.17,0.0,0.1775671666391956
M.Sangaré,Brentford,MID,5.6,178,OK,31.79,14.0,1.0,178.0,BRE,1113.142857142857,1132.142857142857,1113.142857142857,0.16,0.0,0.16871149897330598
Palmer,Chelsea,MID,9.5,190,OK,20.0,13.0,1.08,205.2,CHE,1201.142857142857,1178.5714285714284,1201.142857142857,0.17,5.0,0.18257611798287343
Stach,Leeds,MID,6.0,208,OK,34.67,13.0,1.0,208.0,LEE,1169.5714285714284,1213.2380952380952,1169.5714285714284,0.18,4.0,0.18904360571637965
Gakpo,Liverpool,MID,7.0,196,OK,28.0,12.0,1.0,196.0,LIV,1136.0952380952378,1150.904761904762,1136.0952380952378,0.17,0.75,0.18057465001257444
Ødegaard,Arsenal,MID,6.6,143,OK,21.67,11.0,1.0,143.0,ARS,1146.809523809524,1185.6666666666663,1146.809523809524,0.12,0.0,0.13140804717020302
Dewsbury-Hall,Everton,MID,6.5,204,OK,31.38,11.0,1.0,204.0,EVE,1083.190476190476,1199.095238095238,1083.190476190476,0.19,2.0,0.19728755440277843
Tavernier,Bournemouth,MID,6.0,186,OK,31.0,10.0,1.0,186.0,BOU,1150.952380952381,1174.6190476190477,1150.952380952381,0.16,4.0,0.17116259826230865
Lewis-Potter,Brentford,MID,5.5,169,OK,30.73,10.0,1.0,169.0,BRE,1113.142857142857,1132.142857142857,1113.142857142857,0.15,0.0,0.15811088295687886
Saka,Arsenal,MID,9.5,194,OK,20.42,9.0,1.08,209.52,ARS,1146.809523809524,1185.6666666666663,1146.809523809524,0.18,3.25,0.19102561973176096
Janelt,Brentford,MID,5.0,128,OK,25.6,9.0,1.0,128.0,BRE,1113.142857142857,1132.142857142857,1113.142857142857,0.11,2.0,0.12244609856262835
Ndiaye,Everton,MID,6.0,171,OK,28.5,9.0,1.0,171.0,EVE,1083.190476190476,1199.095238095238,1083.190476190476,0.16,5.0,0.1682991163669935
Elanga,Newcastle,MID,6.0,107,OK,17.83,9.0,1.0,107.0,NEW,1118.285714285714,1141.6666666666663,1118.285714285714,0.1,0.0,0.10131578947368423
Xhaka,Sunderland,MID,5.5,168,OK,30.55,9.0,1.0,168.0,SUN,1200.47619047619,1219.9047619047617,1200.47619047619,0.14,4.0,0.148524395081317
Rogers,Chelsea,MID,7.5,196,OK,26.13,8.0,1.0,196.0,CHE,1201.142857142857,1178.5714285714284,1201.142857142857,0.16,0.0,0.16784015223596574
Armstrong,Everton,MID,5.0,78,OK,15.6,8.0,1.0,78.0,EVE,1083.190476190476,1199.095238095238,1083.190476190476,0.07,0.0,0.07717940827361851
Szoboszlai,Liverpool,MID,7.0,189,OK,27.0,8.0,1.0,189.0,LIV,1136.0952380952378,1150.904761904762,1136.0952380952378,0.17,4.0,0.17480928828904355
Cherki,Man City,MID,7.5,169,OK,22.53,8.0,1.0,169.0,MCI,1140.428571428571,1174.952380952381,1140.428571428571,0.15,2.0,0.1548540648878868
King,Fulham,MID,5.5,104,OK,18.91,7.0,1.0,104.0,FUL,1121.857142857143,1149.4761904761904,1121.857142857143,0.09,0.0,0.09707118298739335
Clarke,Ipswich Town,MID,5.5,146,OK,26.55,7.0,1.0,146.0,IPS,1179.4761904761904,1248.2380952380952,1179.4761904761904,0.12,0.0,0.12793814849206672
Tzolis,Arsenal,MID,6.5,154,OK,23.69,6.0,1.0,154.0,ARS,1146.809523809524,1185.6666666666663,1146.809523809524,0.13,0.0,0.1379479300751567
Jensen,Brentford,MID,5.5,124,OK,22.55,6.0,1.0,124.0,BRE,1113.142857142857,1132.142857142857,1113.142857142857,0.11,4.0,0.11876283367556467
Gomez,Brighton,MID,5.0,123,OK,24.6,6.0,1.0,123.0,BHA,1155.6190476190477,1191.0952380952378,1155.6190476190477,0.11,0.0,0.11007087522663589
Slater,Hull City,MID,4.5,121,OK,26.89,6.0,1.0,121.0,HUL,1114.4761904761904,1136.4761904761904,1114.4761904761904,0.11,2.5,0.11458297726884295
Willock,Newcastle,MID,5.0,76,OK,15.2,6.0,1.0,76.0,NEW,1118.285714285714,1141.6666666666663,1118.285714285714,0.07,0.0,0.07171691364333165
Lukić,Ipswich Town,MID,5.0,92,OK,18.4,5.0,1.0,92.0,IPS,1179.4761904761904,1248.2380952380952,1179.4761904761904,0.08,0.0,0.08096814566595342
Enciso,Ipswich Town,MID,5.5,131,OK,23.82,5.0,1.0,131.0,IPS,1179.4761904761904,1248.2380952380952,1179.4761904761904,0.11,0.0,0.11403367112115953
Ampadu,Leeds,MID,5.5,145,OK,26.36,5.0,1.0,145.0,LEE,1169.5714285714284,1213.2380952380952,1169.5714285714284,0.12,0.0,0.1269695859289117
Gravenberch,Liverpool,MID,6.0,153,OK,25.5,5.0,1.0,153.0,LIV,1136.0952380952378,1150.904761904762,1136.0952380952378,0.13,0.0,0.13775253583703584
Angulo,Sunderland,MID,5.0,48,OK,9.6,5.0,1.0,48.0,SUN,1200.47619047619,1219.9047619047617,1200.47619047619,0.04,0.0,0.042899642998810016
Wharton,Crystal Palace,MID,5.5,120,OK,21.82,4.0,1.0,120.0,CRY,1177.4285714285716,1240.904761904762,1177.4285714285716,0.1,4.0,0.10769230769230768
Núñez,Ipswich Town,MID,5.0,114,OK,22.8,4.0,1.0,114.0,IPS,1179.4761904761904,1248.2380952380952,1179.4761904761904,0.1,0.0,0.09902700956841214
Munoz,Liverpool,MID,6.5,139,OK,21.38,4.0,1.0,139.0,LIV,1136.0952380952378,1150.904761904762,1136.0952380952378,0.12,0.0,0.1248134797552184
Lewis-Skelly,Arsenal,MID,5.5,116,OK,21.09,3.0,1.0,116.0,ARS,1146.809523809524,1185.6666666666663,1146.809523809524,0.1,0.0,0.10298135614333759
Rice,Arsenal,MID,7.5,170,OK,22.67,3.0,1.0,170.0,ARS,1146.809523809524,1185.6666666666663,1146.809523809524,0.15,4.0,0.15355645060831288
Kluivert,Bournemouth,MID,6.0,56,OK,9.33,3.0,1.0,56.0,BOU,1150.952380952381,1174.6190476190477,1150.952380952381,0.05,0.0,0.05047993380223417
Cook,Bournemouth,MID,5.0,55,OK,11.0,3.0,1.0,55.0,BOU,1150.952380952381,1174.6190476190477,1150.952380952381,0.05,2.0,0.0513487794786926
Schade,Brentford,MID,6.0,123,OK,20.5,3.0,1.0,123.0,BRE,1113.142857142857,1132.142857142857,1113.142857142857,0.11,0.0,0.11238449691991786
O.Dango,Brentford,MID,6.5,132,OK,20.31,3.0,1.0,132.0,BRE,1113.142857142857,1132.142857142857,1113.142857142857,0.12,0.0,0.12046971252566735
Kamada,Crystal Palace,MID,5.0,76,OK,15.2,3.0,1.0,76.0,CRY,1177.4285714285716,1240.904761904762,1177.4285714285716,0.06,1.25,0.06739262314972093
George,Everton,MID,5.5,36,OK,6.55,3.0,1.0,36.0,EVE,1083.190476190476,1199.095238095238,1083.190476190476,0.03,0.0,0.03517386908163715
Röhl,Everton,MID,5.0,52,OK,10.4,3.0,1.0,52.0,EVE,1083.190476190476,1199.095238095238,1083.190476190476,0.05,0.0,0.04994504769859763
Hackney,Everton,MID,5.5,116,DOUBT,21.09,3.0,1.0,116.0,EVE,1083.190476190476,1199.095238095238,1083.190476190476,0.11,0.0,0.10902976216643956
Belloumi,Hull City,MID,5.0,107,OK,21.4,3.0,1.0,107.0,HUL,1114.4761904761904,1136.4761904761904,1114.4761904761904,0.1,0.0,0.09789352247479063
Stroud,Hull City,MID,5.0,107,OK,21.4,3.0,1.0,107.0,HUL,1114.4761904761904,1136.4761904761904,1114.4761904761904,0.1,0.0,0.09789352247479063
Wilson,Leeds,MID,6.5,157,OK,24.15,3.0,1.0,157.0,LEE,1169.5714285714284,1213.2380952380952,1169.5714285714284,0.13,0.0,0.13603273482350067
Aaronson,Leeds,MID,5.5,124,OK,22.55,3.0,1.0,124.0,LEE,1169.5714285714284,1213.2380952380952,1169.5714285714284,0.11,0.0,0.10781727128374252
L.Miley,Newcastle,MID,5.5,80,OK,14.55,3.0,1.0,80.0,NEW,1118.285714285714,1141.6666666666663,1118.285714285714,0.07,0.0,0.07341594276954523
Ndoye,Nott'm Forest,MID,5.5,63,OK,11.45,3.0,1.0,63.0,NFO,1154.142857142857,1224.3809523809523,1154.142857142857,0.05,0.0,0.05640549572966951
McAtee,Nott'm Forest,MID,5.5,36,OK,6.55,3.0,1.0,36.0,NFO,1154.142857142857,1224.3809523809523,1154.142857142857,0.03,0.0,0.03301151132565912
Buendía,Aston Villa,MID,6.0,97,OK,16.17,2.0,1.0,97.0,AVL,1236.428571428571,1214.8095238095234,1236.428571428571,0.08,0.0,0.07958405545927212
Barkley,Aston Villa,MID,5.0,60,OK,12.0,2.0,1.0,60.0,AVL,1236.428571428571,1214.8095238095234,1236.428571428571,0.05,0.0,0.04965915655690353
Kamara,Aston Villa,MID,5.0,64,OK,12.8,2.0,1.0,64.0,AVL,1236.428571428571,1214.8095238095234,1236.428571428571,0.05,0.0,0.05289428076256501
George Hemmings,Aston Villa,MID,4.5,90,OK,20.0,2.0,1.0,90.0,AVL,1236.428571428571,1214.8095238095234,1236.428571428571,0.07,0.0,0.07392258809936456
Rayan,Bournemouth,MID,6.5,69,OK,10.62,2.0,1.0,69.0,BOU,1150.952380952381,1174.6190476190477,1150.952380952381,0.06,0.0,0.06116673562267274
Scott,Bournemouth,MID,6.0,124,OK,20.67,2.0,1.0,124.0,BOU,1150.952380952381,1174.6190476190477,1150.952380952381,0.11,3.25,0.11177699627637568
Groß,Brighton,MID,5.5,78,OK,14.18,2.0,1.0,78.0,BHA,1155.6190476190477,1191.0952380952378,1155.6190476190477,0.07,4.0,0.07216911158727543
Ayari,Brighton,MID,5.5,94,OK,17.09,2.0,1.0,94.0,BHA,1155.6190476190477,1191.0952380952378,1155.6190476190477,0.08,1.25,0.08363482775671666
Onyeka,Coventry City,MID,5.0,25,OK,5.0,2.0,1.0,25.0,COV,1121.428571428571,1134.4761904761904,1121.428571428571,0.02,0.0,0.023541401273885355
Grimes,Coventry City,MID,5.0,99,OK,19.8,2.0,1.0,99.0,COV,1121.428571428571,1134.4761904761904,1121.428571428571,0.09,0.0,0.0895286624203822
João Pedro,Chelsea,FWD,7.6,225,OK,29.61,11.0,1.08,243.0,CHE,1201.142857142857,1178.5714285714284,1201.142857142857,0.2,0.0,0.20871788772597527
Emersonn,Ipswich Town,FWD,5.5,156,OK,28.36,9.0,1.0,156.0,IPS,1179.4761904761904,1248.2380952380952,1179.4761904761904,0.13,0.0,0.13760345593281928
Barry,Everton,FWD,5.5,137,OK,24.91,8.0,1.0,137.0,EVE,1083.190476190476,1199.095238095238,1083.190476190476,0.13,0.0,0.1316481294236603
Havertz,Arsenal,FWD,7.5,74,OK,9.87,6.0,1.0,74.0,ARS,1146.809523809524,1185.6666666666663,1146.809523809524,0.06,0.0,0.06818917908898392
Gonzalo,Fulham,FWD,6.0,142,OK,23.67,6.0,1.0,142.0,FUL,1121.857142857143,1149.4761904761904,1121.857142857143,0.13,0.0,0.13031962307398445
Georginio,Brighton,FWD,5.5,126,DOUBT,22.91,5.0,1.0,126.0,BHA,1155.6190476190477,1191.0952380952378,1155.6190476190477,0.11,0.0,0.11206115048623701
McBurnie,Hull City,FWD,5.5,126,OK,22.91,5.0,1.0,126.0,HUL,1114.4761904761904,1136.4761904761904,1114.4761904761904,0.11,0.0,0.11619808579729962
Evanilson,Bournemouth,FWD,6.0,122,OK,20.33,4.0,1.0,122.0,BOU,1150.952380952381,1174.6190476190477,1150.952380952381,0.11,0.0,0.10843194042201075
Wissa,Newcastle,FWD,6.0,52,OK,8.67,4.0,1.0,52.0,NEW,1118.285714285714,1141.6666666666663,1118.285714285714,0.05,0.0,0.04900357690342362
