Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score
Keane,Everton,DEF,4.6,67,OK,14.57,11.0,1.0,67.0,EVE,1192.2666666666667,1180.0666666666668,1180.0666666666668,0.06
Mitchell,Crystal Palace,DEF,5.0,62,OK,12.4,7.0,1.0,62.0,CRY,1138.2666666666667,1175.8,1175.8,0.05
Cash,Aston Villa,DEF,4.7,60,OK,12.77,8.0,1.0,60.0,AVL,1132.8666666666666,1162.8666666666666,1162.8666666666666,0.05
Richards,Crystal Palace,DEF,4.6,59,OK,12.83,7.0,1.0,59.0,CRY,1138.2666666666667,1175.8,1175.8,0.05
Van de Ven,Spurs,DEF,4.8,58,OK,12.08,0.0,1.0,58.0,TOT,1140.3999999999999,1179.6666666666665,1179.6666666666665,0.05
Cucurella,Chelsea,DEF,6.2,56,OK,9.03,7.0,1.0,56.0,CHE,1211.7333333333333,1195.1333333333334,1195.1333333333334,0.05
O'Reilly,Man City,DEF,5.2,56,OK,10.77,5.0,1.0,56.0,MCI,1128.7333333333333,1145.0666666666666,1145.0666666666666,0.05
James,Chelsea,DEF,5.6,55,OK,9.82,9.0,1.0,55.0,CHE,1211.7333333333333,1195.1333333333334,1195.1333333333334,0.05
Mukiele,Sunderland,DEF,4.2,55,OK,13.1,4.0,1.0,55.0,SUN,1169.8666666666668,1260.2666666666667,1260.2666666666667,0.04
Tarkowski,Everton,DEF,5.4,54,OK,10.0,11.0,1.0,54.0,EVE,1192.2666666666667,1180.0666666666668,1180.0666666666668,0.05
Andersen,Fulham,DEF,4.5,53,OK,11.78,14.0,1.0,53.0,FUL,1173.8,1198.8666666666666,1198.8666666666666,0.04
Rúben,Man City,DEF,5.6,53,OK,9.46,8.0,1.0,53.0,MCI,1128.7333333333333,1145.0666666666666,1145.0666666666666,0.05
Burn,Newcastle,DEF,5.1,53,OK,10.39,5.0,1.0,53.0,NEW,1125.1333333333334,1170.3333333333333,1170.3333333333333,0.05
Ballard,Sunderland,DEF,4.6,53,OK,11.52,4.0,1.0,53.0,SUN,1169.8666666666668,1260.2666666666667,1260.2666666666667,0.04
Digne,Aston Villa,DEF,4.5,50,OK,11.11,8.0,1.0,50.0,AVL,1132.8666666666666,1162.8666666666666,1162.8666666666666,0.04
Virgil,Liverpool,DEF,6.0,50,OK,8.33,9.0,1.0,50.0,LIV,1100.5333333333333,1153.0,1153.0,0.04
Rodon,Leeds,DEF,4.1,49,OK,11.95,3.0,1.0,49.0,LEE,1182.6,1272.4,1272.4,0.04
Matheus N.,Man City,DEF,5.3,49,OK,9.25,4.0,1.0,49.0,MCI,1128.7333333333333,1145.0666666666666,1145.0666666666666,0.04
Van Hecke,Brighton,DEF,4.4,48,OK,10.91,8.0,1.0,48.0,BHA,1138.7333333333333,1177.9333333333332,1177.9333333333332,0.04
Konate,Liverpool,DEF,5.4,47,OK,8.7,8.0,1.0,47.0,LIV,1100.5333333333333,1153.0,1153.0,0.04
Pedro Porro,Spurs,DEF,5.4,47,OK,8.7,1.0,1.0,47.0,TOT,1140.3999999999999,1179.6666666666665,1179.6666666666665,0.04
Truffert,Bournemouth,DEF,4.5,46,OK,10.22,1.0,1.0,46.0,BOU,1143.1333333333332,1173.2666666666667,1173.2666666666667,0.04
Thiaw,Newcastle,DEF,4.9,46,OK,9.39,46.0,1.0,46.0,NEW,1125.1333333333334,1170.3333333333333,1170.3333333333333,0.04
Alderete,Sunderland,DEF,4.1,45,OK,10.98,0.0,1.0,45.0,SUN,1169.8666666666668,1260.2666666666667,1260.2666666666667,0.04
Tete,Fulham,DEF,4.5,44,OK,9.78,18.0,1.0,44.0,FUL,1173.8,1198.8666666666666,1198.8666666666666,0.04
Konsa,Aston Villa,DEF,4.4,43,OK,9.77,10.0,1.0,43.0,AVL,1132.8666666666666,1162.8666666666666,1162.8666666666666,0.04
De Ligt,Man Utd,DEF,5.0,42,OK,8.4,3.0,1.0,42.0,MUN,1114.8,1174.2,1174.2,0.04
Gusto,Chelsea,DEF,4.9,42,OK,8.57,3.0,1.0,42.0,CHE,1211.7333333333333,1195.1333333333334,1195.1333333333334,0.04
Hume,Sunderland,DEF,4.5,42,OK,9.33,1.0,1.0,42.0,SUN,1169.8666666666668,1260.2666666666667,1260.2666666666667,0.03
Saliba,Arsenal,DEF,6.0,41,DOUBT,6.83,2.0,1.0,41.0,ARS,1154.5333333333335,1185.8,1185.8,0.03
Bassey,Fulham,DEF,4.5,41,OK,9.11,13.0,1.0,41.0,FUL,1173.8,1198.8666666666666,1198.8666666666666,0.03
Gvardiol,Man City,DEF,5.8,41,OK,7.07,7.0,1.0,41.0,MCI,1128.7333333333333,1145.0666666666666,1145.0666666666666,0.04
Livramento,Newcastle,DEF,4.9,41,DOUBT,8.37,4.0,1.0,41.0,NEW,1125.1333333333334,1170.3333333333333,1170.3333333333333,0.04
Hartman,Burnley,DEF,4.0,40,OK,10.0,4.0,1.0,40.0,BUR,1159.6,1193.5333333333333,1193.5333333333333,0.03
Van den Berg,Brentford,DEF,4.5,39,OK,8.67,5.0,1.0,39.0,BRE,1159.2666666666667,1198.3333333333333,1198.3333333333333,0.03
Collins,Brentford,DEF,4.9,37,OK,7.55,5.0,1.0,37.0,BRE,1159.2666666666667,1198.3333333333333,1198.3333333333333,0.03
Kayode,Brentford,DEF,4.5,37,OK,8.22,3.0,1.0,37.0,BRE,1159.2666666666667,1198.3333333333333,1198.3333333333333,0.03
Dunk,Brighton,DEF,4.5,36,OK,8.0,7.0,1.0,36.0,BHA,1138.7333333333333,1177.9333333333332,1177.9333333333332,0.03
Pau,Aston Villa,DEF,4.3,35,OK,8.14,35.0,1.0,35.0,AVL,1132.8666666666666,1162.8666666666666,1162.8666666666666,0.03
Romero,Spurs,DEF,5.0,35,OK,7.0,1.0,1.0,35.0,TOT,1140.3999999999999,1179.6666666666665,1179.6666666666665,0.03
Diouf,West Ham,DEF,4.2,35,OK,8.33,4.0,1.0,35.0,WHU,1180.3999999999999,1230.6666666666667,1230.6666666666667,0.03
Estève,Burnley,DEF,3.9,34,OK,8.72,6.0,1.0,34.0,BUR,1159.6,1193.5333333333333,1193.5333333333333,0.03
O'Brien,Everton,DEF,4.9,34,OK,6.94,6.0,1.0,34.0,EVE,1192.2666666666667,1180.0666666666668,1180.0666666666668,0.03
N.Williams,Nott'm Forest,DEF,4.7,34,OK,7.23,34.0,1.0,34.0,NFO,1113.8666666666666,1174.2,1174.2,0.03
De Cuyper,Brighton,DEF,4.3,32,OK,7.44,32.0,1.0,32.0,BHA,1138.7333333333333,1177.9333333333332,1177.9333333333332,0.03
Botman,Newcastle,DEF,4.9,32,DOUBT,6.53,1.0,1.0,32.0,NEW,1125.1333333333334,1170.3333333333333,1170.3333333333333,0.03
Diakité,Bournemouth,DEF,4.4,31,OK,7.05,1.0,1.0,31.0,BOU,1143.1333333333332,1173.2666666666667,1173.2666666666667,0.03
F.Kadıoğlu,Brighton,DEF,4.4,31,OK,7.05,31.0,1.0,31.0,BHA,1138.7333333333333,1177.9333333333332,1177.9333333333332,0.03
Shaw,Man Utd,DEF,4.5,31,OK,6.89,3.0,1.0,31.0,MUN,1114.8,1174.2,1174.2,0.03
Spence,Spurs,DEF,4.4,31,OK,7.05,0.0,1.0,31.0,TOT,1140.3999999999999,1179.6666666666665,1179.6666666666665,0.03
Semenyo,Bournemouth,MID,7.8,76,OK,9.74,1.0,1.0,76.0,BOU,1143.1333333333332,1173.2666666666667,1143.1333333333332,0.07
Rice,Arsenal,MID,7.0,75,OK,10.71,10.0,1.0,75.0,ARS,1154.5333333333335,1185.8,1154.5333333333335,0.06
Minteh,Brighton,MID,6.2,64,OK,10.32,14.0,1.0,64.0,BHA,1138.7333333333333,1177.9333333333332,1138.7333333333333,0.06
Bruno G.,Newcastle,MID,6.7,64,OK,9.55,14.0,1.0,64.0,NEW,1125.1333333333334,1170.3333333333333,1125.1333333333334,0.06
Eze,Arsenal,MID,7.8,63,OK,8.08,22.0,1.0,63.0,ARS,1154.5333333333335,1185.8,1154.5333333333335,0.05
B.Fernandes,Man Utd,MID,8.9,63,OK,7.08,13.0,1.0,63.0,MUN,1114.8,1174.2,1114.8,0.06
Neto,Chelsea,MID,7.2,62,OK,8.61,10.0,1.0,62.0,CHE,1211.7333333333333,1195.1333333333334,1211.7333333333333,0.05
Gakpo,Liverpool,MID,7.5,62,OK,8.27,16.0,1.0,62.0,LIV,1100.5333333333333,1153.0,1100.5333333333333,0.06
Mbeumo,Man Utd,MID,8.6,62,OK,7.21,2.0,1.0,62.0,MUN,1114.8,1174.2,1114.8,0.06
Enzo,Chelsea,MID,6.7,61,OK,9.1,13.0,1.0,61.0,CHE,1211.7333333333333,1195.1333333333334,1211.7333333333333,0.05
Ndiaye,Everton,MID,6.6,60,OK,9.09,5.0,1.0,60.0,EVE,1192.2666666666667,1180.0666666666668,1192.2666666666667,0.05
J.Palhinha,Spurs,MID,5.5,60,OK,10.91,9.0,1.0,60.0,TOT,1140.3999999999999,1179.6666666666665,1140.3999999999999,0.05
Xhaka,Sunderland,MID,5.2,59,OK,11.35,7.0,1.0,59.0,SUN,1169.8666666666668,1260.2666666666667,1169.8666666666668,0.05
Cullen,Burnley,MID,5.0,57,OK,11.4,4.0,1.0,57.0,BUR,1159.6,1193.5333333333333,1159.6,0.05
O.Dango,Brentford,MID,6.0,56,OK,9.33,17.0,1.0,56.0,BRE,1159.2666666666667,1198.3333333333333,1159.2666666666667,0.05
M.Salah,Liverpool,MID,14.1,56,OK,3.97,2.0,1.1,61.6,LIV,1100.5333333333333,1153.0,1100.5333333333333,0.06
Gravenberch,Liverpool,MID,5.6,56,OK,10.0,4.0,1.0,56.0,LIV,1100.5333333333333,1153.0,1100.5333333333333,0.05
Anderson,Nott'm Forest,MID,5.4,56,OK,10.37,15.0,1.0,56.0,NFO,1113.8666666666666,1174.2,1113.8666666666666,0.05
Anthony,Burnley,MID,5.5,55,OK,10.0,6.0,1.0,55.0,BUR,1159.6,1193.5333333333333,1159.6,0.05
Tavernier,Bournemouth,MID,5.5,55,OK,10.0,8.0,1.0,55.0,BOU,1143.1333333333332,1173.2666666666667,1143.1333333333332,0.05
Dewsbury-Hall,Everton,MID,4.9,55,OK,11.22,20.0,1.0,55.0,EVE,1192.2666666666667,1180.0666666666668,1192.2666666666667,0.05
Kudus,Spurs,MID,6.5,55,OK,8.46,55.0,1.0,55.0,TOT,1140.3999999999999,1179.6666666666665,1140.3999999999999,0.05
Saka,Arsenal,MID,10.1,54,OK,5.35,9.0,1.0,54.0,ARS,1154.5333333333335,1185.8,1154.5333333333335,0.05
Sessegnon,Fulham,MID,5.4,54,OK,10.0,7.0,1.0,54.0,FUL,1173.8,1198.8666666666666,1173.8,0.05
Rogers,Aston Villa,MID,6.9,53,OK,7.68,18.0,1.0,53.0,AVL,1132.8666666666666,1162.8666666666666,1132.8666666666666,0.05
Trossard,Arsenal,MID,6.9,52,OK,7.54,12.0,1.0,52.0,ARS,1154.5333333333335,1185.8,1154.5333333333335,0.05
Casemiro,Man Utd,MID,5.5,51,DOUBT,9.27,4.0,1.0,51.0,MUN,1114.8,1174.2,1114.8,0.05
Garner,Everton,MID,5.0,50,OK,10.0,8.0,1.0,50.0,EVE,1192.2666666666667,1180.0666666666668,1192.2666666666667,0.04
Gibbs-White,Nott'm Forest,MID,7.3,50,DOUBT,6.85,10.0,1.0,50.0,NFO,1113.8666666666666,1174.2,1113.8666666666666,0.04
Szoboszlai,Liverpool,MID,6.6,49,DOUBT,7.42,5.0,1.0,49.0,LIV,1100.5333333333333,1153.0,1100.5333333333333,0.04
E Le Fee,Sunderland,MID,4.9,49,OK,10.0,15.0,1.0,49.0,SUN,1169.8666666666668,1260.2666666666667,1169.8666666666668,0.04
Adams,Bournemouth,MID,5.0,48,OK,9.6,11.0,1.0,48.0,BOU,1143.1333333333332,1173.2666666666667,1143.1333333333332,0.04
Grealish,Everton,MID,6.6,48,OK,7.27,5.0,1.0,48.0,EVE,1192.2666666666667,1180.0666666666668,1192.2666666666667,0.04
Foden,Man City,MID,8.1,48,OK,5.93,48.0,1.0,48.0,MCI,1128.7333333333333,1145.0666666666666,1128.7333333333333,0.04
Doku,Man City,MID,6.6,48,OK,7.27,4.0,1.0,48.0,MCI,1128.7333333333333,1145.0666666666666,1128.7333333333333,0.04
Wilson,Fulham,MID,5.2,46,DOUBT,8.85,12.0,1.0,46.0,FUL,1173.8,1198.8666666666666,1173.8,0.04
Schade,Brentford,MID,7.0,45,OK,6.43,5.0,1.0,45.0,BRE,1159.2666666666667,1198.3333333333333,1159.2666666666667,0.04
Iwobi,Fulham,MID,6.4,45,OK,7.03,5.0,1.0,45.0,FUL,1173.8,1198.8666666666666,1173.8,0.04
Wieffer,Brighton,MID,4.9,44,OK,8.98,8.0,1.0,44.0,BHA,1138.7333333333333,1177.9333333333332,1138.7333333333333,0.04
Aaronson,Leeds,MID,5.4,44,OK,8.15,3.0,1.0,44.0,LEE,1182.6,1272.4,1182.6,0.04
Buendia,Aston Villa,MID,5.3,41,OK,7.74,2.0,1.0,41.0,AVL,1132.8666666666666,1162.8666666666666,1132.8666666666666,0.04
Amad,Man Utd,MID,6.3,41,OK,6.51,4.0,1.0,41.0,MUN,1114.8,1174.2,1114.8,0.04
Barnes,Newcastle,MID,6.4,41,OK,6.41,41.0,1.0,41.0,NEW,1125.1333333333334,1170.3333333333333,1125.1333333333334,0.04
McGinn,Aston Villa,MID,5.4,40,OK,7.41,40.0,1.0,40.0,AVL,1132.8666666666666,1162.8666666666666,1132.8666666666666,0.04
Damsgaard,Brentford,MID,5.8,39,OK,6.72,6.0,1.0,39.0,BRE,1159.2666666666667,1198.3333333333333,1159.2666666666667,0.03
Henderson,Brentford,MID,5.0,39,OK,7.8,39.0,1.0,39.0,BRE,1159.2666666666667,1198.3333333333333,1159.2666666666667,0.03
Kamada,Crystal Palace,MID,5.0,39,OK,7.8,7.0,1.0,39.0,CRY,1138.2666666666667,1175.8,1138.2666666666667,0.03
P.M.Sarr,Spurs,MID,4.8,39,OK,8.12,2.0,1.0,39.0,TOT,1140.3999999999999,1179.6666666666665,1140.3999999999999,0.03
Kamara,Aston Villa,MID,4.9,38,OK,7.76,38.0,1.0,38.0,AVL,1132.8666666666666,1162.8666666666666,1132.8666666666666,0.03
Reijnders,Man City,MID,5.3,38,OK,7.17,4.0,1.0,38.0,MCI,1128.7333333333333,1145.0666666666666,1128.7333333333333,0.03
J.Murphy,Newcastle,MID,6.1,38,OK,6.23,2.0,1.0,38.0,NEW,1125.1333333333334,1170.3333333333333,1125.1333333333334,0.03
Merina,Arsenal,MID,5.9,37,OK,6.27,37.0,1.0,37.0,ARS,1154.5333333333335,1185.8,1154.5333333333335,0.03
Haaland,Man City,FWD,14.9,106,OK,7.11,4.0,1.1,116.6,MCI,1128.7333333333333,1145.0666666666666,1128.7333333333333,0.1
Thiago,Brentford,FWD,6.7,77,OK,11.49,17.0,1.0,77.0,BRE,1159.2666666666667,1198.3333333333333,1159.2666666666667,0.07
João Pedro,Chelsea,FWD,7.4,61,OK,8.24,2.0,1.0,61.0,CHE,1211.7333333333333,1195.1333333333334,1211.7333333333333,0.05
Mateta,Crystal Palace,FWD,8.1,57,OK,7.04,7.0,1.0,57.0,CRY,1138.2666666666667,1175.8,1138.2666666666667,0.05
Welbeck,Brighton,FWD,6.6,55,OK,8.33,10.0,1.0,55.0,BHA,1138.7333333333333,1177.9333333333332,1138.7333333333333,0.05
Bowen,West Ham,FWD,7.6,52,OK,6.84,6.0,1.0,52.0,WHU,1180.3999999999999,1230.6666666666667,1180.3999999999999,0.04
Richarlison,Spurs,FWD,6.4,51,OK,7.97,7.0,1.0,51.0,TOT,1140.3999999999999,1179.6666666666665,1140.3999999999999,0.04
Woltemade,Newcastle,FWD,7.4,49,OK,6.62,9.0,1.0,49.0,NEW,1125.1333333333334,1170.3333333333333,1125.1333333333334,0.04
Isidor,Sunderland,FWD,5.6,45,OK,8.04,4.0,1.0,45.0,SUN,1169.8666666666668,1260.2666666666667,1169.8666666666668,0.04
Ekitiké,Liverpool,FWD,8.5,41,OK,4.82,2.0,1.0,41.0,LIV,1100.5333333333333,1153.0,1100.5333333333333,0.04
Gyökeres,Arsenal,FWD,8.8,37,OK,4.2,0.0,1.0,37.0,ARS,1154.5333333333335,1185.8,1154.5333333333335,0.03
Wilson,West Ham,FWD,5.8,36,OK,6.21,14.0,1.0,36.0,WHU,1180.3999999999999,1230.6666666666667,1180.3999999999999,0.03
Evanilson,Bournemouth,FWD,7.0,35,OK,5.0,10.0,1.0,35.0,BOU,1143.1333333333332,1173.2666666666667,1143.1333333333332,0.03
Nmecha,Leeds,FWD,5.0,35,OK,7.0,12.0,1.0,35.0,LEE,1182.6,1272.4,1182.6,0.03
Flemming,Burnley,FWD,5.3,33,OK,6.23,8.0,1.0,33.0,BUR,1159.6,1193.5333333333333,1159.6,0.03
Kroupi Jr,Bournemouth,FWD,4.6,33,OK,7.17,33.0,1.0,33.0,BOU,1143.1333333333332,1173.2666666666667,1143.1333333333332,0.03
Calvert-Lewin,Leeds,FWD,5.5,33,OK,6.0,8.0,1.0,33.0,LEE,1182.6,1272.4,1182.6,0.03
Raúl,Fulham,FWD,6.2,32,OK,5.16,7.0,1.0,32.0,FUL,1173.8,1198.8666666666666,1173.8,0.03
Foster,Burnley,FWD,5.0,31,OK,6.2,3.0,1.0,31.0,BUR,1159.6,1193.5333333333333,1159.6,0.03
Watkins,Aston Villa,FWD,8.5,30,OK,3.53,3.0,1.0,30.0,AVL,1132.8666666666666,1162.8666666666666,1132.8666666666666,0.03
Strand Larsen,Wolves,FWD,6.3,25,OK,3.97,4.0,1.0,25.0,WOL,1184.8666666666666,1197.9333333333334,1184.8666666666666,0.02
Beto,Everton,FWD,5.1,23,OK,4.51,2.0,1.0,23.0,EVE,1192.2666666666667,1180.0666666666668,1192.2666666666667,0.02
Brobbey,Sunderland,FWD,5.5,20,OK,3.64,7.0,1.0,20.0,SUN,1169.8666666666668,1260.2666666666667,1169.8666666666668,0.02
Isak,Liverpool,FWD,10.4,19,OK,1.83,19.0,1.0,19.0,LIV,1100.5333333333333,1153.0,1100.5333333333333,0.02
Igor Jesus,Nott'm Forest,FWD,5.8,18,OK,3.1,4.0,1.0,18.0,NFO,1113.8666666666666,1174.2,1113.8666666666666,0.02
Mayenda,Sunderland,FWD,5.3,17,OK,3.21,1.0,1.0,17.0,SUN,1169.8666666666668,1260.2666666666667,1169.8666666666668,0.01
Haaland,MCI,FWD,14.1,92,OK,6.52,92.0,1.1,101.2,,,,,
Watkins,AVL,FWD,8.5,79,OK,9.29,79.0,1.0,79.0,,,,,
Solanke,BOU,FWD,6.5,65,OK,10.0,65.0,1.0,65.0,,,,,
Darwin,LIV,FWD,7.7,59,OK,7.66,59.0,1.0,59.0,,,,,
Alvarez,MCI,FWD,7.0,58,OK,8.29,58.0,1.0,58.0,,,,,
Jackson,CHE,FWD,6.9,48,OK,6.96,48.0,1.0,48.0,,,,,
João Pedro,BHA,FWD,5.5,46,DOUBT,8.36,46.0,1.0,46.0,,,,,
Wissa,BRE,FWD,6.0,45,DOUBT,7.5,45.0,1.0,45.0,,,,,
Edouard,CRY,FWD,5.5,42,OK,7.64,42.0,1.0,42.0,,,,,
Morris,LUT,FWD,5.5,42,OK,7.64,42.0,1.0,42.0,,,,,
Isak,NEW,FWD,7.7,40,DOUBT,5.19,40.0,1.0,40.0,,,,,
Højlund,MUN,FWD,7.1,35,DOUBT,4.93,35.0,1.0,35.0,,,,,
Semenyo,BOU,FWD,5.0,34,OK,6.8,34.0,1.0,34.0,,,,,
Adebayo,LUT,FWD,4.9,32,OK,6.53,32.0,1.0,32.0,,,,,
Archer,SHU,FWD,4.5,31,OK,6.89,31.0,1.0,31.0,,,,,
Nketiah,ARS,FWD,5.6,30,OK,5.36,30.0,1.0,30.0,,,,,
Cunha,WOL,FWD,5.7,29,OK,5.09,29.0,1.0,29.0,,,,,
