Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score,SPP,Final_Score
Spence,Spurs,DEF,4.5,31,OK,6.89,1.0,1.0,31.0,TOT,1140.4,1179.6666666666663,1179.6666666666663,0.03,0.0,0.02670245832155977
Diakité,Bournemouth,DEF,4.5,30,OK,6.67,0.0,1.0,30.0,BOU,1143.1333333333332,1173.2666666666669,1173.2666666666669,0.03,0.0,0.025569634638331718
Dunk,Brighton,DEF,4.5,30,OK,6.67,30.0,1.0,30.0,BHA,1138.7333333333331,1177.9333333333332,1177.9333333333332,0.03,0.0,0.03820250155639822
Shaw,Man Utd,DEF,4.5,30,OK,6.67,3.0,1.0,30.0,MUN,1114.8,1174.2,1174.2,0.03,0.0,0.026826775677056717
Trippier,Newcastle,DEF,5.0,30,OK,6.0,0.0,1.0,30.0,NEW,1125.1333333333334,1170.3333333333333,1170.3333333333333,0.03,2.75,0.027983480489888923
Thiaw,Newcastle,DEF,4.9,30,OK,6.12,30.0,1.0,30.0,NEW,1125.1333333333334,1170.3333333333333,1170.3333333333333,0.03,0.0,0.03845058387923669
Murillo,Nott'm Forest,DEF,5.3,30,OK,5.66,30.0,1.0,30.0,NFO,1113.8666666666666,1174.2,1174.2,0.03,1.25,0.03938851984329756
Pau,Aston Villa,DEF,4.3,29,OK,6.74,29.0,1.0,29.0,AVL,1132.8666666666666,1162.8666666666666,1162.8666666666666,0.02,0.0,0.03740755603967208
Walker,Burnley,DEF,4.4,29,OK,6.59,0.0,1.0,29.0,BUR,1159.6,1193.5333333333333,1193.5333333333333,0.02,0.0,0.024297603753560857
Muñoz,Crystal Palace,DEF,5.9,74,OK,12.54,20.0,1.0,74.0,CRY,1138.2666666666669,1175.8,1175.8,0.06,0.0,0.07144072121109032
J.Timber,Arsenal,DEF,6.3,72,OK,11.43,6.0,1.0,72.0,ARS,1154.5333333333335,1185.8,1185.8,0.06,0.0,0.0632484398718165
Guéhi,Crystal Palace,DEF,5.1,69,OK,13.53,69.0,1.0,69.0,CRY,1138.2666666666669,1175.8,1175.8,0.06,0.0,0.08802517434937915
Lacroix,Crystal Palace,DEF,5.0,67,OK,13.4,17.0,1.0,67.0,CRY,1138.2666666666669,1175.8,1175.8,0.06,0.0,0.06421160061234904
Keane,Everton,DEF,4.5,65,OK,14.44,24.0,1.0,65.0,EVE,1192.2666666666669,1180.0666666666668,1180.0666666666668,0.06,0.0,0.06525055081633806
Calafiori,Arsenal,DEF,5.8,63,OK,10.86,3.0,1.0,63.0,ARS,1154.5333333333335,1185.8,1185.8,0.05,0.0,0.05439365828976219
Senesi,Bournemouth,DEF,5.0,61,OK,12.2,5.0,1.0,61.0,BOU,1143.1333333333332,1173.2666666666669,1173.2666666666669,0.05,0.0,0.05412239331780214
Chalobah,Chelsea,DEF,5.1,61,OK,11.96,12.0,1.0,61.0,CHE,1211.7333333333331,1195.1333333333334,1195.1333333333334,0.05,0.0,0.05606069057845707
Mitchell,Crystal Palace,DEF,5.0,61,OK,12.2,17.0,1.0,61.0,CRY,1138.2666666666669,1175.8,1175.8,0.05,0.0,0.05910869195441402
Richards,Crystal Palace,DEF,4.6,58,OK,12.61,14.0,1.0,58.0,CRY,1138.2666666666669,1175.8,1175.8,0.05,0.0,0.05528151046096275
Van de Ven,Spurs,DEF,4.8,58,OK,12.08,1.0,1.0,58.0,TOT,1140.4,1179.6666666666663,1179.6666666666663,0.05,0.0,0.04959027974003957
Cucurella,Chelsea,DEF,6.1,55,OK,9.02,12.0,1.0,55.0,CHE,1211.7333333333331,1195.1333333333334,1195.1333333333334,0.05,0.0,0.05104033022814748
Mukiele,Sunderland,DEF,4.2,55,OK,13.1,8.0,1.0,55.0,SUN,1169.8666666666668,1260.2666666666669,1260.2666666666669,0.04,0.0,0.04681548878544223
Cash,Aston Villa,DEF,4.6,54,OK,11.74,8.0,1.0,54.0,AVL,1132.8666666666666,1162.8666666666666,1162.8666666666666,0.05,1.5,0.05116665711173537
Rúben,Man City,DEF,5.5,52,OK,9.45,13.0,1.0,52.0,MCI,1128.7333333333331,1145.0666666666666,1145.0666666666666,0.05,0.0,0.05108872845831393
O'Reilly,Man City,DEF,5.1,52,OK,10.2,12.0,1.0,52.0,MCI,1128.7333333333331,1145.0666666666666,1145.0666666666666,0.05,0.0,0.05065207265952492
Tarkowski,Everton,DEF,5.4,51,OK,9.44,13.0,1.0,51.0,EVE,1192.2666666666669,1180.0666666666668,1180.0666666666668,0.04,0.0,0.048726060674538156
Ballard,Sunderland,DEF,4.6,50,OK,10.87,11.0,1.0,50.0,SUN,1169.8666666666668,1260.2666666666669,1260.2666666666669,0.04,0.0,0.0440382987727465
Andersen,Fulham,DEF,4.5,49,OK,10.89,13.0,1.0,49.0,FUL,1173.8,1198.8666666666666,1198.8666666666666,0.04,0.0,0.04629372184841239
Rodon,Leeds,DEF,4.1,49,OK,11.95,4.0,1.0,49.0,LEE,1182.6,1272.4,1272.4,0.04,0.0,0.040081735303363716
Burn,Newcastle,DEF,5.1,48,OK,9.41,0.0,1.0,48.0,NEW,1125.1333333333334,1170.3333333333333,1170.3333333333333,0.04,0.0,0.04101395613785247
James,Chelsea,DEF,5.6,47,OK,8.39,2.0,1.0,47.0,CHE,1211.7333333333331,1195.1333333333334,1195.1333333333334,0.04,2.0,0.0418363362525799
Matheus N.,Man City,DEF,5.3,46,OK,8.68,14.0,1.0,46.0,MCI,1128.7333333333331,1145.0666666666666,1145.0666666666666,0.04,0.0,0.046285514671634845
Pedro Porro,Spurs,DEF,5.4,46,OK,8.52,2.0,1.0,46.0,TOT,1140.4,1179.6666666666663,1179.6666666666663,0.04,4.0,0.04323255156823963
Truffert,Bournemouth,DEF,4.5,45,OK,10.0,0.0,1.0,45.0,BOU,1143.1333333333332,1173.2666666666669,1173.2666666666669,0.04,0.0,0.03835445195749758
Alderete,Sunderland,DEF,4.1,45,OK,10.98,0.0,1.0,45.0,SUN,1169.8666666666668,1260.2666666666669,1260.2666666666669,0.04,0.0,0.035706728734659327
Virgil,Liverpool,DEF,6.0,44,OK,7.33,4.0,1.0,44.0,LIV,1100.5333333333333,1153.0,1153.0,0.04,0.0,0.0398959236773634
Digne,Aston Villa,DEF,4.5,43,OK,9.56,10.0,1.0,43.0,AVL,1132.8666666666666,1162.8666666666666,1162.8666666666666,0.04,3.25,0.044072120621452736
Van Hecke,Brighton,DEF,4.4,42,OK,9.55,7.0,1.0,42.0,BHA,1138.7333333333331,1177.9333333333332,1177.9333333333332,0.04,0.0,0.038626973795913754
Kudus,Spurs,MID,6.5,47,OK,7.23,2.0,1.0,47.0,TOT,1140.4,1179.6666666666663,1140.4,0.04,0.75,0.04274815854086285
Grealish,Everton,MID,6.7,46,OK,6.87,6.0,1.0,46.0,EVE,1192.2666666666669,1180.0666666666668,1192.2666666666669,0.04,0.0,0.04109818832475955
Szoboszlai,Liverpool,MID,6.6,46,OK,6.97,3.0,1.0,46.0,LIV,1100.5333333333333,1153.0,1100.5333333333333,0.04,3.25,0.04611400533074873
Doku,Man City,MID,6.5,46,OK,7.08,13.0,1.0,46.0,MCI,1128.7333333333331,1145.0666666666666,1128.7333333333331,0.04,2.5,0.0487271868170811
L.Paquetá,West Ham,MID,5.9,45,OK,7.63,4.0,1.0,45.0,WHU,1180.4,1230.6666666666667,1180.4,0.04,0.0,0.03981701118264994
O.Dango,Brentford,MID,6.0,44,OK,7.33,9.0,1.0,44.0,BRE,1159.2666666666669,1198.3333333333333,1159.2666666666669,0.04,0.0,0.041836793375122194
Iwobi,Fulham,MID,6.4,43,OK,6.72,43.0,1.0,43.0,FUL,1173.8,1198.8666666666666,1173.8,0.04,0.0,0.05494973590049412
Aaronson,Leeds,MID,5.4,43,OK,7.96,9.0,1.0,43.0,LEE,1182.6,1272.4,1182.6,0.04,1.25,0.04122272957889397
Schade,Brentford,MID,7.0,42,OK,6.0,10.0,1.0,42.0,BRE,1159.2666666666669,1198.3333333333333,1159.2666666666669,0.04,2.5,0.04269940767151647
Buendia,Aston Villa,MID,5.3,40,OK,7.55,12.0,1.0,40.0,AVL,1132.8666666666666,1162.8666666666666,1132.8666666666666,0.04,0.0,0.04060495498146296
Wieffer,Brighton,MID,4.9,40,OK,8.16,7.0,1.0,40.0,BHA,1138.7333333333331,1177.9333333333332,1138.7333333333331,0.04,0.0,0.03820033955857386
Gana,Everton,MID,5.4,40,DOUBT,7.41,8.0,1.0,40.0,EVE,1192.2666666666669,1180.0666666666668,1192.2666666666669,0.03,0.0,0.036904495638559597
Longstaff,Leeds,MID,4.9,40,DOUBT,8.16,40.0,1.0,40.0,LEE,1182.6,1272.4,1182.6,0.03,0.0,0.05073566717402334
Adams,Bournemouth,MID,5.0,39,OK,7.8,4.0,1.0,39.0,BOU,1143.1333333333332,1173.2666666666669,1143.1333333333332,0.03,0.0,0.03586633230302677
Amad,Man Utd,MID,6.3,39,OK,6.19,10.0,1.0,39.0,MUN,1114.8,1174.2,1114.8,0.03,0.0,0.039468963042698244
Barnes,Newcastle,MID,6.3,39,OK,6.19,39.0,1.0,39.0,NEW,1125.1333333333334,1170.3333333333333,1125.1333333333334,0.03,0.0,0.05199383776737571
J.Murphy,Newcastle,MID,6.1,38,OK,6.23,4.0,1.0,38.0,NEW,1125.1333333333334,1170.3333333333333,1125.1333333333334,0.03,0.0,0.035551342063162884
P.M.Sarr,Spurs,MID,4.8,38,OK,7.92,3.0,1.0,38.0,TOT,1140.4,1179.6666666666663,1140.4,0.03,0.0,0.03463696948439144
Scott,Bournemouth,MID,5.0,37,OK,7.4,3.0,1.0,37.0,BOU,1143.1333333333332,1173.2666666666669,1143.1333333333332,0.03,1.5,0.03499154371027002
Munetsi,Wolves,MID,5.4,37,OK,6.85,2.0,1.0,37.0,WOL,1184.8666666666666,1197.9333333333334,1184.8666666666666,0.03,0.0,0.032071119113261694
Malen,Aston Villa,MID,5.1,36,OK,7.06,36.0,1.0,36.0,AVL,1132.8666666666666,1162.8666666666666,1132.8666666666666,0.03,0.75,0.04832872359206733
Wilson,Fulham,MID,5.2,36,OK,6.92,3.0,1.0,36.0,FUL,1173.8,1198.8666666666666,1173.8,0.03,4.5,0.03578122337706594
Tonali,Newcastle,MID,5.4,36,OK,6.67,36.0,1.0,36.0,NEW,1125.1333333333334,1170.3333333333333,1125.1333333333334,0.03,3.25,0.050882858327901875
E.Le Fée,Sunderland,MID,4.9,36,OK,7.35,36.0,1.0,36.0,SUN,1169.8666666666668,1260.2666666666669,1169.8666666666668,0.03,4.5,0.050005698655117385
Bentancur,Spurs,MID,5.3,36,OK,6.79,2.0,1.0,36.0,TOT,1140.4,1179.6666666666663,1140.4,0.03,0.0,0.03244475622588565
Damsgaard,Brentford,MID,5.8,35,OK,6.03,4.0,1.0,35.0,BRE,1159.2666666666669,1198.3333333333333,1159.2666666666669,0.03,4.0,0.03536718615216516
Yarmoliuk,Brentford,MID,5.0,35,OK,7.0,6.0,1.0,35.0,BRE,1159.2666666666669,1198.3333333333333,1159.2666666666669,0.03,0.0,0.03277934326298234
Kamada,Crystal Palace,MID,5.0,35,OK,7.0,6.0,1.0,35.0,CRY,1138.2666666666669,1175.8,1138.2666666666669,0.03,0.75,0.03404298934051774
Reijnders,Man City,MID,5.4,35,OK,6.48,1.0,1.0,35.0,MCI,1128.7333333333331,1145.0666666666666,1128.7333333333331,0.03,1.5,0.03278010749512729
Semenyo,Bournemouth,MID,7.9,75,DOUBT,9.49,0.0,1.0,75.0,BOU,1143.1333333333332,1173.2666666666669,1143.1333333333332,0.07,2.5,0.06779611593864816
Rice,Arsenal,MID,6.9,71,OK,10.29,8.0,1.0,71.0,ARS,1154.5333333333335,1185.8,1154.5333333333335,0.06,4.0,0.06842591523270584
Eze,Arsenal,MID,7.7,61,OK,7.92,22.0,1.0,61.0,ARS,1154.5333333333335,1185.8,1154.5333333333335,0.05,0.0,0.062362859452592664
Minteh,Brighton,MID,6.2,61,OK,9.84,14.0,1.0,61.0,BHA,1138.7333333333331,1177.9333333333332,1138.7333333333331,0.05,0.0,0.059715473332943046
Mbeumo,Man Utd,MID,8.6,61,OK,7.09,8.0,1.0,61.0,MUN,1114.8,1174.2,1114.8,0.05,2.0,0.06010046645138142
Neto,Chelsea,MID,7.1,60,OK,8.45,17.0,1.0,60.0,CHE,1211.7333333333331,1195.1333333333334,1211.7333333333331,0.05,1.5,0.05776848591549297
Caicedo,Chelsea,MID,6.1,60,OK,9.84,2.0,1.0,60.0,CHE,1211.7333333333331,1195.1333333333334,1211.7333333333331,0.05,0.0,0.050341109154929585
Bruno G.,Newcastle,MID,6.6,60,OK,9.09,14.0,1.0,60.0,NEW,1125.1333333333334,1170.3333333333333,1125.1333333333334,0.05,0.0,0.05954849795579783
Enzo,Chelsea,MID,6.7,59,OK,8.81,14.0,1.0,59.0,CHE,1211.7333333333331,1195.1333333333334,1211.7333333333331,0.05,0.0,0.054467429577464796
J.Palhinha,Spurs,MID,5.5,59,OK,10.73,11.0,1.0,59.0,TOT,1140.4,1179.6666666666663,1140.4,0.05,0.0,0.056559102069449314
Ndiaye,Everton,MID,6.6,58,OK,8.79,6.0,1.0,58.0,EVE,1192.2666666666669,1180.0666666666668,1192.2666666666669,0.05,5.0,0.0553567434578394
M.Salah,Liverpool,MID,14.2,56,OK,3.94,4.0,1.1,61.6,LIV,1100.5333333333333,1153.0,1100.5333333333333,0.06,6.25,0.06346922704143446
Cullen,Burnley,MID,5.0,55,OK,11.0,12.0,1.0,55.0,BUR,1159.6,1193.5333333333333,1159.6,0.05,0.75,0.053251121076233185
Tavernier,Bournemouth,MID,5.5,54,OK,9.82,9.0,1.0,54.0,BOU,1143.1333333333332,1173.2666666666669,1143.1333333333332,0.05,3.25,0.054018195602729344
Xhaka,Sunderland,MID,5.2,54,OK,10.38,5.0,1.0,54.0,SUN,1169.8666666666668,1260.2666666666669,1169.8666666666668,0.05,3.25,0.051074196489628444
Gravenberch,Liverpool,MID,5.6,53,OK,9.46,3.0,1.0,53.0,LIV,1100.5333333333333,1153.0,1100.5333333333333,0.05,0.0,0.04952144414829174
Trossard,Arsenal,MID,6.9,52,DOUBT,7.54,21.0,1.0,52.0,ARS,1154.5333333333335,1185.8,1154.5333333333335,0.05,2.5,0.05629980367247949
B.Fernandes,Man Utd,MID,8.9,52,OK,5.84,7.0,1.0,52.0,MUN,1114.8,1174.2,1114.8,0.05,0.0,0.04978471474703983
Anthony,Burnley,MID,5.6,51,OK,9.11,4.0,1.0,51.0,BUR,1159.6,1193.5333333333333,1159.6,0.04,1.25,0.046783373577095555
Zubimendi,Arsenal,MID,5.4,50,OK,9.26,7.0,1.0,50.0,ARS,1154.5333333333335,1185.8,1154.5333333333335,0.04,0.0,0.046339069176579276
Rogers,Aston Villa,MID,6.9,50,OK,7.25,17.0,1.0,50.0,AVL,1132.8666666666666,1162.8666666666666,1132.8666666666666,0.04,0.0,0.051638910139469196
Sessegnon,Fulham,MID,5.4,50,OK,9.26,7.0,1.0,50.0,FUL,1173.8,1198.8666666666666,1173.8,0.04,0.0,0.04557846311126257
Anderson,Nott'm Forest,MID,5.3,50,OK,9.43,18.0,1.0,50.0,NFO,1113.8666666666666,1174.2,1113.8666666666666,0.04,1.5,0.054315298060809196
Saka,Arsenal,MID,10.1,49,OK,4.85,16.0,1.0,49.0,ARS,1154.5333333333335,1185.8,1154.5333333333335,0.04,4.5,0.0532682757824229
Sarr,Crystal Palace,MID,6.7,49,OK,7.31,6.0,1.0,49.0,CRY,1138.2666666666669,1175.8,1138.2666666666669,0.04,0.0,0.04568349537308187
Dewsbury-Hall,Everton,MID,4.9,48,OK,9.8,48.0,1.0,48.0,EVE,1192.2666666666669,1180.0666666666668,1192.2666666666669,0.04,1.5,0.061647282487139334
Garner,Everton,MID,5.0,48,OK,9.6,9.0,1.0,48.0,EVE,1192.2666666666669,1180.0666666666668,1192.2666666666669,0.04,2.0,0.04571125027957951
Gakpo,Liverpool,MID,7.5,48,OK,6.4,3.0,1.0,48.0,LIV,1100.5333333333333,1153.0,1100.5333333333333,0.04,2.5,0.04724981826992973
Gibbs-White,Nott'm Forest,MID,7.3,48,DOUBT,6.58,18.0,1.0,48.0,NFO,1113.8666666666666,1174.2,1113.8666666666666,0.04,5.0,0.0556619583433086
Casemiro,Man Utd,MID,5.5,47,OK,8.55,5.0,1.0,47.0,MUN,1114.8,1174.2,1114.8,0.04,0.0,0.044402583423035526
Isak,Liverpool,FWD,10.4,12,OK,1.15,12.0,1.0,12.0,LIV,1100.5333333333333,1153.0,1100.5333333333333,0.01,0.0,0.016355706324206448
Marc Guiu,Chelsea,FWD,4.2,11,OK,2.62,11.0,1.0,11.0,CHE,1211.7333333333331,1195.1333333333334,1211.7333333333331,0.01,0.0,0.013616857394366199
Fullkrug,West Ham,FWD,5.6,11,OK,1.96,11.0,1.0,11.0,WHU,1180.4,1230.6666666666667,1180.4,0.01,0.0,0.013978312436462215
Tzimas,Brighton,FWD,5.3,10,OK,1.89,10.0,1.0,10.0,BHA,1138.7333333333331,1177.9333333333332,1138.7333333333331,0.01,0.0,0.013172530882266848
Tolu,Wolves,FWD,5.5,10,OK,1.82,10.0,1.0,10.0,WOL,1184.8666666666666,1197.9333333333334,1184.8666666666666,0.01,0.0,0.012659652281550669
Nketiah,Crystal Palace,FWD,5.4,9,OK,1.67,9.0,1.0,9.0,CRY,1138.2666666666669,1175.8,1138.2666666666669,0.01,0.0,0.011860138221857794
Kostoulas,Brighton,FWD,4.8,8,OK,1.67,8.0,1.0,8.0,BHA,1138.7333333333331,1177.9333333333332,1138.7333333333331,0.01,0.0,0.010538024705813479
Delap,Chelsea,FWD,6.2,8,OK,1.29,8.0,1.0,8.0,CHE,1211.7333333333331,1195.1333333333334,1211.7333333333331,0.01,0.0,0.00990316901408451
Enes Unal,Bournemouth,FWD,5.4,7,OK,1.3,7.0,1.0,7.0,BOU,1143.1333333333332,1173.2666666666669,1143.1333333333332,0.01,1.25,0.01027876596489182
Piroe,Leeds,FWD,5.0,7,OK,1.4,7.0,1.0,7.0,LEE,1182.6,1272.4,1182.6,0.01,3.75,0.012049720953830544
Kolo Muani,Spurs,FWD,6.9,7,OK,1.01,7.0,1.0,7.0,TOT,1140.4,1179.6666666666663,1140.4,0.01,0.0,0.009207295685724306
Broja,Burnley,FWD,5.2,6,OK,1.15,6.0,1.0,6.0,BUR,1159.6,1193.5333333333333,1159.6,0.01,0.0,0.007761296998965161
Zirkzee,Man Utd,FWD,5.8,6,OK,1.03,6.0,1.0,6.0,MUN,1114.8,1174.2,1114.8,0.01,0.0,0.008073196986006458
Kalimuendo,Nott'm Forest,FWD,6.0,6,OK,1.0,6.0,1.0,6.0,NFO,1113.8666666666666,1174.2,1113.8666666666666,0.01,0.0,0.00807996169499641
Uche,Crystal Palace,FWD,5.5,3,OK,0.55,3.0,1.0,3.0,CRY,1138.2666666666669,1175.8,1138.2666666666669,0.0,0.0,0.0039533794072859315
Marshall,West Ham,FWD,4.4,2,OK,0.45,2.0,1.0,2.0,WHU,1180.4,1230.6666666666667,1180.4,0.0,0.0,0.002541511352084039
