Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score
Collins,Brentford,DEF,4.9,66,OK,13.47,13.0,1.0,66.0,BRE,1153.6666666666667,1155.0666666666666,1155.0666666666666,0.06
Truffert,Bournemouth,DEF,4.5,65,OK,14.44,4.0,1.0,65.0,BOU,1206.9333333333334,1209.6666666666667,1209.6666666666667,0.05
Tete,Fulham,DEF,4.5,65,OK,14.44,7.0,1.0,65.0,FUL,1163.4666666666665,1219.4,1219.4,0.05
Hume,Sunderland,DEF,4.5,63,OK,14.0,7.0,1.0,63.0,SUN,1140.4666666666665,1185.2,1185.2,0.05
Dalot,Man Utd,DEF,4.4,62,OK,14.09,3.0,1.0,62.0,MUN,1169.4666666666667,1203.3333333333333,1203.3333333333333,0.05
Lewis-Potter,Brentford,DEF,4.9,59,OK,12.04,8.0,1.0,59.0,BRE,1153.6666666666667,1155.0666666666666,1155.0666666666666,0.05
Thiaw,Newcastle,DEF,5.0,59,OK,11.8,4.0,1.0,59.0,NEW,1134.7333333333333,1174.4666666666665,1174.4666666666665,0.05
Digne,Aston Villa,DEF,4.5,54,OK,12.0,1.0,1.0,54.0,AVL,1151.2,1162.6666666666667,1162.6666666666667,0.05
Mykolenko,Everton,DEF,4.9,54,OK,11.02,14.0,1.0,54.0,EVE,1116.6000000000001,1167.533333333333,1167.533333333333,0.05
N.Williams,Nott'm Forest,DEF,4.7,54,OK,11.49,2.0,1.0,54.0,NFO,1175.8,1183.1333333333332,1183.1333333333332,0.05
Saliba,Arsenal,DEF,5.9,53,OK,8.98,4.0,1.0,53.0,ARS,1171.8000000000002,1211.2666666666667,1211.2666666666667,0.04
Konsa,Aston Villa,DEF,4.4,53,OK,12.05,4.0,1.0,53.0,AVL,1151.2,1162.6666666666667,1162.6666666666667,0.05
Van den Berg,Brentford,DEF,4.5,52,OK,11.56,0.0,1.0,52.0,BRE,1153.6666666666667,1155.0666666666666,1155.0666666666666,0.05
Spence,Spurs,DEF,4.3,51,OK,11.86,51.0,1.0,51.0,TOT,1132.8,1151.8,1151.8,0.04
Struijk,Leeds,DEF,4.3,48,OK,11.16,48.0,1.0,48.0,LEE,1155.8666666666666,1184.8,1184.8,0.04
De Cuyper,Brighton,DEF,4.3,47,OK,10.93,1.0,1.0,47.0,BHA,1109.9333333333334,1209.8666666666668,1209.8666666666668,0.04
Gudmundsson,Leeds,DEF,3.8,47,OK,12.37,47.0,1.0,47.0,LEE,1155.8666666666666,1184.8,1184.8,0.04
Livramento,Newcastle,DEF,4.9,47,DOUBT,9.59,0.0,1.0,47.0,NEW,1134.7333333333333,1174.4666666666665,1174.4666666666665,0.04
Milenković,Fulham,DEF,5.1,47,DOUBT,9.22,47.0,1.0,47.0,FUL,1163.4666666666665,1219.4,1219.4,0.04
Hartman,Burnley,DEF,4.0,46,OK,11.5,0.0,1.0,46.0,BUR,1148.2666666666667,1219.8,1219.8,0.04
F.Kadıoğlu,Brighton,DEF,4.4,45,OK,10.23,5.0,1.0,45.0,BHA,1109.9333333333334,1209.8666666666668,1209.8666666666668,0.04
Bogle,Leeds,DEF,4.4,45,OK,10.23,3.0,1.0,45.0,LEE,1155.8666666666666,1184.8,1184.8,0.04
Dorgu,Man Utd,DEF,4.2,45,OK,10.71,45.0,1.0,45.0,MUN,1169.4666666666667,1203.3333333333333,1203.3333333333333,0.04
Shaw,Man Utd,DEF,4.5,44,OK,9.78,2.0,1.0,44.0,MUN,1169.4666666666667,1203.3333333333333,1203.3333333333333,0.04
Diouf,West Ham,DEF,4.0,44,OK,11.0,44.0,1.0,44.0,WHU,1116.0,1151.3999999999999,1151.3999999999999,0.04
Semenyo,Bournemouth,MID,7.7,113,OK,14.68,14.0,1.0,113.0,BOU,1206.9333333333334,1209.6666666666667,1206.9333333333334,0.09
B.Fernandes,Man Utd,MID,9.1,102,OK,11.21,3.0,1.0,102.0,MUN,1169.4666666666667,1203.3333333333333,1169.4666666666667,0.09
Foden,Man City,MID,8.9,96,OK,10.79,5.0,1.0,96.0,MCI,1141.6,1191.9333333333332,1141.6,0.08
Rogers,Aston Villa,MID,7.5,93,OK,12.4,2.0,1.0,93.0,AVL,1151.2,1162.6666666666667,1151.2,0.08
Bruno G.,Newcastle,MID,7.0,86,OK,12.29,0.0,1.0,86.0,NEW,1134.7333333333333,1174.4666666666665,1134.7333333333333,0.08
Saka,Arsenal,MID,10.3,91,DOUBT,8.83,13.0,1.0,91.0,ARS,1171.8000000000002,1211.2666666666667,1171.8000000000002,0.08
Gravenberch,Liverpool,MID,5.7,89,OK,15.61,17.0,1.0,89.0,LIV,1203.4666666666665,1202.5333333333333,1203.4666666666665,0.07
Wilson,Fulham,MID,5.8,87,OK,15.0,7.0,1.0,87.0,FUL,1163.4666666666665,1219.4,1163.4666666666665,0.07
Garner,Everton,MID,5.1,85,OK,16.67,21.0,1.0,85.0,EVE,1116.6000000000001,1167.533333333333,1116.6000000000001,0.08
Xhaka,Sunderland,MID,5.2,82,OK,15.77,11.0,1.0,82.0,SUN,1140.4666666666665,1185.2,1140.4666666666665,0.07
Neto,Chelsea,MID,7.2,81,OK,11.25,3.0,1.0,81.0,CHE,1164.6666666666665,1244.1333333333334,1164.6666666666665,0.07
Enzo,Chelsea,MID,6.4,80,OK,12.5,10.0,1.0,80.0,CHE,1164.6666666666665,1244.1333333333334,1164.6666666666665,0.07
Tavernier,Bournemouth,MID,5.6,79,OK,14.11,79.0,1.0,79.0,BOU,1206.9333333333334,1209.6666666666667,1206.9333333333334,0.07
Minteh,Brighton,MID,6.0,79,DOUBT,13.17,79.0,1.0,79.0,BHA,1109.9333333333334,1209.8666666666668,1109.9333333333334,0.07
Trossard,Arsenal,MID,7.0,77,OK,11.0,15.0,1.0,77.0,ARS,1171.8000000000002,1211.2666666666667,1171.8000000000002,0.07
Anderson,Nott'm Forest,MID,5.3,76,OK,14.34,8.0,1.0,76.0,NFO,1175.8,1183.1333333333332,1175.8,0.06
Dewsbury-Hall,Everton,MID,5.0,75,OK,15.0,0.0,1.0,75.0,EVE,1116.6000000000001,1167.533333333333,1116.6000000000001,0.07
Kudus,Spurs,MID,6.4,74,OK,11.56,74.0,1.0,74.0,TOT,1132.8,1151.8,1132.8,0.07
Cherki,Man City,MID,6.8,71,OK,10.44,18.0,1.0,71.0,MCI,1141.6,1191.9333333333332,1141.6,0.06
J.Palhinha,Spurs,MID,5.5,69,OK,12.55,3.0,1.0,69.0,TOT,1132.8,1151.8,1132.8,0.06
Grealish,Everton,MID,6.5,67,OK,10.31,67.0,1.0,67.0,EVE,1116.6000000000001,1167.533333333333,1116.6000000000001,0.06
E Le Fee,Sunderland,MID,4.9,67,OK,13.67,9.0,1.0,67.0,SUN,1140.4666666666665,1185.2,1140.4666666666665,0.06
Eze,Arsenal,MID,7.4,66,OK,8.92,66.0,1.0,66.0,ARS,1171.8000000000002,1211.2666666666667,1171.8000000000002,0.06
Reijnders,Man City,MID,5.2,66,OK,12.69,9.0,1.0,66.0,MCI,1141.6,1191.9333333333332,1141.6,0.06
Gibbs-White,Nott'm Forest,MID,7.3,64,OK,8.77,4.0,1.0,64.0,NFO,1175.8,1183.1333333333332,1175.8,0.05
Aaronson,Leeds,MID,5.4,63,OK,11.67,63.0,1.0,63.0,LEE,1155.8666666666666,1184.8,1155.8666666666666,0.05
Anthony,Burnley,MID,5.1,61,OK,11.96,1.0,1.0,61.0,BUR,1148.2666666666667,1219.8,1148.2666666666667,0.05
Doku,Man City,MID,6.4,60,OK,9.38,1.0,1.0,60.0,MCI,1141.6,1191.9333333333332,1141.6,0.05
Bentancur,Spurs,MID,5.3,59,OK,11.13,59.0,1.0,59.0,TOT,1132.8,1151.8,1132.8,0.05
M.Fernandes,West Ham,MID,5.5,59,OK,10.73,5.0,1.0,59.0,WHU,1116.0,1151.3999999999999,1116.0,0.05
Wieffer,Brighton,MID,4.9,58,OK,11.84,1.0,1.0,58.0,BHA,1109.9333333333334,1209.8666666666668,1109.9333333333334,0.05
Wirtz,Liverpool,MID,8.2,58,OK,7.07,58.0,1.0,58.0,LIV,1203.4666666666665,1202.5333333333333,1203.4666666666665,0.05
Ugochukwu,Burnley,MID,5.0,56,OK,11.2,7.0,1.0,56.0,BUR,1148.2666666666667,1219.8,1148.2666666666667,0.05
Henderson,Brentford,MID,5.0,56,OK,11.2,3.0,1.0,56.0,BRE,1153.6666666666667,1155.0666666666666,1153.6666666666667,0.05
Cunha,Man City,MID,8.2,55,OK,6.71,2.0,1.0,55.0,MCI,1141.6,1191.9333333333332,1141.6,0.05
Kamara,Aston Villa,MID,4.9,54,OK,11.02,1.0,1.0,54.0,AVL,1151.2,1162.6666666666667,1151.2,0.05
Yarmoliuk,Brentford,MID,5.0,54,OK,10.8,54.0,1.0,54.0,BRE,1153.6666666666667,1155.0666666666666,1153.6666666666667,0.05
Haaland,Man City,FWD,15.1,151,OK,10.0,0.0,1.1,166.1,MCI,1141.6,1191.9333333333332,1141.6,0.15
Thiago,Brentford,FWD,6.9,91,OK,13.19,7.0,1.0,91.0,BRE,1153.6666666666667,1155.0666666666666,1153.6666666666667,0.08
Ekitiké,Liverpool,FWD,9.1,84,OK,9.23,7.0,1.0,84.0,LIV,1203.4666666666665,1202.5333333333333,1203.4666666666665,0.07
Bowen,West Ham,FWD,7.7,81,OK,10.52,6.0,1.0,81.0,WHU,1116.0,1151.3999999999999,1116.0,0.07
João Pedro,Chelsea,FWD,7.2,79,OK,10.97,7.0,1.0,79.0,CHE,1164.6666666666665,1244.1333333333334,1164.6666666666665,0.07
Calvert-Lewin,Leeds,FWD,5.9,79,OK,13.39,9.0,1.0,79.0,LEE,1155.8666666666666,1184.8,1155.8666666666666,0.07
Mateta,Crystal Palace,FWD,7.7,76,OK,9.87,11.0,1.0,76.0,CRY,1176.8,1196.8666666666666,1176.8,0.06
Watkins,Aston Villa,FWD,8.6,72,OK,8.37,17.0,1.0,72.0,AVL,1151.2,1162.6666666666667,1151.2,0.06
Woltemade,Newcastle,FWD,7.4,72,OK,9.73,1.0,1.0,72.0,NEW,1134.7333333333333,1174.4666666666665,1134.7333333333333,0.06
Richarlison,Spurs,FWD,6.4,72,OK,11.25,7.0,1.0,72.0,TOT,1132.8,1151.8,1132.8,0.06
Welbeck,Brighton,FWD,6.4,59,OK,9.22,0.0,1.0,59.0,BHA,1109.9333333333334,1209.8666666666668,1109.9333333333334,0.05
Raúl,Fulham,FWD,6.2,57,OK,9.19,13.0,1.0,57.0,FUL,1163.4666666666665,1219.4,1163.4666666666665,0.05
Gyökeres,Arsenal,FWD,8.8,50,OK,5.68,4.0,1.0,50.0,ARS,1171.8000000000002,1211.2666666666667,1171.8000000000002,0.04
Isidor,Sunderland,FWD,5.3,50,OK,9.43,2.0,1.0,50.0,SUN,1140.4666666666665,1185.2,1140.4666666666665,0.04
Wilson,West Ham,FWD,5.8,49,OK,8.45,5.0,1.0,49.0,WHU,1116.0,1151.3999999999999,1116.0,0.04
Evanilson,Bournemouth,FWD,7.0,49,OK,7.0,3.0,1.0,49.0,BOU,1206.9333333333334,1209.6666666666667,1206.9333333333334,0.04
Kroupi.Jr,Bournemouth,FWD,4.6,41,OK,8.91,0.0,1.0,41.0,BOU,1206.9333333333334,1209.6666666666667,1206.9333333333334,0.03
Šeško,Man Utd,FWD,7.2,40,OK,5.56,40.0,1.0,40.0,MUN,1169.4666666666667,1203.3333333333333,1169.4666666666667,0.03
Barry,Everton,FWD,5.7,34,OK,5.96,7.0,1.0,34.0,EVE,1116.6000000000001,1167.533333333333,1116.6000000000001,0.03
Strand Larsen,Wolves,FWD,6.1,31,OK,5.08,1.0,1.0,31.0,WOL,1134.9333333333334,1183.8666666666666,1134.9333333333334,0.03
Beto,Everton,FWD,5.0,30,OK,6.0,4.0,1.0,30.0,EVE,1116.6000000000001,1167.533333333333,1116.6000000000001,0.03
Zirkzee,Man Utd,FWD,5.8,28,OK,4.83,8.0,1.0,28.0,MUN,1169.4666666666667,1203.3333333333333,1169.4666666666667,0.02
Toti,Wolves,FWD,5.4,28,OK,5.19,7.0,1.0,28.0,WOL,1134.9333333333334,1183.8666666666666,1134.9333333333334,0.02
Nketiah,Crystal Palace,FWD,5.4,23,OK,4.26,1.0,1.0,23.0,CRY,1176.8,1196.8666666666666,1176.8,0.02
Mayenda,Sunderland,FWD,5.2,20,OK,3.85,20.0,1.0,20.0,SUN,1140.4666666666665,1185.2,1140.4666666666665,0.02
Kolo Muani,Spurs,FWD,6.9,19,OK,2.75,3.0,1.0,19.0,TOT,1132.8,1151.8,1132.8,0.02
Kostoulas,Brighton,FWD,4.8,13,OK,2.71,1.0,1.0,13.0,BHA,1109.9333333333334,1209.8666666666668,1109.9333333333334,0.01
Marc Guiu,Chelsea,FWD,4.3,12,OK,2.79,0.0,1.0,12.0,CHE,1164.6666666666665,1244.1333333333334,1164.6666666666665,0.01
Füllkrug,West Ham,FWD,5.6,12,OK,2.14,0.0,1.0,12.0,WHU,1116.0,1151.3999999999999,1116.0,0.01
Enes Ünal,Bournemouth,FWD,5.4,11,OK,2.04,1.0,1.0,11.0,BOU,1206.9333333333334,1209.6666666666667,1206.9333333333334,0.01
Mané,Wolves,FWD,4.5,9,OK,2.0,0.0,1.0,9.0,WOL,1134.9333333333334,1183.8666666666666,1134.9333333333334,0.01
Kalimuendo,Nott'm Forest,FWD,6.0,8,OK,1.33,0.0,1.0,8.0,NFO,1175.8,1183.1333333333332,1175.8,0.01
Wissa,Newcastle,FWD,7.3,3,OK,0.41,0.0,1.0,3.0,NEW,1134.7333333333333,1174.4666666666665,1134.7333333333333,0.0
Havertz,Arsenal,FWD,7.3,1,OK,0.14,0.0,1.0,1.0,ARS,1171.8000000000002,1211.2666666666667,1171.8000000000002,0.0
Graham,Man City,FWD,4.5,0,OK,0.0,0.0,1.0,0.0,MCI,1141.6,1191.9333333333332,1141.6,0.0
