Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score,SPP,Final_Score
Roefs,Sunderland,GKP,4.9,93,OK,18.98,20.0,1.0,93.0,SUN,1130.8,1183.8,1183.8,0.08,0.0,0.09038688967731036
Pickford,Everton,GKP,5.6,87,OK,15.54,19.0,1.0,87.0,EVE,1119.4666666666667,1153.3333333333337,1153.3333333333337,0.08,0.0,0.08696531791907511
Raya,Arsenal,GKP,6.0,80,OK,13.33,12.0,1.0,80.0,ARS,1151.5333333333333,1208.2666666666669,1208.2666666666669,0.07,0.0,0.07316265725005516
Vicario,Spurs,GKP,4.8,74,OK,15.42,15.0,1.0,74.0,TOT,1141.9333333333334,1172.1333333333334,1172.1333333333334,0.06,0.0,0.07209077465589807
Sánchez,Chelsea,GKP,4.9,72,DOUBT,14.69,9.0,1.0,72.0,CHE,1136.4,1172.0666666666668,1172.0666666666668,0.06,0.0,0.06680507365906375
Henderson,Crystal Palace,GKP,5.1,72,OK,14.12,8.0,1.0,72.0,CRY,1161.0,1188.2666666666669,1188.2666666666669,0.06,0.0,0.06530520646319568
Kelleher,Brentford,GKP,4.5,68,OK,15.11,25.0,1.0,68.0,BRE,1156.9999999999998,1159.9333333333334,1159.9333333333334,0.06,0.0,0.0737111328237255
Donnarumma,Man City,GKP,5.7,68,OK,11.93,18.0,1.0,68.0,MCI,1133.533333333333,1193.1333333333334,1193.1333333333334,0.06,0.0,0.0675532212102587
Verbruggen,Brighton,GKP,4.5,65,OK,14.44,20.0,1.0,65.0,BHA,1163.6,1238.6,1238.6,0.05,0.0,0.06378168900371388
Martinez,Aston Villa,GKP,5.0,63,OK,12.6,9.0,1.0,63.0,AVL,1166.6,1184.9999999999998,1184.9999999999998,0.05,0.0,0.05848101265822786
Pope,Newcastle,GKP,5.1,63,OK,12.35,63.0,1.0,63.0,NEW,1117.3333333333333,1170.6,1170.6,0.05,0.0,0.09149154279856483
Leno,Fulham,GKP,4.9,61,OK,12.45,16.0,1.0,61.0,FUL,1144.3333333333333,1197.0000000000002,1197.0000000000002,0.05,0.0,0.06031746031746031
Dúbravka,Burnley,GKP,4.0,60,OK,15.0,16.0,1.0,60.0,BUR,1149.0000000000002,1220.8,1220.8,0.05,0.0,0.058322411533420715
Petrović,Bournemouth,GKP,4.5,56,OK,12.44,3.0,1.0,56.0,BOU,1147.8666666666666,1202.1333333333334,1202.1333333333334,0.05,0.0,0.048330745341614904
A.Becker,Liverpool,GKP,5.4,52,OK,9.63,13.0,1.0,52.0,LIV,1213.6666666666667,1226.6666666666663,1226.6666666666663,0.04,0.0,0.04980978260869567
Perri,Leeds,GKP,4.5,42,OK,9.33,15.0,1.0,42.0,LEE,1175.1333333333334,1173.5333333333333,1173.5333333333333,0.04,0.0,0.04473669260921434
Areola,West Ham,GKP,4.3,42,OK,9.77,9.0,1.0,42.0,WHU,1147.0,1153.6,1153.6,0.04,0.0,0.041868932038834954
Sels,Nott'm Forest,GKP,4.6,41,OK,8.91,1.0,1.0,41.0,NFO,1163.1333333333334,1178.9333333333332,1178.9333333333332,0.03,0.0,0.03537095679710473
Lammens,Man Utd,GKP,5.0,40,OK,8.0,15.0,1.0,40.0,MUN,1192.9333333333334,1205.4,1205.4,0.03,0.0,0.04189480670316907
Johnstone,Wolves,GKP,4.4,21,OK,4.77,0.0,1.0,21.0,WOL,1174.0666666666668,1218.2666666666669,1218.2666666666669,0.02,0.0,0.017237605340921523
Mamardashvili,Liverpool,GKP,4.2,19,OK,4.52,0.0,1.0,19.0,LIV,1213.6666666666667,1226.6666666666663,1226.6666666666663,0.02,0.0,0.015489130434782613
José Sá,Wolves,GKP,4.2,18,OK,4.29,13.0,1.0,18.0,WOL,1174.0666666666668,1218.2666666666669,1218.2666666666669,0.01,0.0,0.022244719273284447
Trafford,Man City,GKP,4.5,11,OK,2.44,0.0,1.0,11.0,MCI,1133.533333333333,1193.1333333333334,1193.1333333333334,0.01,0.0,0.009219422249539028
Bayindir,Man Utd,GKP,4.8,11,OK,2.29,0.0,1.0,11.0,MUN,1192.9333333333334,1205.4,1205.4,0.01,0.0,0.009125601460096232
Ramsdale,Newcastle,GKP,4.8,11,OK,2.29,4.0,1.0,11.0,NEW,1117.3333333333333,1170.6,1170.6,0.01,0.0,0.011788826242952334
John,Nott'm Forest,GKP,4.0,11,DOUBT,2.75,5.0,1.0,11.0,NFO,1163.1333333333334,1178.9333333333332,1178.9333333333332,0.01,0.0,0.012299253562542413
Darlow,Leeds,GKP,3.9,10,OK,2.56,0.0,1.0,10.0,LEE,1175.1333333333334,1173.5333333333333,1173.5333333333333,0.01,0.0,0.008521274782707493
M.Bizot,Aston Villa,GKP,4.2,9,OK,2.14,0.0,1.0,9.0,AVL,1166.6,1184.9999999999998,1184.9999999999998,0.01,0.0,0.007594936708860761
Hermansen,West Ham,GKP,4.2,9,OK,2.14,0.0,1.0,9.0,WHU,1147.0,1153.6,1153.6,0.01,0.0,0.007801664355062414
Jörgensen,Chelsea,GKP,4.3,3,OK,0.7,2.0,1.0,3.0,CHE,1136.4,1172.0666666666668,1172.0666666666668,0.0,0.0,0.0037540526704965584
Gabriel,Arsenal,DEF,6.6,106,OK,16.06,106.0,1.0,106.0,ARS,1151.5333333333333,1208.2666666666669,1208.2666666666669,0.09,0.0,0.14913926285588167
Chalobah,Chelsea,DEF,5.3,99,OK,18.68,99.0,1.0,99.0,CHE,1136.4,1172.0666666666668,1172.0666666666668,0.08,0.0,0.14359251464649336
Guéhi,Crystal Palace,DEF,4.6,99,OK,21.52,7.0,1.0,99.0,CRY,1161.0,1188.2666666666669,1188.2666666666669,0.08,0.0,0.08743828545780968
J.Timber,Arsenal,DEF,5.6,98,OK,17.5,18.0,1.0,98.0,ARS,1151.5333333333333,1208.2666666666669,1208.2666666666669,0.08,0.0,0.0915360847495034
Tarkowski,Everton,DEF,5.6,96,DOUBT,17.14,22.0,1.0,96.0,EVE,1119.4666666666667,1153.3333333333337,1153.3333333333337,0.08,0.0,0.09658959537572252
Rúben,Man City,DEF,5.7,95,OK,16.67,20.0,1.0,95.0,MCI,1133.533333333333,1193.1333333333334,1193.1333333333334,0.08,0.0,0.09135609319997764
Matheus N.,Man City,DEF,5.4,92,OK,17.04,24.0,1.0,92.0,MCI,1133.533333333333,1193.1333333333334,1193.1333333333334,0.08,0.0,0.09118846734089511
